country,total_score,rank,sdg1_wpc,sdg2_crlyld,sdg2_snmi,sdg2_obesity,sdg2_stunting,sdg2_undernsh,sdg2_wasting,sdg3_births,sdg3_fertility,sdg3_lifee,sdg3_hiv,sdg3_matmort,sdg3_ncds,sdg3_neonat,sdg3_pollmort,sdg3_smoke,sdg3_swb,sdg3_tb,sdg3_traffic,sdg3_u5mort,sdg3_uhc,sdg3_vac,sdg4_literacy,sdg4_pisa,sdg4_primary,sdg4_schlyrs,sdg4_tertiary,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_freshwat,sdg6_scarcew,sdg6_sanita,sdg6_water,sdg7_co2twh,sdg7_elecac,sdg7_cleanfuel,sdg7_ren,sdg8_accounts,sdg8_adjgrowth,sdg16_clabor,sdg8_empop,sdg8_unemp,sdg8_yneet,sdg9_infrqual,sdg9_intuse,sdg9_lpi,sdg9_mobuse,sdg9_patents,sdg9_articles,sdg9_qs,sdg9_rdex,sdg9_rdres,sdg10_adjgini,sdg10_justice,sdg10_palma,sdg11_pipedwat,sdg11_pm25,sdg11_rentover,sdg12_ewaste,sdg12_msw,sdg12_mswrecycl,sdg12_prodnitro,sdg12_so2prod,sdg12_reacnitro,sdg12_so2import,sdg6_wastewat,sdg13_ccvm,sdg13_co2import,sdg13_co2pc,sdg13_ecr,sdg14_biodiv,sdg14_cleanwat,sdg14_cpma,sdg14_fish,sdg14_fishstocks,sdg15_cpfa,sdg15_cpta,sdg15_forchg,sdg15_biofrwter,sdg15_redlist,sdg16_cpi,sdg16_goveff,sdg16_homicides,sdg16_prison,sdg16_prs,sdg16_safe,sdg8_slavery,sdg16_u5reg,sdg16_weaponsexp,sdg17_govex,sdg17_govspd,sdg17_secrecy,sdg17_cohaven,sdg1_score,sdg2_score,sdg3_score,sdg4_score,sdg5_score,sdg6_score,sdg7_score,sdg8_score,sdg9_score,sdg10_score,sdg11_score,sdg12_score,sdg13_score,sdg14_score,sdg15_score,sdg16_score,sdg17_score
Central African Republic,43.15665870581078,9,0.0,6.774353737690242,44.62773298005596,91.84039900249377,31.74827364907094,10.804135554279142,64.92558095621509,45.872189349112425,54.8162279330415,5.868852459016381,85.64076358725407,34.87251289609432,69.6458923512748,12.63389121338912,78.37992232756937,50.64356435643565,1.0,52.5863309352518,11.263473053892241,17.117419354838717,23.883606557377057,32.26315789473684,14.207403289234236,33.5246670724441,53.321359796766174,24.142816810220804,16.194764321547048,19.856188082422463,21.697549134873,78.82516204985222,12.172413793103448,78.61705348623852,1.0019084429322551,98.8252854099074,13.111111111111112,38.852941176470594,66.20136776549602,6.673578508438572,2.2306724644548765,81.28165293384127,3.479300827966881,32.34976261039828,38.968085106382986,33.68173103067194,76.69241210804941,28.106196940060705,14.040437594742391,3.4168285143450254,27.597014925373145,1.6123427618319548,1.2695020042867515,1.0866654419054158,1.0,1.0,8.807278046430065,17.99083736319676,65.70743982494528,54.20111731843574,1.486850436641137,66.0334008097166,68.238764661639,98.64768683274022,96.16352201257861,56.366650037399744,90.61996881277784,98.71512744006003,46.17138083114585,52.74255709660805,1.0,78.78571428571429,17.788930349771235,98.91424657374482,3.856848701880036,21.66232558139534,32.5438824954573,58.46163130859479,20.349632252792155,90.62476050110538,95.93659509400001,76.47244232338389,95.42580940725166,98.61221287735923,91.9459781607879,10.0,38.67002363816501,81.59194630872483,99.0,33.399199255499525,35.94117647058824,1.0,59.09957627118644,99.0,4.3344145207553595,4.102985074626867,58.45578720345075,99.0,83.43279020236008,41.78674597996752,38.43252028461896,28.278202258042473,47.8280446160168,30.558249228084275,39.09681791805768,34.86188070342944,6.647785476546082,45.966464835525926,45.25300530266558,77.06098472333005,49.8364349777776,44.728446427868995,91.67860757255654,49.667000705054704,41.47329669970824
Canada,72.4319538429871,128,98.6539447600806,16.100380483437778,73.41106518557174,35.30423940149623,96.81517230545865,99.0,95.77674418604651,99.8828402366864,95.09643922266584,91.56065573770488,98.90243457312845,98.70817980840089,94.01416430594901,94.23640167364017,97.84012063092578,78.08910891089108,90.1,98.39460431654676,89.51497005988024,97.08387096774193,94.9688524590164,88.27631578947367,99.55715874736063,95.11292769888632,99.21660569609125,97.80159293334462,99.99999999999997,90.68439499874805,72.37138720138275,80.35577735561905,41.3448275862069,53.504044522396114,1.0615472845652267,85.69895808456326,99.77777777777777,99.61176470588235,96.29465894358195,99.99999999999999,100.00000000000001,22.09346099344288,99.58509659613615,56.740276873273956,99.0,70.67403936393218,76.00033935116059,68.1547464853366,74.14034085563961,89.96382934488918,89.28731343283583,39.63951629717145,12.285846615230534,63.50792802261246,86.51362260343087,38.17502963823023,49.49269635349848,74.8358360906083,84.72757111597375,77.98324022346368,100.0,97.39676113360323,27.523169878589897,27.832740213523138,83.50314465408805,24.145153024776306,55.71490280796612,67.78978391864959,45.27635211204095,66.83994085766827,70.11658319499999,5.7142857142857135,13.128121972630055,65.93595825653705,6.746195165622202,84.38604651162797,100.00000000000001,30.751741409781804,27.71193135385454,56.63396146962839,21.349481946599077,26.399672655806782,70.34221001233593,77.67184622063162,96.54667708280273,89.71428571428572,71.87228171644071,97.13959731543625,84.57428571428571,87.59711400291374,81.36470588235295,100.0,100.0,89.59246524013054,57.65611393410117,16.514925373134332,63.48526240115024,99.0,83.43279020236008,69.40126692700183,93.77793057951013,98.33765701513657,61.894009166401204,71.25332620955771,79.59702998425621,74.2308997339679,60.33401368483763,79.18221581001524,74.9733103373977,53.014573941244635,22.881140277268756,59.89673614897854,58.461977583635225,90.08547355858455,59.164075427096435
Switzerland,74.93563070894318,145,98.91264625553049,30.214749328558636,64.68013323253658,56.5361596009975,96.81517230545865,99.0,95.77674418604651,100.0,98.37913680311704,94.1573770491803,98.90243457312845,98.85408990420044,99.0,95.27196652719665,95.13373543641926,57.17821782178217,96.03999999999999,98.12158273381294,97.51796407185628,97.72258064516129,96.10491803278688,93.48684210526315,99.84041678938354,80.23442992297527,90.19195159528797,100.0,65.60716021198084,90.46422351628732,67.88687866047196,75.69619151009712,50.6551724137931,58.50836481381544,1.1760538605005326,93.480191875708,99.8888888888889,100.00000000000001,97.40670329033294,99.99999999999999,100.00000000000001,24.228634110959657,98.88684452621897,55.64588880457489,99.0,89.08567444063398,84.36568481064205,89.51180861296444,100.0,89.44809601214968,90.39552238805972,68.04809229272361,100.0,100.0,88.1120080726539,69.43446223417259,42.25781251485461,79.97607533723593,59.81509846827132,84.62011173184356,100.0,91.78542510121457,33.700894299663574,7.046263345195726,81.56603773584905,32.39743771928532,58.063972659036835,98.2671931005293,24.105261399034347,23.18957597466381,95.21274775000003,3.357142857142857,14.319595564092822,86.85643746601623,43.32094897045658,78.29953488372095,44.46765596608117,79.38811325825064,54.518251157722695,45.01239971842534,60.2967916585,36.15615811626758,93.80974491735208,73.27570914421267,98.32816796295309,94.85714285714286,91.0806091265197,98.46845637583893,89.38285714285715,99.99999999999999,83.69411764705882,100.0,100.0,56.736496353313555,62.787429938062004,34.246268656716424,-1.4210854715202004e-14,39.599999999999994,83.43279020236008,73.83715977559964,94.39138971359367,87.17479170392554,63.18665184954441,77.9515764750195,80.40883435032315,83.49918023900686,83.07733261273489,74.8037618457836,75.16210646695937,46.37653456194205,36.96353121442712,60.337190996840164,72.37331435985709,91.3219679502731,34.158424648694606
Chile,63.02062130718708,114,98.94070639399918,27.451054722470904,45.63742563382453,35.79800498753116,98.1465517136132,91.74037909247559,97.61860459627107,99.80082840236688,76.22380525758814,85.71803278688523,98.64948717012811,97.6138540899042,90.30594900849859,90.71548117154812,94.27456553340132,26.46534653465345,78.22,97.10071942446044,70.54491017964072,95.04,91.39836065573769,96.09210526315789,98.8493897380238,24.655248698882872,91.06593484864626,71.1717805459849,13.217352134340018,80.01856020084384,66.9568295620874,56.01287348827147,25.517241379310345,46.30329492714517,1.1808249678311702,97.73044750063421,99.0,98.05882352941178,95.63289281502755,99.99999999999999,92.88983359630333,32.00382538033845,67.37442502299909,55.459845881293965,85.09787234042554,46.25117969003536,77.70364463146464,43.873332755545476,60.565614374072425,65.02193390694113,46.80597014925374,40.52706928904024,1.452753917779289,12.15107597694012,48.152371342078716,9.749291508799793,3.428573252318216,32.58004581318403,69.13019693654266,-1.4210854715202004e-14,99.65746481194566,83.76923076923077,20.922494794143347,64.82562277580071,92.15094339622641,43.13311320802704,80.92739927024806,71.07599083883609,44.24525034055713,80.83750148626389,84.65260749999996,8.071428571428571,18.571161018548807,87.4823978888825,1.0,100.0,99.25045427013931,19.298972869000323,37.420457640969765,32.819349405200555,39.28830223074997,36.67878205828799,70.03164550928437,87.24851347770134,61.622937008080825,69.14285714285714,58.150081189586466,94.3489932885906,66.33,68.161951621822,42.92941176470588,100.0,99.3707627118644,98.71779866482008,40.153291346031054,5.285074626865672,44.31631919482385,99.0,83.43279020236008,66.06533679103109,85.87756303186471,59.79194119317558,48.6975598392036,76.12454069957542,80.13163794791733,58.1324855962677,31.98385041302485,33.90341424990889,68.11639679177325,68.17083161656561,28.78124686971497,57.75784683706199,58.9740360568209,78.2249728724672,47.18867129193014
China,62.546030887962395,130,98.14045976511007,26.33394415846016,47.65095541264352,87.39650872817955,85.1741383302722,83.58989086731764,88.4093025451483,99.8828402366864,96.1860749675309,79.2262295081967,98.64948717012811,97.24907885040531,66.84135977337111,89.47280334728033,63.988826452018834,40.51485148514851,52.47999999999999,91.04676258992805,51.5748502994012,93.37935483870967,73.38360655737705,100.0,99.63449966442636,34.23077981635165,91.02696127186695,52.45929041898138,11.40534580267364,99.0,60.12715466662962,74.4143273046946,37.62068965517241,75.162115429034,1.9298888187412953,98.02863676075681,73.88888888888889,91.26470588235294,93.49282354142166,99.99999999999999,54.407534251990874,19.80262560278278,83.42410303587857,48.12981816094002,71.99617021276596,46.48691465008376,84.29177412786751,31.79249700211709,60.81537718031052,50.59274672355518,74.88059701492539,39.43998888039474,1.9204104081681987,12.238306687902694,85.31483350151363,48.19837814715232,9.064169893590828,53.46856706541106,53.27286652078774,59.731843575418985,86.82400799823148,47.09514170040485,42.871876434441155,84.20284697508896,92.56603773584905,56.45465895590653,83.45765015009424,84.89650145781567,44.23058708162593,58.39873272391942,28.654858,78.78571428571429,21.418479075278086,80.58085340284697,3.6589077887197856,28.83720930232556,10.81904906117505,19.626924813503997,30.07164260419505,83.53352984524687,42.15637929468568,53.528195364953,83.0295984065109,95.35286668587241,58.818775090277725,35.714285714285715,61.075633300548425,98.06979865771812,84.15,57.02179088536111,49.91764705882353,80.2,98.11228813559322,97.3937528497046,33.66408798181048,5.137313432835822,62.9585909417685,79.2,83.43279020236008,69.7591233403369,79.59174173841215,57.75137539486,61.83107176388266,58.75339567014798,66.92574584904882,58.82502139537739,42.49608982639039,55.491092387205924,58.93034204435916,72.02957358289997,46.11098863813978,34.57767112528931,66.57716296845993,73.36513668148007,45.23999808910371
Cote d'Ivoire,49.75876267202025,45,77.2778831666285,14.182827887197849,34.915196661453024,81.71820448877804,50.694826257987174,76.00804135554279,64.00465160192445,52.43313609467456,32.50999627206694,9.439344262295066,89.6156513486878,52.16285924834193,54.657223796034,22.368200836820108,79.66867718209629,57.89702970297029,36.64,80.12589928057554,35.56886227544912,41.06903225806452,43.35901639344264,64.82894736842104,32.91959427249559,40.696976316691305,67.13206123965446,30.533411017674847,19.554353807525167,26.874249255462317,35.59068534193804,54.50603791433629,15.275862068965516,78.61705348623855,1.0854028212184155,93.7072774790717,13.888888888888888,64.86470588235296,95.23228582421768,59.441935483870964,18.298231773508135,77.20875383279325,20.014719411223552,10.273313047951667,43.391489361702135,35.68369571890924,68.44465182570924,28.106196940060705,54.657833888843086,20.370773425020047,27.597014925373145,28.679268885954546,1.187627021864364,1.2889910231790305,1.0,6.038455084331454,8.807278046430065,50.89844744209723,66.24901531728665,54.20111731843575,64.94258396961523,84.57085020242914,68.238764661639,96.88612099644128,96.30188679245283,62.83603541750544,89.18076053875913,98.84041375622283,47.73446503411795,53.07273279295839,1.5445,12.785714285714285,18.329379519404895,98.05089669021298,2.914413607878245,4.683720930232539,20.773016353725012,51.862509724862164,18.70457640969763,75.9357827139699,87.53420163025,79.85642607640253,55.000417175453215,92.01744300673849,82.69605614792282,28.0,57.39317615507493,83.98389261744967,93.90857142857143,49.54733908729543,46.42352941176471,50.5,63.29449152542373,99.0,30.271611493314136,4.102985074626867,65.01308411214953,99.0,83.43279020236008,53.58729137548056,50.15625842132932,38.16727933080827,45.9974097028696,35.018155014306394,62.54530172859751,32.50451538877088,16.62524914455508,57.11619335927321,72.58406627789445,77.83605933263682,33.0201010258026,34.391921226497445,79.42090880735341,61.54424895872821,49.596920170022635
Cameroon,49.789561819554784,59,71.2037693845829,6.652487130707251,45.06789366787843,76.286783042394,47.110342804033166,82.4526134405514,75.05581483175587,58.64260355029587,49.01178207224974,20.15081967213112,87.80888418439974,55.7376565954311,65.12747875354108,47.635983263598334,79.66867718209629,58.61584158415842,42.58,73.83453237410072,25.491017964071872,44.07096774193548,42.06065573770491,73.94736842105263,78.1586387026066,32.999776163927024,87.35669535203368,39.740513576237944,14.206349249797494,27.907063353864004,33.94620653538745,76.27281590640901,49.258620689655174,80.3451159686994,1.0138362112588495,95.67418456490113,39.77777777777777,52.635294117647064,96.25251338020452,54.01290322580645,21.133480463544046,81.01071347596746,16.756209751609934,36.17771821753543,1.4210854715202004e-14,33.68173103067194,84.62101262386318,28.1061969400607,13.814927094821282,20.040856399080596,16.145522388059703,3.8277851136284653,1.1810197327246494,1.8933779348342312,1.0,7.997218612503057,8.807278046430065,42.432171035887,65.70743982494528,44.68826815642457,25.837927311935083,40.28137651821862,57.37436703316413,96.5338078291815,94.29559748427673,62.83603541750546,92.94368476917168,98.6727454075599,48.35836265810629,53.28184704467907,1.0,12.785714285714285,17.653777009158077,98.31757644641637,2.9144136078782457,76.26511627906984,19.82858873410055,26.61815237564694,48.15377281394715,68.44225707969261,63.99011707449996,37.347975641780835,91.65707825285565,95.59591643228686,73.8537528628856,17.714285714285715,45.95234707507506,95.54496644295303,84.99857142857142,51.01652514206505,41.76470588235294,50.5,64.44809322033898,99.0,13.157326904677436,4.398507462686568,60.624155283968356,99.0,83.43279020236008,55.43765581955335,54.95895127311782,50.49239460892055,59.955689775037754,38.02021853431696,63.10240263638062,39.86857371274824,8.30088725800912,50.94262633908562,41.164556954439284,78.13172580149724,32.917870337291745,47.86157745649142,72.48896805286178,55.09394949056423,44.29499741283309
"Congo, Dem. Rep.",44.70578525679478,12,13.468792625832805,2.6825900850492386,37.1280646241998,93.56857855361596,28.50517406757743,36.12751292360713,61.70232382486031,76.6852071005917,39.13204098321226,25.01967213114753,96.12001314012483,48.66101694915254,53.81586402266291,38.52301255230126,74.08407281247966,58.61584158415842,36.64,60.539568345323744,8.892215568862284,37.428387096774195,39.62622950819672,73.94736842105263,81.22007134666939,40.696976316691305,57.684005442754824,39.805188821362975,19.554353807525167,8.526734971365002,22.348893076559506,91.71198532654203,14.810344827586208,78.61705348623852,1.0019084429322551,98.76283197151913,20.77777777777778,7.6000000000000085,97.47540100212876,7.919354838709678,4.035396217610965,99.29372367981443,13.19411223551058,51.79158106964962,18.11489361702128,33.18726987273381,87.54720374643681,28.1061969400607,7.613560778431253,2.62954627054952,10.973880597014926,6.71749252901522,1.3468792553165043,1.0,1.4994954591321896,2.84245390032999,8.807278046430065,53.619750572664806,65.70743982494528,57.851396648044684,14.858290599667066,65.63259109311741,57.37436703316413,99.0,96.16352201257861,62.83603541750546,92.85341374755376,98.76058454162684,45.796101387686655,53.142378180589795,1.0,15.142857142857146,17.787676005534607,98.97482720311513,2.9144136078782457,3.7209302325580893,18.149606299212593,56.94281799308671,22.56101879596841,89.84101484366776,30.223005552052644,37.74473160316648,83.85982217755422,98.75431687670701,83.18505113919728,11.285714285714288,41.785314840023496,82.52214765100672,96.73714285714286,40.841660310314126,32.44705882352942,1.0,20.925847457627118,99.0,10.261399375914241,4.102985074626867,65.01308411214953,99.0,83.43279020236008,43.285707346484976,51.18203401440271,47.792119147000726,51.872069179231566,25.82850363844584,52.18096893456596,42.765272772878305,4.825620759579964,59.05952901521825,45.95508290864954,78.36457646964872,33.704943489846286,38.24307763289871,66.75338546973553,44.46597798423793,44.59436714067266
"Congo, Rep.",51.84812865543167,30,44.039237916077816,3.3597806624888094,38.207004115463114,77.27431421446383,65.03275681815576,43.40608845491097,61.24186134338377,91.2130177514793,42.18506481793254,40.599999999999994,91.42241851297587,66.97273397199706,65.5014164305949,63.58368200836821,79.66867718209629,65.08514851485148,28.719999999999985,54.010791366906474,29.047904191616794,71.4716129032258,54.07049180327869,75.25,74.27175009303333,40.696976316691305,86.39572828448627,41.43380892328243,19.554353807525167,29.68186230439676,52.321479521589296,88.65716262310605,12.482758620689655,78.61705348623852,1.0,95.94032312563664,5.555555555555555,54.38235294117648,93.95637772998887,39.49392638667931,24.06039118162676,50.35540894327779,22.85832566697332,38.28694157561664,49.921276595744686,33.68173103067194,62.17904167232251,28.106196940060705,33.3719476828582,6.565597439039379,17.62313432835822,22.385210925012156,1.187627021864364,2.175297515657912,1.0,9.280592680579314,8.807278046430065,36.38483074573684,65.70743982494528,57.851396648044684,35.114938921182365,62.0253036437247,68.238764661639,90.8967971530249,95.95597484276729,62.83603541750546,93.54687949186501,98.71512744006003,46.49351460867134,52.74255709660805,1.1782,10.428571428571429,19.74725401785419,97.68540808564278,2.9144136078782457,49.76744186046511,32.540884312537855,59.9906528396095,29.437891582675014,64.33384566796505,99.999005842,74.15861142309565,93.83784202976486,88.62410562353288,98.63613314660684,10.0,52.15672066767145,85.17986577181208,97.44428571428571,50.43877432602312,41.76470588235294,50.5,95.70021186440678,99.0,35.122732940926426,4.102985074626867,65.01308411214953,99.0,83.43279020236008,48.08696760147771,61.253530630354895,52.470523485003696,58.01961356290588,31.611286324473735,51.96652606039318,37.02244737712902,11.37740951553329,53.31455573957561,55.126335742182015,77.31241229292887,32.69391178498666,47.21414325265051,91.05113961300006,63.21058408222967,50.80970053192571
Colombia,58.63224987501324,78,91.2843030866783,14.350856087735004,19.728635594013667,52.5860349127182,79.54137931455476,84.53762205628949,94.85581406327181,98.8869822485207,75.63895569772475,68.51475409836064,98.2881337372705,94.54974207811348,88.4985835694051,83.25941422594143,93.84498058189234,70.9009900990099,70.3,95.32014388489209,57.50299401197605,90.05806451612904,68.35245901639345,89.57894736842104,98.1877847933475,32.999776163927024,85.15789635793587,51.74583345996108,14.206349249797494,85.50521939542311,70.42164444648898,61.14467652433079,31.879310344827584,75.72072315164598,1.0233784259201248,97.61777054804593,79.0,83.3058823529412,95.63844463592419,97.64841787096773,85.7380119400265,27.907915547445057,47.985280588776455,38.93615752283124,78.56808510638298,58.7527014463263,66.59688475634587,34.041737658308975,30.608409065777497,56.3740890329739,29.813432835820905,29.078323719507953,1.1621560306190253,4.570762295435469,41.559031281533805,5.50613408243706,9.226363166192774,24.89488419445152,61.786433260393856,44.68826815642457,93.91670749582634,86.7753036437247,52.623263620467675,81.03202846975088,93.0503144654088,58.13810155026276,81.0354062198343,97.81642368768915,42.177304249374274,51.876452346206676,13.12057,12.785714285714285,16.06866978159779,94.43346661918076,5.502417188898837,26.32558139534882,51.519382192610536,59.33447288218749,24.260010896213565,36.15089688135799,34.272671806,39.70985439839739,86.10823166644833,93.91708681445672,57.65486004327799,31.85714285714286,35.071634470892214,62.057718120805376,66.75428571428571,50.75946550717376,39.43529411764706,50.5,96.32944915254237,99.0,37.71234897064174,4.102985074626867,60.624155283968356,99.0,83.43279020236008,57.60005700476382,82.89967634227004,56.459528004993786,59.79158861682334,54.81352026538144,76.73319749859085,49.26255239451776,23.09985572336649,43.789861870423316,77.77175825333957,72.16086156978956,32.19756696884792,39.51806884954368,62.33254094571608,61.033307504687244,50.35987233230924
Costa Rica,63.02287128905007,91,90.86312484508767,16.363501566696506,16.25970838870387,44.43890274314213,91.66034481846476,91.74037909247559,94.3953488372093,98.12544378698226,71.99592332483525,83.44590163934424,98.64948717012811,97.39498894620486,89.09065155807366,88.02301255230125,94.91894296066476,76.45544554455445,88.11999999999998,97.69424460431655,66.09880239520959,94.01806451612903,91.88524590163934,90.88157894736841,99.08728713133365,25.82746691967983,94.39233121492401,61.303375173996386,10.846759763819374,92.54494778300285,69.48300441077832,48.131328591724156,52.672413793103445,97.79789530491095,1.0997161432103288,92.41892135344321,93.88888888888889,95.72941176470589,96.84772574249575,99.31795493548387,94.12048649158072,40.5593908524324,66.32198712051517,40.6946208634723,90.36382978723404,42.14102558480174,69.529795031899,37.957213840427755,34.041776936837806,60.35346434713416,26.858208955223887,66.61011884078114,1.1717767274679778,3.226416446510946,1.0,13.950695581764826,12.646200262740223,37.417918045304155,73.91772428884026,46.45810055865921,99.54792033784783,84.67105263157895,52.592580543457714,73.28113879003558,90.21383647798743,45.764948694698056,90.7249766858755,97.02979045986153,45.74752271513198,50.608454281951346,4.852288,12.785714285714285,16.158965402648278,95.10639125140979,8.480393912264995,86.22790697674424,63.032404603270734,55.400375047072366,20.295695995641516,50.20349510474787,33.764752010414284,46.61894192097182,81.43392852344618,85.15625105662293,71.1230327900601,58.85714285714287,42.29200540430505,85.84429530201342,56.854285714285716,60.05065576612134,42.92941176470588,80.2,99.58050847457626,99.0,60.77838418266806,5.432835820895524,54.066858375269575,99.0,83.43279020236008,59.14303090778204,88.45318225651677,58.29144404075065,67.02116052512922,57.597845230049664,82.71138950549819,51.328928488223184,24.42873978871788,52.5979142976012,78.93718450429482,70.48152401507735,33.132866213009336,55.03197554549534,63.619381260303065,71.59721350703846,54.81951959470829
Cuba,63.00733950220674,86,96.6027316396484,12.024773388540734,28.834313731001934,42.21695760598503,89.27068945379942,91.74037909247559,87.94883677016858,99.29704142011835,77.41116395690028,81.49836065573768,98.64948717012811,96.37361827560795,75.69121813031161,96.10041841004184,88.04558373652122,66.98019801980197,71.884,98.16906474820144,85.0688622754491,96.70064516129032,91.88524590163934,100.0,99.85212293718214,42.41314244274931,87.6180597175825,86.56133397387227,19.857493205019303,91.2867138419971,65.72280612091451,51.66658265403848,76.87931034482759,76.49007003777658,1.8726355307736424,97.30148190585157,92.44444444444444,90.10000000000001,93.66809643147927,99.99999999999999,93.00607225347879,20.326674896092197,57.89034038638455,44.65603091671957,89.56340425531916,49.03158060922876,89.96945839554772,41.789578137184314,41.67662062197822,30.79680775243953,16.88432835820896,39.93811939676141,1.6947708511370791,6.172104560503395,1.0,10.349986097531167,18.38151021052967,47.421226775260884,40.751641137855565,67.36424581005585,82.89898009102444,87.97773279352226,51.152767491528756,76.24056939501779,94.01886792452831,59.00649369438931,87.36112935355443,94.92533824304766,45.970661441898585,53.9896618337161,9.20017,19.857142857142858,15.878604360661924,90.59166018992565,12.932587287376904,57.67906976744183,46.122652937613566,61.90158640767305,29.45137564696268,43.29360985366881,35.599299674161415,76.42293746267619,82.49400424122135,95.61774127259825,42.842438759510586,44.714285714285715,34.600945438746365,92.88724832214766,29.13428571428571,46.58871604124912,45.025882352941174,80.2,100.0,99.0,100.0,5.285074626865672,75.5607476635514,99.0,83.43279020236008,58.67265834032855,88.2503271907833,67.26043045528111,67.68969228938928,58.18374637621393,76.75021089526255,56.66739768901298,18.543805316565493,51.845704574390766,74.00982679202515,73.07324598373602,34.814998673776834,47.68965892267199,66.59528428203356,66.17147678389749,69.96145557260427
Cyprus,65.68718815658322,95,98.93033616408928,6.953460720680393,17.15738696469225,45.673316708229414,96.81517230545865,99.0,95.77674418604651,99.43763313609468,97.36123069892732,88.31475409836062,98.93856991641421,98.70817980840089,97.6600566572238,97.75732217573221,94.70415048491029,52.407920792079196,62.379999999999995,98.26402877697842,91.88622754491018,98.48903225806451,93.99508196721314,88.27631578947367,99.80978183833886,60.647818025173684,95.90016712632556,86.10029160932753,23.516691481808998,65.66238681164589,67.13406998578647,71.13369862867917,28.775862068965516,81.80841901780896,1.8392377794591783,89.12298572640289,100.0,100.00000000000001,94.4645132716501,99.99999999999999,100.00000000000001,9.55747720248907,88.25114995400185,49.66984925438693,99.0,39.37423802548832,60.361510791366904,39.21180813316387,57.85556656894626,72.68253368478722,48.283582089552255,38.60059767878241,1.9750482797229862,30.59144159394663,1.0,11.897398710584206,33.35331549358291,73.24840926444386,92.85120350109409,80.63798882681564,100.0,86.4746963562753,49.64443173856133,42.27758007117438,85.30188679245283,60.793763941203224,65.46307397545674,82.54536436119272,35.953031543747116,33.03181567710564,15.751,10.428571428571429,9.985255199749048,86.31267296921915,29.562578334825425,90.49767441860467,48.80602665051484,48.507393078283,43.81190411332063,12.193915148963058,89.16208427409359,59.446002734812936,93.29221447082338,80.32679149825053,98.57097016112003,55.00000000000001,49.44720115220853,99.0,87.96857142857142,53.71669803094248,75.54117647058825,80.2,100.0,99.0,48.7991134191613,2.477611940298507,81.24974838245865,19.799999999999997,83.43279020236008,60.22934681418454,90.57203360698556,73.19495001619492,62.213012425310026,61.34264470117241,76.00549761853479,55.37371123168157,32.915498233322765,82.2458671974512,78.70637603161221,57.90950233747609,34.07226948309126,48.763382681937244,84.1596126278201,79.88736470823108,38.08161843547961
Czech Republic,70.0051861108228,129,98.75402817198254,27.873433303491492,78.73824758691349,38.26683291770572,96.78103453678551,99.0,77.81860509029653,99.8828402366864,94.98492592236279,82.14754098360655,98.98915939701428,98.92704495210022,74.41359773371106,97.13598326359832,86.32724393048534,50.97029702970296,80.19999999999999,98.38273381294964,89.2185628742515,98.04193548387097,94.80655737704919,100.0,99.51437550014357,66.67181318224198,91.33091705477791,91.38722189768126,16.010282328611346,84.01925268283085,66.14146037483552,66.67294620375277,32.03448275862069,59.95089044792229,1.6674779155562196,95.11511316249278,99.0,100.00000000000001,95.15170295832291,99.99999999999999,99.98989795963547,12.184438373200528,84.15271389144435,73.02068240111304,99.0,65.02591809705909,86.17313696212841,72.39423541293864,64.48540958614103,82.56676930007296,59.36567164179105,48.23295573007158,3.868845387992459,51.70948824796166,34.9656912209889,47.07495661207515,40.81528865422672,93.85976075337237,11.939824945295378,94.02234636871508,100.0,83.36842105263158,9.764631572109892,47.562277580071175,92.0125786163522,80.87315939738266,76.95281212607522,87.36509248706304,42.46233354071542,51.09395283886313,63.37755766,3.357142857142857,30.321249512894823,76.09393730752231,12.32990152193375,59.386976744186065,26.184736523319202,85.14021333333076,48.85764096976301,64.07856300765707,92.2294538338644,96.43391373299815,75.93565037013907,84.92677869612672,96.43935345839024,55.00000000000001,48.70051674940772,98.2026845637584,79.48285714285714,61.3981542815182,73.21176470588236,80.2,100.0,90.87561446751005,36.722513631135485,4.6940298507462686,88.77498202731847,99.0,83.43279020236008,69.74635890586546,89.62856153315926,72.9829219926912,56.19994494628282,71.8320297476098,76.83150982278973,76.1533373529367,48.120564042369054,66.6073106891276,64.37768420824715,68.3317437980747,30.525557799873432,56.729626115651214,89.19303001830373,78.60715919109339,57.29788137730006
