Country,rank,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_trophic,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_scarcew,sdg6_wastewat,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg1_score,sdg2_score,sdg3_score,sdg4_score,sdg5_score,sdg6_score,sdg7_score,sdg8_score,sdg9_score,sdg10_score,sdg11_score,sdg12_score,sdg13_score,sdg14_score,sdg15_score,sdg16_score,sdg17_score,total_score
Cabo Verde,146,79.34234010907288,61.70018975332068,32.574193548387115,80.82632360217714,82.3912087912088,89.75418502202642,82.69609507640067,1.0,51.923320932950254,46.38354493204167,52.0631926683908,96.15475313190862,77.27944572748268,86.89208633093526,79.05112781954887,96.39100231558055,58.184210526315795,70.26813880126183,54.97465437788018,65.20766773162941,60.95256000074334,90.60264900662251,96.24050632911393,61.14315139031927,50.415103697006074,76.42105263157887,58.02570694087403,29.348223350253825,79.92299671459293,52.434370064077555,97.29829996045277,63.11754630737785,16.299055861251297,25.939823008849544,39.349644113576275,27.97331865204105,13.103594723061997,25.457142857142856,63.669274960380335,60.69310459442927,39.1141924959217,69.49038461538461,34.43833075734157,83.39078715918757,62.93079564562894,1.341092149384096,95.4317249293396,20.206,68.05563101004384,40.52618440857024,92.08483084788882,71.17519863220357,96.60514805057986,17.757623656790297,50.41970683680299,4.626029324248499,45.04881718163365,63.29353600804837,97.06338416651852,30.739301997105656,35.031669716209855,58.23647541678054,29.423672005535654,31.146563808249425,1.0,1.5830165840325419,2.6916030531996524,17.084731894463147,1.8035358950215872,67.6708761541312,47.57552213423322,41.838653161304435,44.9177142857143,72.32307692307693,68.50260458278737,97.28606519012287,65.59266906235905,68.67341772151899,91.79040852575488,84.20284697508897,98.76494815051556,52.76258266503153,82.18290899258287,43.791805522918125,57.477421986420175,96.4206628136887,68.98562229683294,98.99999999681188,10.628200537153088,5.52391623572368,57.1824058816073,72.54781057268723,64.7306913612464,15.991657325526011,29.529911259112595,81.5935083708734,81.83366156386134,97.04855026829249,85.27394866720229,69.69658753709199,65.19649498153726,48.46297362990245,90.84275436793423,60.653846153846146,87.64516129032258,99.0,83.45051698670605,73.15403723551553,45.268226188587526,12.888623455993207,17.60035508530821,99.0,50.722310469314095,57.872241136926895,60.87973387814947,71.03247294759147,46.159849933920135,48.810405046766725,53.126030757450614,69.40570029686563,46.60320646150965,25.821599694564696,53.02648145669855,75.01368913919707,72.99613183118744,68.75862141112165,49.996206012816145,61.19945775753316,76.33763208500584,45.09590303984061,57.942816108167435
Costa Rica,79,97.88336638572137,97.09013282732448,29.220967741935493,93.72587827808016,91.2032967032967,94.63876651982379,59.33276740237691,16.512011040142642,16.25970838870387,37.04787446576354,29.92526886125603,97.39498894620486,87.56812933025404,93.53956834532374,97.55593984962405,96.60932848164076,82.93421052631578,94.0031545741325,69.57373271889401,85.45047923322682,71.2537979564594,89.0728476821192,96.24050632911393,73.12165293511845,86.25311757158437,75.63947368421046,49.98354755784062,44.52487309644671,95.10787658991578,38.37947527338956,98.76079041861831,87.37228007469147,28.006444308073235,43.75398230088497,44.118397783175325,42.36867452778442,24.123590008569025,8.159340659340671,75.41381560548152,52.87718087893444,74.64437194127244,62.82692307692308,33.58145285935084,99.62933624803065,96.96200707498562,1.11635919477317,92.41892135344321,4.852288,72.73670905043237,41.57525553395651,100.0,93.47832646082674,96.60447995316463,24.999904978808463,62.3908847094992,1.9157918756856738,66.02267673006507,71.37452927451858,94.89946834813094,41.32700098408107,50.63325675809598,72.67474367229846,40.70037287977493,33.972664782001154,32.16925795053004,4.0454143074644735,14.302045727667323,22.30038338276133,1.8733438588817914,65.31720563939949,53.87675522378678,40.241276390041804,44.69142857142858,68.16923076923078,88.59620977277811,99.13751664365878,83.08839401348938,67.2501808318264,76.66785079928951,66.23487544483987,97.02979045986153,50.608454281951346,90.7249766858755,45.74752271513198,60.80467950061361,95.25300188713089,69.96612160123553,98.99999866239293,12.672605192479859,52.05397840911636,70.29623526429205,73.86848473742937,82.41455853370653,45.87489948419303,35.98411250112501,70.98826733006118,94.7987853473591,96.7353393033769,84.77304368062727,79.68690958164643,38.58156367285005,63.54524493195669,99.59301130524153,59.38461538461537,91.7258064516129,99.0,91.22525849335302,74.395766357611,72.90798517644075,6.022054023833479,21.462670734825302,99.0,62.859638989169696,74.73148898499377,54.830696457430456,81.80702051873587,55.776834587233566,51.25051417021717,58.470125207945934,78.77067784819995,55.50908695429664,34.12321874245658,51.03397857690039,84.51807531543817,69.68830712679477,69.2229318358098,69.65831423613608,68.87628079322305,78.19112198595143,52.45046978485384,64.0707296518209
Cuba,84,95.71390679226575,87.31537001897533,38.801612903225816,96.82830282038594,88.66483516483517,88.5330396475771,61.181663837011875,12.12842714604985,31.527378340269955,37.04787446576354,64.61671047243726,96.37361827560795,96.02771362586606,96.38848920863309,97.94300751879699,97.15514389679127,61.65789473684211,85.57097791798107,86.22580645161291,83.55271565495207,76.13535436753378,99.8907284768212,100.0,75.08715242018539,53.21595691765388,73.90263157894731,51.3578406169666,43.21827411167514,95.57179113425033,69.72389322008137,99.82069153754335,83.92089170031053,28.127135068313645,49.30265486725666,38.70703313029874,46.846687185672955,26.711340722225202,8.920879120879121,67.48019017432645,52.52291162592135,86.91843393148451,70.25192307692308,26.797836166924252,94.08218485904446,90.21785205403799,1.9742230621204615,97.30148190585157,8.8705,67.0050494626882,38.0661252758709,100.0,79.52891481444233,93.26532972030263,22.516128441650824,61.573029046981034,4.30638213142609,38.105035412657216,90.49314178766976,97.7194189077784,44.51337400868309,54.14154874432228,50.16853909768502,1.0,18.072312835083018,1.0,4.576144098372707,7.461625421502191,27.936240116269385,2.241275912749498,79.46882297939379,64.27433802071221,37.84726244630487,61.09714285714286,71.72307692307693,84.39883672621521,84.84002782902014,1.0,79.11048824593128,86.3392539964476,79.5523131672598,91.33365732303261,53.9896618337161,87.36112935355443,45.970661441898585,57.87998983519109,92.32029319477357,69.86786150054574,97.9429603643008,14.430438675022382,68.90893766020359,53.48041576879199,39.905286343612374,96.05046328135114,73.68429071316447,46.626354603546034,42.981644590869365,95.69559954216533,98.43060137997465,93.03950385245743,69.83204412239948,47.38483290792631,39.62920218252755,100.00000000000001,47.96153846153846,77.21290322580646,99.0,24.335672082717863,77.27458662469026,43.005766392991596,6.022054023833479,16.350442207467353,99.0,66.80534296028883,73.94362990482229,60.06602898679132,80.80607681040392,59.859124285105864,52.148695682743124,56.788202374230515,73.82759324409895,55.83599000564541,25.61992984817678,56.88916074217489,62.337338200291654,71.77523813587146,68.64038843366063,64.58627576348977,71.48369816594396,67.56702834600638,46.23672111691625,61.81230305271925
Cyprus,22,98.92637580565196,98.91650853889944,54.60967741935484,93.39930727362692,96.67912087912087,95.94713656387665,65.88794567062817,9.112672960199307,17.157386964692222,46.50652160915212,32.116633599890235,98.70817980840089,97.39953810623557,98.5251798561151,98.16631578947369,98.3559378101224,83.80263157894737,94.94006309148264,88.73502304147465,88.92971246006391,96.74559808716175,97.15894039735099,88.72151898734178,97.0205973223481,69.67647254551375,79.89473684210522,67.34035989717225,36.28324873096448,96.21507838088934,71.06775385474155,99.74393292489538,86.64142367190334,34.61818189022129,67.58407079646017,48.58958550761039,69.04313287389667,46.235201530411395,24.412747252747256,70.06157283520824,76.62653540934394,29.908646003262643,74.94807692307691,41.98701700154558,99.99999999999999,99.32842393562248,2.431294147471279,89.12298572640289,15.751,91.35946733746928,59.76540001498779,100.0,100.00000000000001,93.38250494446396,18.193381548354598,57.546812476612054,4.7395117605331745,88.13551969665635,63.26212023932266,89.81172878885161,39.96960926193924,49.67227416520721,81.84818093585469,44.28994179072924,47.95211769451179,47.150441696113084,33.72794093586874,12.745043917660093,41.41529848294266,6.688884153120983,62.68870097426949,70.09695771878118,77.29972693257103,82.02857142857142,87.09230769230768,86.94257134639352,100.0,54.49981119207346,72.02115732368897,64.1829484902309,33.11743772241992,82.54536436119272,33.03181567710563,65.46307397545674,35.953031543747116,57.15278050522609,87.83078154976059,67.80237808727031,98.99999951549323,25.089704565801252,38.00542512152272,48.837241728989746,33.07268359030839,38.998022415166886,58.229674356286324,84.07180991809919,98.43742015733207,98.72603160396203,94.44698983196685,97.67246617103851,79.09140767824498,74.98233555195682,57.66938822611965,100.00000000000001,63.19230769230769,97.79354838709678,99.0,84.10856720827178,83.78878638325261,49.40576223635694,1.0,26.185476888450324,19.799999999999997,65.8761010830325,84.15085392130209,57.1008406901483,87.08259143248674,68.85981793678106,52.99076590419744,65.39408159456481,77.89397162320464,56.162510912731754,44.860350829985194,82.14020201781672,78.36588496553898,53.063778896482724,69.93071592958134,39.728343213996936,86.78238517352929,83.72988072982888,32.45346804156795,66.63505532915498
Czech Republic,3,98.63187902825979,98.58254269449715,97.40322580645162,96.82830282038594,96.64285714285714,78.93832599118943,58.82852292020373,25.74224197940965,78.73824758691349,60.06136611384443,36.750400490881134,98.92704495210022,97.17090069284065,98.05035971223022,98.1960902255639,98.6834270592127,67.73684210526315,91.81703470031546,88.73502304147465,84.18530351437701,93.93099411219961,99.78145695364238,96.24050632911393,89.96858908341918,84.20346298995742,70.34210526315793,12.215938303341915,38.69543147208122,91.03618045521068,70.53628616861755,99.14240917900273,76.49686006827451,24.63032874133247,66.70796460177002,15.480828189923898,68.84272574290877,34.298688275584624,15.665934065934067,67.8068254678748,66.98369188352528,36.53017944535074,60.28846153846155,68.62163833075734,99.852413453895,99.07964758847103,1.9122408766693937,95.11511316249278,68.0824,95.82545793056522,68.13666370110973,100.0,97.14241174695766,93.81621945819442,17.14549224928527,70.64905637906507,3.4643494568365285,79.95497920239379,92.2000987891649,93.41025193835918,64.253979739508,72.36831694649058,79.8215329471143,34.34249274362349,68.04599645747211,35.54505300353357,60.22343520632196,40.083388957845486,38.53042733292506,3.3370704637339923,67.4905052463964,65.16799319822806,90.267036630734,94.47428571428571,95.07692307692308,88.23236713431977,99.89588607185271,81.06851152377739,62.88200723327305,81.23978685612788,44.3914590747331,87.36509248706304,51.09395283886313,76.95281212607522,42.46233354071542,76.05311504180922,79.21947429054396,74.92967664016302,98.02187451016373,12.32990152193375,90.00748044756202,41.478438331854484,68.12233963988216,32.30462251767998,92.37751152012902,92.20163261632618,96.33567538492571,99.0,96.59582246798513,98.26786081221535,90.60210844713313,73.53356655961309,62.51346835261474,100.00000000000001,63.19230769230769,99.0,90.7993706304632,81.62259970457902,71.7226102897742,48.73744371109967,7.393230002998125,23.862862378845367,99.0,67.26281588447655,98.20588250973617,66.56628313071062,82.87532414766422,60.79691904695835,52.64945512198397,75.42913381617187,77.02603086360934,68.04300463597401,49.258789555719446,93.27274847398093,83.01969299080572,65.651221709341,66.12523174070112,57.97822023424465,95.3021283978732,83.12538924887004,49.251270395483935,71.15816463955393
Germany,17,98.76685671789787,98.74952561669829,61.47580645161292,96.82830282038594,99.0,94.63876651982379,65.04753820033955,29.227507541247878,85.93604418949283,99.40202951340832,26.236733651167526,98.78113485630067,96.02771362586606,97.73381294964028,97.88345864661655,98.6834270592127,80.32894736842104,96.18927444794953,93.9815668202765,89.87859424920129,95.65054154755305,98.5794701986755,94.98734177215191,93.00038619979406,85.81771589693611,80.76315789473678,37.920308483290505,42.71573604060915,98.34506355388507,60.17760210054194,99.41653441150704,99.34249623741832,19.360501163363345,81.89380530973455,33.39858221610709,78.14404489375292,57.92291082428294,14.7956043956044,65.33187605880102,73.86492464053337,50.580750407830344,60.60576923076923,78.90417310664606,99.99999999999999,99.16803902172657,2.576553011534517,94.57636425995366,96.83794,98.64650549356836,92.2986114386314,100.0,100.00000000000001,94.18285168143558,16.316550250881605,66.47711129595145,2.6658496735709463,99.17788450479351,86.42297544597157,86.31177504728831,68.91027496382057,79.30212934745367,85.50524191168836,33.44511474382364,100.0,79.78021201413428,50.55736494844848,69.45333524985992,50.87548251361576,38.14465563785227,25.022260777966437,34.9183706841678,82.56016891927263,83.72571428571429,83.30769230769232,92.49512639417084,100.0,80.48377840071556,91.66003616636527,63.47957371225577,20.081850533807824,95.25807924609592,37.99665557477241,69.56866142799628,34.37325843308065,56.39223156946947,80.71518218824413,71.30794140054253,98.45893461926825,38.62354521038496,85.01198496846328,44.75877804537965,42.30541472284489,17.07876098963999,78.78165161633818,81.29439654396545,98.43076380017482,99.0,94.38728200262311,97.59439981734396,76.40851752189265,76.03874001799156,80.5357087164169,100.00000000000001,89.84615384615384,99.0,78.99817159740596,90.76218611521418,92.55402420727602,71.08130826637824,62.0253165367302,23.86286237884537,99.0,49.60722021660648,86.33072959540301,74.53961530448322,86.99544635630774,69.77794896784368,57.34718297336408,83.4434304607735,77.6248504830793,69.8954286112643,56.7702038481557,83.19785850422642,91.15973524031291,53.87861578535404,72.27640085460997,47.28873468158195,90.37881879262031,88.1737901839695,61.11534147971206,73.97643073991401
Djibouti,144,81.02342588001983,61.84629981024668,32.574193548387115,68.74319643740722,40.61538461538461,5.233480176211458,79.83870967741936,8.043073653871987,46.087493514898696,37.04787446576354,68.35233088311128,82.51215917464997,26.979214780600472,51.83453237410072,58.95338345864661,92.35196824346676,47.763157894736835,51.52996845425867,46.76267281105991,35.47603833865816,89.22441780153684,86.2317880794702,61.15189873417722,33.68421730175077,33.11085558912237,76.42105263157887,58.02570694087403,29.348223350253825,37.68144036114273,27.787816110139794,59.905652219333525,63.11754630737785,16.299055861251297,25.939823008849544,39.349644113576275,27.97331865204105,13.103594723061997,56.24505494505495,38.65173478749112,63.024784675466904,43.313213703099514,69.49038461538461,26.797836166924252,71.69268397626642,48.197199786446916,1.3004044570941313,47.11555016431823,1.0,68.05563101004384,40.52618440857024,48.34504022450656,11.902645076938546,92.5616260502921,17.757623656790297,49.388057516160636,7.515696528715842,7.170123317918046,79.23211504588652,97.85428703024247,30.739301997105656,35.031669716209855,56.753812881976486,8.926735274789571,44.41646236055245,1.0,1.1632567803585139,5.844961473727752,17.084731894463147,1.8035358950215872,67.6708761541312,47.57552213423322,56.327930085772095,44.9177142857143,72.32307692307693,57.14333194848359,95.71420308737517,68.56230389497236,68.67341772151899,83.80710479573712,97.23843416370107,98.61562777591739,52.89518281404483,87.185052362368,45.23066048568283,57.477421986420175,97.78353114359514,69.72041436596017,99.0,10.628200537153088,1.0,44.69603245024718,68.68329642806643,73.22746613056577,1.9356302822362856,1.0,71.2495293484838,69.554715746635,98.19863192437559,91.25050076880552,79.2,72.59830518334945,42.25422957955773,91.55498458376158,27.653846153846153,85.33870967741936,99.0,22.056868537666176,73.15403723551553,36.73439983567229,4.132393281216491,12.665713379969532,99.0,50.722310469314095,58.48130641288454,44.24519292800852,56.550662115231894,34.57309903964156,49.587168148903565,39.698236257534255,42.64173375213188,43.84732159317701,25.22398948492539,57.85624043152111,72.52331416308752,74.63564062626735,69.2830365116771,46.90169875221984,48.387701460346136,68.40614817199214,40.650963393234484,50.4667078177046
Dominica,39,97.63304412493802,90.6988614800759,49.34032258064518,92.41959426026719,84.67582417582418,82.42731277533039,55.63497453310696,7.118559407935714,41.48433307082804,48.437127385966036,61.33953668840837,96.63625644804716,38.63972286374134,73.75539568345323,98.7618045112782,97.93020178630499,37.25526315789473,80.88643533123029,80.9336405529954,67.54824281150161,79.59987858928179,95.62913907284768,72.43037974683544,55.16310504634398,49.96352373238198,73.98947368421048,56.75321336760927,34.27309644670052,93.68961813425611,70.4478495488617,95.96862507565918,59.84977847433483,17.954687586308324,34.2920353982301,37.03444509868447,35.16814970510917,18.7781366142781,54.46087912087912,70.01466110289573,61.864115900304526,41.37520391517129,72.98076923076924,31.857496136012355,95.70683411261825,76.44650098244729,1.3802588064482675,95.51883032440674,1.2574,68.61254527475771,39.262348759266885,100.0,90.64065171477422,93.23901202481382,15.079155848532213,41.12693020978514,5.187836712810754,49.24742281815445,54.64425954880071,97.50516324831628,37.048974587554284,41.29788552194201,70.71019662506393,29.690607413050145,33.46040865006841,1.0,5.114245617385848,13.552188187080969,24.24428511650158,2.1942811652991576,74.04092666163872,60.40912077387884,60.568125592790196,63.02057142857143,77.76923076923077,84.62347000735036,95.74248829707709,64.531401260308,76.35352622061484,78.77797513321491,73.28113879003558,95.83641120747578,53.9896618337161,89.9123918143133,44.812980225987374,61.287122720909224,95.02754955918427,70.01352568108405,99.0,12.89418084153984,1.0,54.534541767017366,66.9667450600145,5.347146012065977,44.81758429852342,44.2359440194402,45.72739191824111,98.09196668313052,97.87844387395668,89.00215614001839,76.3972602739726,73.34427427667865,55.940622643807444,97.04933196300104,60.653846153846146,85.05483870967741,99.0,69.29512555391435,75.07040185241149,36.59488006917515,12.375018698259703,23.094928622576052,99.0,55.68303249097473,79.22407606188636,59.19215778720836,70.00875134309752,51.464813959524655,55.42552090100538,54.0263883228493,74.73970489703005,46.57978180676623,31.441626020996758,67.1193092635308,80.31272144633758,71.12824024652176,69.23381402045203,31.96210820977446,66.15026615865838,78.08078575673275,45.34957197619713,60.074998890044675
Denmark,2,98.71777392166584,98.707779886148,98.20161290322582,96.82830282038594,96.67912087912087,95.94713656387665,69.4176570458404,25.35816958343002,92.13079188856298,98.14933247530028,23.228427283072904,98.78113485630067,93.96997690531178,97.2589928057554,98.24075187969925,98.7925901422428,83.80263157894737,97.12618296529969,95.80645161290323,90.5111821086262,97.00735278176114,93.88079470198676,97.49367088607595,94.55805870236873,95.98690898907984,88.57894736842103,70.75064267352187,52.26395939086296,98.14873420660194,72.53747367878384,99.39559244189903,93.58290444957814,51.37347098070958,78.68141592920352,65.95025150935047,81.00778950291533,41.407530845882505,14.034065934065936,74.26435253821379,78.49654364600957,61.40130505709625,91.70192307692308,96.85780525502318,99.99999999999999,99.57088091445634,1.7878962469608104,92.45451784809217,86.78934397,94.36844671445579,88.24054105354229,100.0,100.00000000000001,94.49293900455211,41.57742545025084,65.36520346379544,2.273040785272432,99.99999999999999,80.71217492850414,87.46824254155327,65.90159189580322,68.5648436685444,98.22562237463637,53.46633345185242,85.3999381316979,62.07915194346291,93.84611255935904,67.86419331913618,85.04957315849,36.56155051296947,23.270189386798812,47.46636503773138,93.93165668034534,91.08,98.3076923076923,94.60330446454252,100.0,76.9158277548202,33.969710669077756,59.43516873889875,13.035587188612098,96.77782900605305,31.635371930318968,67.32735131254563,48.881923132837,0.0,87.02753227732249,73.26089631938231,97.6031547693801,100.0,87.77553287193633,49.527443275446835,55.49230967362316,26.64717937402193,89.75990500087454,99.96432994329943,96.48710751025348,99.0,93.89412068887218,97.82804428825978,72.1875,91.30188194430181,84.76318564637606,100.00000000000001,99.99999999999999,99.0,95.98961331781406,91.2496307237814,95.49715455249071,81.87527588002185,69.4239122200729,23.93100481130038,99.0,68.47797833935014,98.54238890367988,74.71736731744875,90.87119002053909,75.78724039388048,69.4593325845553,80.45880382107248,84.01759111370075,67.1835853262104,65.32290298761345,94.43978299601254,76.37221072211013,45.29903304418078,89.47289584152122,54.860616298757066,95.82109262865994,92.78170104730239,68.54163425014904,77.82022383788681
Dominican Republic,76,98.97545860188399,93.61480075901328,31.935483870967754,83.92874814448292,88.48351648351648,88.5330396475771,56.139219015280126,19.470537229950054,18.912873720934414,43.530831361154995,63.91626220644986,92.50700073691968,55.10161662817552,77.0,92.30075187969925,96.60932848164076,50.368421052631575,87.7570977917981,40.147465437788014,66.15654952076679,50.03459895747838,99.56291390728475,81.20253164556962,55.54544284243048,53.51018881926341,75.11842105263155,43.87557840616967,35.88121827411169,89.656884342144,54.299706766763585,98.33981963747459,82.53630197726798,31.306090719266887,47.49203539823013,46.12230956672008,46.91912839891567,25.156175938672064,13.59890109890111,80.0431061806656,59.47828043176463,44.282218597063626,65.93653846153846,44.62905718701698,93.22547450663043,81.56501439377054,2.6628717605982737,94.81302903851586,41.01679,62.46001340404017,44.02527502457576,100.0,90.45147339837072,93.97568318347496,25.430827608717923,73.16650694053367,4.552366523605046,53.737122439475385,80.26187447577368,97.8104687220644,45.81713667149061,52.875425590084795,66.07771742161349,21.865493383927255,29.160320140083464,1.0,1.1032420896220687,5.624615354185222,21.731277947618157,2.033134895331122,81.66348809196872,55.41138073793085,38.554879887640794,60.19200000000001,61.01538461538462,90.70544245949314,82.58090945152945,70.22086072670888,84.73182640144664,79.83303730017762,79.97508896797153,92.61866056799202,53.9896618337161,88.35064149392016,45.71098594977643,59.7545061356647,95.08751362907249,69.92343347090177,98.999578790184,11.750850492390331,79.36234421651044,43.69210292812778,95.19383259911895,88.39904542532977,76.46718317032631,97.879824498245,56.84850063874134,86.0347169680134,98.38320583903662,80.85722081005235,33.429492537313436,30.449727919075194,44.12502841075222,87.79033915724564,26.38461538461538,76.29032258064515,98.63976050879215,75.65140324963073,74.55157066502903,48.44363160794059,4.466388477817622,12.382520754063172,99.0,65.26137184115525,74.84191441062167,57.86437847616824,67.80465443731524,57.98093919393945,51.32801699282507,59.96692401830444,77.4644960476409,58.31727162328965,28.56706700622804,53.25408816767514,82.05975975979453,71.46179746417408,68.94034409563714,76.66183129227173,83.12268622287255,62.816948122315125,45.91078253619533,61.6598291319292
Algeria,40,98.63187902825979,96.9022770398482,41.83548387096776,93.23602177140029,80.14285714285714,81.11894273127754,56.47538200339559,6.572475361186083,47.90293781579205,46.383544932041666,63.31887271041899,89.00515843773029,66.99076212471132,81.66906474820144,88.57894736842105,98.6834270592127,71.21052631578948,85.57097791798107,49.5,75.32907348242813,93.82050726141401,96.28476821192052,86.21518987341773,66.92353244078271,46.03066395896814,75.03157894736836,56.702313624678666,31.157360406091385,96.47506081371202,56.23662473345463,91.08439988273096,64.380837393364,22.026293386647062,36.56991150442478,43.59304752876743,37.40709176657931,24.088641748554114,21.105494505494505,59.71842405926361,15.014041821667519,42.66721044045678,76.91538461538462,34.43833075734157,91.9857957841285,86.66912798494667,4.345897237938306,94.09515483552865,46.6489,66.5818175640903,37.551926273429046,99.3996115500121,92.65191592074828,90.58044876952428,14.302022958713877,56.42048332942589,3.24907877913673,39.47789620828239,64.28489875715985,98.00179092307332,32.75085591895804,39.21446893800181,48.753068769831664,32.88313486979768,31.408012583672097,21.727031802120145,5.303921363680345,2.5379056438110577,21.92919969743434,2.064876159124513,77.33638312827908,67.37552213423322,87.19380104345764,61.43657142857144,75.55384615384615,64.17340449330479,80.61867832865175,64.58918391569547,82.4492766726944,79.30550621669627,78.56583629893238,94.4277831649205,52.770977736472354,92.04430154912097,44.26402810611199,62.617142096719135,91.88990527021016,70.79646383125312,97.03316854449709,14.14977618621307,55.34385180228037,32.86221320826467,34.48649408186935,68.89747569516845,39.42710445173646,49.46485554855549,85.27946614670881,77.16390394673095,98.69582223912606,97.37550014660007,90.47469026548673,63.670379151205715,41.98712247523471,99.59301130524153,32.730769230769226,90.12903225806451,99.0,55.73929098966026,75.84038736026686,38.28441001044198,5.538975708800079,37.744071779224775,99.0,53.15263537906137,79.12321331302525,59.39387930854617,74.04140306935983,52.429100973137146,41.643147699934765,61.12551709715164,74.23349979974964,47.62849612200544,31.131905615198413,74.72807287529174,72.9576358525866,71.99936788128194,68.46732845804335,47.89750869689571,70.00623046657157,74.65401831825297,46.74401857550564,60.972630213614565
Ecuador,98,95.6378284581061,88.292220113852,33.05322580645163,88.17417120237506,58.02197802197802,92.02202643171806,69.08149405772497,14.692402574404943,23.929614957487786,37.04787446576354,27.48649552993686,94.54974207811348,83.90993071593533,89.18705035971223,92.5984962406015,97.70095931194177,76.42105263157895,93.37854889589906,56.34331797235023,75.64536741214059,61.02349235453169,96.39403973509934,77.44303797468355,60.68151390319259,66.8307292213266,77.54999999999995,52.68123393316197,35.479187817258904,87.43064613104215,76.24575593999518,98.65123130302553,82.65760061432438,26.383279125395013,38.67256637168142,36.31893253738953,37.99243970294373,13.801685454152818,17.2978021978022,69.40570522979397,58.73083841315837,62.370309951060364,65.93653846153846,26.797836166924252,90.93520374345604,85.23137492792836,1.142216793611652,97.56404709788453,1.0,68.05563101004385,46.558175461453665,99.93230846423351,95.59911495524491,92.965312220915,21.910117547726266,51.724819191173566,3.0365344134986394,48.44847113975834,85.35132721478399,97.80334570992432,41.52757985528221,49.2268115040418,58.34671591313331,22.54438272778277,41.957908269599635,1.0,3.62580468224289,11.308438819411368,23.091772313298197,1.961325579555907,67.6708761541312,46.76852157158918,40.86529777061541,47.85942857142858,68.58461538461538,89.48208750119844,96.0539404815366,85.39266956499303,68.67341772151899,80.71225577264653,81.03202846975088,95.90959069275101,52.122263662679735,82.86026646500193,43.357700555564456,57.87998983519109,94.36004822266608,70.38241395999663,96.51232861955977,10.908863025962399,64.14730719968128,66.0044365572316,71.18480558428743,92.98415335276927,29.706529044805578,71.22166951669516,48.2518153701338,94.15717588918841,98.16399223999473,92.0045013375541,66.1342276070965,48.6185906563771,32.93469151703917,93.89516957862283,31.46153846153846,90.30645161290323,98.65003930728106,71.0572378138848,72.92793717157437,49.29839952767503,6.022054023833479,17.786782996367055,99.0,62.845342960288825,72.32775812613657,51.30700715517365,75.75398238573693,55.35045968666108,50.089838403379595,55.78380700491116,77.60171329702992,53.874127004066125,27.827574603074446,52.43644724221979,84.90052881731177,70.5534422076551,68.04091345704622,73.58017567349239,68.30023641216353,69.79903850638718,46.99051590163288,61.203615065752594
