country,sdg1_wpc,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg4_primary,sdg4_schlyrs,sdg4_literacy,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg6_safesan,Population using at least basic sanitation services (%),sdg6_safewat,sdg6_water,sdg6_freshwat,sdg6_scarcew,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg9_intuse,sdg9_mobuse,sdg9_infrqual,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg10_adjgini,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg6_wastewat,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg13_co2pc,sdg13_co2import,sdg13_ccvm,sdg13_co2export,sdg14_cpma,sdg14_biodiv,sdg14_cleanwat,sdg14_fish,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_prison,sdg16_safe,sdg16_goveff,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg17_govex,sdg17_govspd,sdg17_govrev,sdg17_cohaven,sdg1_oecdpov,sdg3_incomeg,sdg3_region,sdg3_smoke,sdg4_pisa,sdg4_resil,sdg4_science,sdg4_socioec,sdg4_tertiary,sdg5_paygap,sdg7_ren,sdg8_empop,sdg8_yneet,sdg9_netacc,sdg9_patents,sdg9_rdres,sdg9_womensci,sdg10_elder,sdg10_palma,sdg11_rentover,sdg12_mswrecycl,sdg13_ecr,sdg17_secrecy
Burundi,74.26454508880191,,57.5,6.09999990463257,5.4,1.5196,,712.0,24.2,71.7,118.0,0.405,21.58,181.39000000000001,32.7,59.6,27.4016,60.3,93.0,43.558,2.9,96.88817,3.0,79.55961,40.7,72.22222222222221,103.56543600196144,36.4,,50.46032,,55.93412,3.09,0.2105555251609259,7.0,2.10891962051392,,-9.059930698013227,50.0,7.10575866699219,1.55299997329712,5.17362677652886,8.793507331779,2.392444611,1.98495,0.0,0.0010167123759646532,0.12128,39.19036388397217,45.53410622,86.92066636704112,33.0,0.55,0.2,0.0,1.0820239044266287,0.5575302014811967,5.732362963570023,-10.397777633096181,0.044485376,0.06421976688468273,0.232,0.0,,,,,,,51.19,52.31,0.92,3.8380920409697548,0.288628625238422,4.03,77.73,43.0,3.0471309662,3.0703457993333334,75.2,22.0,26.3,0.0,13.44803376291016,,12.181571230927133,0.0,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,16.3369289011046,13.7,,,11.8,0.178,,42.0,10.2,21.4,137.0,0.556,16.12,84.47999999999999,21.3,73.3,74.7374,92.3,92.0,62.564,,86.16222,4.8,98.11131,18.599999999999994,,69.34892441725113,23.6,,65.20696,,86.45935,8.97,5.452258831391857,90.1879730224609,70.8567410707474,,-4.3449681815073085,80.0,,10.33899974823,50.3228178676892,66.5460745792868,3.698783398,,0.0,0.015012232189191194,0.07261,50.015512108802795,39.55602953,97.46240461022717,,0.5,2.0,19.4,0.8166668856156837,0.7087551343951943,,,0.933403237,1.1232925302742753,,0.0,0.242553066666667,97.12,63.66,23.58,26.8,33.7147612,7.08,,0.88,1.3572099298029736,4.688470294555207,8.84,282.7,,3.624771595,4.079188585,91.0,55.0,6.4,0.0,9.28585652727417,,18.420641708684588,0.0,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,0.08714188285153729,15.3,33.5,9.19999980926514,3.9,3.4599,0.7140411851086192,161.0,16.2,30.6,345.0,0.048,23.26,149.25,19.0,68.7,49.9048,89.0,81.0,51.267,4.6,92.78161,4.7,87.13246,17.400000000000006,67.27272727272727,91.2723723748785,20.3,,48.82545,,,0.61,0.1720768897857283,56.1,13.412880897522,1.890917075105533,-0.31958934985513443,0.0,21.6717834472656,0.216000005602837,32.3984517141849,50.759080011445,3.41007781,2.362919,0.0,0.007416397407242693,0.11827,30.746883153915405,29.03890178,71.7813623310767,70.0,,1.0,0.0,1.6407124356761618,0.5656202917475579,9.069850079623686,-92.72143222986168,0.437759998,0.16818513006041164,0.382,1.341866104879905,0.0,85.46,52.85,60.57,44.89448945,61.365151399999995,39.54,33.0,0.82,22.013731933414842,0.7051119907697934,1.84,99.05,55.00000000000001,3.0494091988000003,3.547857999666667,73.3,21.0,19.3,0.0,7.5776085788772605,,15.261108037621774,0.0,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,22.004507138679,7.9,31.7000007629395,5.19999980926514,11.4,1.6437,0.8559295309573164,596.0,23.9,79.7,203.0,1.792,22.39,163.81,28.1,57.3,108.8318,64.7,78.0,45.722,5.1,95.27402,6.1,80.57444,39.3,62.16216216216215,87.68186545771277,31.1,,38.83499,,65.27997,0.48,5.0895917861276185,56.8,17.5980925559998,0.9099306219516624,-3.2166340736746597,50.0,34.5907897949219,4.25400018692017,25.0,10.5057730453046,2.298566341,2.205693,0.0,0.028588873104781913,,47.667697072029114,66.42837013,61.45988230073772,42.0,0.77,0.9,0.0,0.9805202449629727,0.11655579253057086,9.496107253765251,-103.7885837418338,0.314928068,0.08920226052399002,0.06,256.99238137073894,,86.47,40.81,48.72,,7.944279100000001,36.31,63.63,0.84,2.840356873948665,0.32931620307469656,5.93,114.38,44.0,3.4829813482,4.214705149333333,66.1,25.0,47.0,0.0,7.322997384005131,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Canada,0.40968122859777995,2.5,2.58,0.7,29.4,3.9088,0.5745373084183353,7.0,3.2,4.9,5.2,0.091,9.8,2.88,5.8,82.2,9.7884,99.9,90.0,79.578,7.4,99.96224,13.1,,8.799999999999997,103.10077519379846,86.90677671211195,26.3,76.78399,,,,2.21,20.010367795244285,100.0,100.0,0.8488335858867481,-1.7222718485683262,100.0,99.7268829345703,,89.84,68.8126825201843,5.210396767,4.141614,77.39999999999999,1.5804927342988897,1.61548,35.00956594944,7.178847511,,61.0,,20.4,71.422,55.862585835835574,-15.345884050620258,61.68831799874844,-35.64687160139333,15.11715878,1.1794800108200683,0.029,11423.5207520627,30.0237596881988,93.19,94.27,29.92,43.96012923,30.942813200000003,25.66,20.56,0.97,8.614153514280387,8.37382511779504,1.68,113.02,84.0,4.6131336212,5.955911636333333,100.0,82.0,0.0,0.7495691032792832,16.10251624925903,0.263262,,0.0,14.2,15.400000000000006,11.0,14.0,523.6666666666666,38.71047435836814,11.086370407927898,8.769037232932474,56.265068,18.221153846,22.0253592107108,73.44167,13.155581,43.5,14.664662017591157,8.95959724098133,27.677355268665742,10.7,1.19,10.21,1.8954783,3.82,54.75
Central African Republic,77.7756093584194,58.6,40.7000007629395,7.40000009536743,7.5,0.8798,,882.0,42.3,123.6,407.0,1.684,23.58,159.74,31.8,52.5,105.7876,40.0,47.0,30.073,3.5,68.07992,4.2,36.35627,48.5,49.122807017543856,79.2186125811792,8.6,,25.087,,54.14386,0.07,0.376228136374737,12.3297252655029,2.01143026351929,,-14.152453492598102,0.0,13.745945930481,5.9520001411438,4.0,3.49959224057871,,,0.0,0.006289963851207749,0.0,56.15514516830444,46.46839936,42.87877258760273,25.0,0.5,0.3,0.0,0.9052031971344535,0.7315934589667745,,,0.066593111,0.05664240367247089,0.34,0.0,,,,,,,74.37,95.9,0.94,1.3475520502463054,0.47514413855911036,13.09,15.59,52.0,,,,23.0,28.5,0.0,4.95665849125885,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Chad,43.5735392052722,32.5,39.9000015258789,13.0,6.1,0.8447,,856.0,35.1,127.3,153.0,1.068,22.98,191.51,24.3,53.1,164.516,20.2,46.0,37.36,4.6,78.87818,2.3,30.79161,77.3,35.294117647058826,83.49305997965863,12.8,,9.54839,,42.5376,2.44,0.11489299080838797,8.01762580871582,3.56272459030151,,-6.572317003982975,50.0,21.7591934204102,5.88600015640259,5.0,9.22264490062406,1.820748448,2.074374,0.0,0.0007957077173200592,0.0,44.09500062465668,46.05858564,52.97101580127702,50.0,0.5,0.8,0.0,0.9052031971344536,0.7315934589667746,,,0.053777688,0.012321959197647024,0.158,,,,,,,,70.63,70.22,0.92,6.768618356282399,0.19231345989526036,9.02,37.99,50.0,2.6242632392000003,2.895496448,12.0,20.0,51.5,0.0,6.26716390764038,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Chile,0.439930113001285,3.7,1.79999995231628,0.300000011920929,28.0,6.8582,0.8502751931707168,22.0,5.4,8.3,16.0,0.056,11.5,18.560000000000002,11.6,80.5,46.581,99.8,93.0,71.264,6.3,92.90862,9.9,99.04828,16.599999999999994,98.00000000000001,67.96908807451616,15.8,85.47656,,98.1541,,5.5,2.013868268431306,100.0,96.5895470231771,1.128783016115943,-1.7435744040492487,100.0,74.3492431640625,,66.01,72.1082880312036,4.73211813,2.771319,32.8,0.37666067328451297,0.38444,53.302836418151855,20.94195715,100.0,56.00000000000001,,9.9,87.50994,50.022672335194855,-31.309517445984554,26.342119185749443,-12.849726994069604,4.687376624,-0.13180516621162397,0.037,189.71119536207752,18.4662792134615,95.25,93.76,46.32,40.1,2.3205713,35.66,38.68,0.76,8.600295852195881,2.2620285572853613,3.59,266.17,45.0,3.7464122774,4.9543937043333335,99.4,67.0,6.6,0.11259583101550123,12.53597783296387,,,0.0,16.1,21.60000000000001,2.5,29.8,443.0,14.624070917252057,34.824778124436484,16.894554971795387,22.475199,21.052631579,24.8825542739544,62.67903,17.971138,26.800000000000004,0.6993847483478841,1.10786280816978,16.172576424687886,16.3,2.47,23.43,,-0.07,61.6
China,0.41205902593462496,9.6,9.39999961853027,2.29999995231628,6.2,6.0298,0.8302847831611452,27.0,5.1,9.9,64.0,0.03,18.07,169.38,19.4,76.1,6.5024,99.9,99.0,70.015,5.1,,7.6,99.64229,4.299999999999997,91.13924050632912,80.8146238209414,24.2,,,,95.81803,29.86,1.5678417879916517,100.0,57.2089910507202,1.6275615314510408,3.059305845602666,80.0,80.229118347168,4.67500019073486,53.2,69.3664230005384,4.533333778,3.752359,72.36666666666666,0.30364459506214664,2.06558,41.87166392803192,58.37659937,90.01929255173931,72.0,1.02,4.4,16.128,25.462263173574907,-5.719038656870149,22.794880189420642,-12.525529670862388,7.543907641,-0.8177539405242609,0.336,20.573774532458174,18.7972296017241,80.13,34.82,45.4,8.609139086,60.002167099999994,52.05,41.57,0.75,5.041943983290979,0.7139244541730335,0.74,120.47,80.0,4.3284000398,4.550403912666667,,41.0,,0.1285229463376018,,,9.374282115908011,1.0,,,,,,,,,,,,,,,,,,,,,,,
Colombia,4.59203953196786,7.1,12.6999998092651,0.899999976158142,22.3,4.1918,1.1074987719804155,64.0,8.5,15.3,32.0,0.103,14.57,31.549999999999997,18.9,74.8,49.497,95.9,91.0,66.093,6.2,91.20001,7.6,98.53473,9.599999999999994,101.33333333333331,71.2017801975059,18.7,,,,,0.86,2.1824085591478672,97.790938,91.1885537207127,1.0752552795540837,-0.922359637506568,50.0,45.7592277526855,8.96000003814697,58.1364935728703,46.8705005089159,3.109356403,2.429151,25.78333333333333,0.12579794238098663,0.24177,55.30968904495239,17.99813938,95.46447850697903,59.0,0.95,5.3,12.243,2.5022883180705806,1.7193497605287391,26.190700815935408,32.87152709029056,1.759537174,0.47107121166886734,0.061,6557.048704317847,58.8678212555556,80.01,62.01,35.97,12.83642928,3.9890111,38.6,33.61,0.74,4.0233336857819975,2.308423157208709,26.5,237.75,42.0,2.7250399112,3.928168774,98.6,37.0,7.8,0.0,11.86070854984741,,13.214351914452141,0.0,,,,,,,,,,,,,,,,,,,,,,,
Comoros,21.402092166095,,32.0999984741211,11.1000003814697,7.8,1.3558,,335.0,32.8,73.3,35.0,0.128,22.65,146.9,28.6,63.5,67.17,82.2,91.0,45.294,4.0,80.85214,4.8,71.58127,54.3,66.07142857142858,71.61132731984723,6.1,,34.16604,,83.70119,1.17,,73.7643203735352,6.96882605552673,,-6.839607249556562,,21.694673538208,4.34100008010864,7.938322770803,0.0,,2.36412,0.0,0.00578179263223651,0.0,44.97552514076233,17.07934151,87.0039645647555,44.0,2.23,0.7,,1.082023904426629,0.5575302014811968,,,0.202814119,,,0.0,,87.87,44.36,37.36,24.00240024,,14.84,,0.77,3.3900458833411293,,7.6,18.39,72.0,,,87.3,27.0,22.0,0.0,11.61626305882324,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",70.5368503384024,,42.5999984741211,8.10000038146973,6.7,0.7715,0.9347564942625898,693.0,28.8,94.3,323.0,0.413,20.3,196.54000000000002,33.5,59.8,125.2448,80.1,77.0,43.909,4.3,,6.1,84.98951,54.0,49.38271604938272,97.10375012508455,8.9,,19.71369,,41.83799,0.09,0.46964493919391614,13.5,5.92789053916931,0.3088691420282782,-4.584230645791829,0.0,25.8256759643555,3.69400000572205,6.20997406030119,13.1832412487819,2.016732931,,0.0,0.0014326328592660603,0.07981,42.078399658203125,46.32237903,62.74225339753497,41.0,0.5,0.2,0.0,0.8244214485752529,0.27561420816912174,9.622661063378377,,0.063369191,0.05694458835101275,0.075,,,74.7,39.71,32.9,,,36.69,29.52,0.89,5.281821950489136,0.3085879479250059,13.36,26.6,45.0,2.9521805286000005,3.384902636333333,24.6,21.0,38.4,0.0,6.1321251540332,,8.774591161000817,0.0,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",50.78421073281349,28.2,21.2000007629395,8.19999980926514,9.6,0.8282,0.9240447367148455,442.0,20.5,54.1,378.0,1.208,17.82,168.93,26.7,64.7,114.0906,94.4,80.0,47.345,4.9,85.84186,6.3,80.91395,31.900000000000006,82.08955223880596,93.65944694813024,11.3,,15.00933,,,0.01,,43.160961151123,17.6470398902893,1.6120307075623634,-4.494895807396324,50.0,26.0927505493164,10.9469995498657,8.121949323466,23.4108838369502,,2.59596,0.0,0.01517805635428939,,52.575063705444336,53.0089847,82.58363636363637,53.0,0.53,2.5,0.18,0.9052031971344536,0.7315934589667745,8.650469431934857,,0.635369293,-0.41513830121021245,0.049,4830.4982639282425,,91.17,49.2,41.23,,8.0365053,72.12,100.0,0.98,2.2197850508317747,1.1596606197960462,10.08,27.53,47.0,,,95.9,21.0,23.3,0.0,8.510738235766599,,9.428703468489124,0.0,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,0.0,5.6,5.59999990463257,1.0,25.7,4.027,1.141938430065916,25.0,5.7,8.8,9.5,0.082,11.07,19.23,14.9,79.6,54.58,99.2,93.0,69.381,7.2,96.60978,8.7,99.1337,6.799999999999997,100.0,61.31376156409027,35.1,,97.14855,,,3.06,9.958759751849458,99.359291,95.9497567266226,0.6462481304524584,-0.5470151290887494,80.0,67.8383560180664,8.53299999237061,66.028712851114,108.048938561012,3.094289064,2.317628,18.5,0.07755378840065436,0.5769,50.667670369148254,20.11774831,99.1935569782878,75.0,1.36,7.5,3.8912,3.9002130741241077,3.165448604526713,12.606584517986807,-46.06421804618578,1.630951062,0.4493180497981728,0.058,0.0,54.8977542142857,93.7,69.62,45.16,25.46745325,16.3183243,45.33,,0.82,5.085748817770227,5.437991999541744,11.77,291.17,48.0,3.4100389002,4.803402265,99.6,59.0,4.1,0.0,16.24035218486694,,13.842890930142254,0.0,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,22.9784713902225,15.4,29.6000003814697,7.59999990463257,10.3,2.1339,0.9567259423123223,645.0,36.6,91.8,153.0,1.414,28.36,170.01999999999998,24.0,53.3,133.386,59.4,77.0,43.507,5.0,83.88588,5.0,53.02069,54.1,63.934426229508205,72.71355030957342,10.6,,29.93184,,,2.71,8.03165832629614,61.9,18.4508979320526,1.1690220969865983,0.5686475264554097,50.0,41.3309555053711,2.59999990463257,26.5272256146313,43.7237061791104,4.238089134064189,2.463248,0.0,0.007490741338202582,,46.43484950065613,23.53443788,70.18795275870929,35.0,0.48,0.8,0.6,0.6825570683376798,0.3550418645533738,,,0.490206046,-0.07355746796194233,0.056,152.33679759992344,,78.34,41.53,36.4,,4.2674958,77.66,87.41,0.89,14.129208740774832,0.24424677921161075,11.84,53.51,50.0,3.990805635757151,4.07616886722042,65.0,36.0,26.4,0.0,10.44565370076782,,15.247433036039947,0.0,,,,,,,,,,,,,,,,,,,,,,,
Croatia,0.811078597929021,2.5,2.58,0.7,24.4,6.7423,0.6734159712689088,8.0,2.9,4.7,12.0,0.004,17.06,43.4,9.2,78.0,9.3744,99.9,90.0,72.922,5.3,87.45562,11.2,99.72363,14.099999999999994,96.55172413793103,78.84267089456546,18.5,60.12735,,90.45175,,0.98,5.619569107386043,100.0,94.3747494369745,1.4246034472622522,-1.7890360991004965,80.0,86.1434555053711,10.7799997329712,72.6973060458944,77.2155323721627,4.709223747,2.989697,25.65,0.9626738408336527,0.85439,38.204774260520935,21.78040386,99.57222222222218,59.0,0.29,10.8,29.0376,16.937825866483337,11.690311817432075,23.194524921498047,53.49323457176578,3.973804906,0.2574403063492676,0.031,179.52884197361027,69.34342685,94.57,63.99,50.27,7.03929607,17.8888883,65.23,100.0,0.9,2.311028948173427,7.902681864691659,0.87,78.79,69.0,2.2868593930000003,3.6891270476666667,,49.0,0.0,0.0,12.40987463920898,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1.6315550523546802,2.5,7.0,2.40000009536743,24.6,2.9393,,39.0,2.4,5.5,6.9,0.343,16.4,33.51,7.6,79.1,45.0278,99.9,99.0,67.826,5.4,95.3591,11.8,99.87465,10.5,95.83333333333334,61.56341088095652,48.9,,,,95.17551,25.62,2.6555077909008387,100.0,87.2062727808952,1.5618485593746043,,80.0,,2.55399990081787,38.76586728,0.0,,2.3125,0.0,0.09103360392165133,0.42854,,17.98569778,85.8250554323725,8.0,0.81,,7.95,,-0.6906774178704571,17.32246883204792,-50.997703723619985,3.045210624,0.5168599644293961,0.093,,61.4584057366429,87.4,58.39,38.62,59.7359736,2.9040549999999996,74.32,,0.65,6.397706076404919,1.3811872756298416,4.72,505.5,51.0,,,100.0,47.0,,0.0,23.03155154302,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,0.0902188119158937,4.7,2.58,0.7,21.8,2.191,1.133026238659767,7.0,1.4,2.6,5.6,0.09,11.48,13.78,6.5,80.5,4.6978,97.4,90.0,78.148,6.1,97.36852,11.7,99.82099,,97.47899159663865,85.99060774273258,17.9,75.59955,,99.60259,,37.64,14.88876483278377,100.0,100.0,1.3773468911251723,-3.8724456568226415,80.0,88.7157592773438,10.7679996490479,75.9003601905124,96.6926335608378,4.718708992,3.0,39.3,0.8314496314496315,0.45585,35.537880659103394,18.28597332,100.0,49.0,2.07,16.3,14.9,29.64046546147173,23.210870978861916,48.02204751796788,170.48708441922832,5.260352041,1.936629569714821,0.047,0.00041094074779301614,47.94175015,94.01,60.07,45.89,66.63,,57.81,,0.98,2.363238317583124,10.914069753966976,1.29,46.94,77.0,3.8265259742,4.521258036,100.0,57.0,0.0,0.0,13.5060016842395,0.089666,,4.0,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,0.301113942663293,2.5,2.59999990463257,4.59999990463257,26.0,6.3173,0.521648813041298,4.0,1.6,3.2,5.0,0.008,15.58,29.99,6.5,78.8,10.2054,99.8,96.0,76.805,6.8,,12.3,,9.299999999999997,96.03174603174604,76.06522410013098,20.0,81.93362,,97.58015,,23.99,5.925841387565753,100.0,99.9900000002526,1.2790907782701597,0.03718637594984503,80.0,80.9922637939453,,76.4812013779572,80.390006660103,4.609691143,3.357148,32.1,1.5043991832208756,1.94865,30.24373948574066,21.40898739,99.90265093210193,70.0,,14.8,67.76,21.075333674185963,2.6117577735197006,31.91421902154683,26.56967197595377,9.165978376,-2.9625246854844898,0.022,1586.3205135213163,,,,,,,93.79,92.15,0.97,7.052398493281761,5.771859290443736,0.75,197.91,73.0,3.047480917,4.753858884,100.0,57.0,0.0,0.6526765542407515,11.57551490539063,0.134112,,0.0,6.4,32.599999999999994,3.460000000000008,18.2,490.6666666666667,24.92781416502404,20.658540484370363,18.820933765304968,22.971544,16.315711426,14.8285619496241,73.625,11.624346,60.88,3.565748688844159,7.11396887557642,32.24401829697396,4.2,0.89,11.55,0.8057280000000001,7.6,52.925
Denmark,0.376697734563025,2.5,2.58,0.7,19.7,6.222,0.388687058773947,6.0,3.2,4.4,6.1,0.061,11.59,9.94,3.4,80.6,4.1856,98.2,94.0,79.904,7.6,98.69361,12.7,,12.900000000000006,97.67441860465115,88.09206394632449,37.4,93.20517,,96.73556,,20.72,9.905515113804022,100.0,100.0,1.126219809417546,-1.1404779580344608,100.0,99.9173736572266,,96.9677852516645,123.571019648556,5.832118034,3.745903,58.13333333333333,2.3583695007064236,3.01387,28.747591376304626,11.02259277,100.0,65.0,,24.0,86.655903,4.347973404338992,24.803456760230866,45.40845796336382,-115.36424405317145,5.935712482,-1.8154403941680304,0.075,2259.006260337093,88.7225040230423,95.37,53.02,45.46,44.00882623,71.1792709,90.29,99.96,0.97,10.17266264434816,12.23709949808349,0.99,56.5,82.0,4.3245548728,5.822235743,100.0,88.0,0.0,0.3865546367494656,19.87411703758789,0.723387,,0.0,5.5,13.200000000000003,1.2999999999999972,17.0,504.3333333333333,27.509438903632965,15.868068467454258,10.422240937790553,38.169136,5.8360481128,33.1702771730605,74.2,8.1878567,5.969999999999999,51.79435920252563,14.9187744798345,27.81048884020266,3.2,0.89,18.01,1.6716491999999998,66.95,52.5
Djibouti,14.7847496861396,12.8,33.5,21.5,13.5,1.9256,,229.0,32.8,64.2,335.0,0.746,19.44,70.06,24.9,63.5,19.4152,87.4,75.0,46.727,4.4,59.06761,4.1,,51.8,,72.18151442863542,10.8,,51.37806,,76.92248,7.9,77.72278047891655,46.7273979187012,10.1561903953552,,,50.0,12.2738819122314,5.80999994277954,13.1349151074,11.2486774844986,,2.297812,0.0,0.004350903555324922,,,51.50224365,95.99267511975654,61.0,,1.2,0.0,1.0820239044266289,0.5575302014811967,17.56931675312473,-34.636652588840676,0.791961752,0.6182120056636815,0.334,0.0,0.0,89.85,52.41,46.73,,,0.95,0.0,0.82,0.0,1.9362960085321712,6.77,67.58,72.0,,,91.7,31.0,7.7,0.0,13.32225497824463,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,5.8,,,27.9,1.6962,,,24.0,34.0,7.8,0.101,,24.560000000000002,,,,100.0,96.0,56.558,,95.63788,7.9,,,,,25.0,,77.89276,,96.5,10.0,,100.0,91.8819196522236,,-3.8039848411406214,,,,67.03,40.7067973838435,,,0.0,0.10470065131963613,,,13.55936883,,,1.24,9.7,0.26,,-0.6906774178704571,,,1.864285911,,,0.0,0.0,77.81,62.12,25.27,,92.1330975,44.26,,0.67,1.0589688271943736,,8.4,301.32,,,,,57.0,,0.0,,,22.094241774691568,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,0.498979664694855,13.5,7.09999990463257,2.40000009536743,27.6,4.7611,1.1155976908464653,92.0,20.8,30.7,60.0,0.516,18.67,36.769999999999996,27.8,73.9,96.1016,97.7,85.0,62.334,5.6,86.09824,7.7,97.61406,13.200000000000003,105.33333333333334,68.43317793142457,26.8,,82.69698,,94.47707,43.73,6.377693739856115,98.470979,91.9439353048801,1.3653181411403734,0.8846939775641084,50.0,56.2391929626465,5.48600006103516,61.3281904077621,49.7710491266098,3.553068161,2.289697,0.0,0.0028266119599868193,,51.35617256164551,20.41796867,83.71272452493594,67.0,1.18,5.4,40.421,,-0.6906774178704571,15.935240364071067,-45.256408432886786,2.069986634,0.4786609675697733,0.051,0.1746109736335049,51.7337552,93.2,51.87,49.27,3.95039504,,74.59,97.86,0.73,9.83038537545204,1.494605995380616,17.39,242.2,35.0,2.7215379954,3.8708910939999996,88.0,29.0,12.8,0.0,6.38811047917725,,13.65013551124346,0.0,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,3.18862575383293,12.1,25.2000007629395,2.29999995231628,19.9,3.5755,1.0657912686690643,64.0,11.2,20.9,50.0,0.118,13.14,18.28,20.7,76.2,74.5986,96.3,83.0,61.655,5.8,91.34875,8.3,99.05711,7.599999999999994,97.6190476190476,68.15295351494827,38.0,,,,,3.74,2.2627671923954784,98.976067,98.0645842850208,1.5043078117003716,-2.869813264460022,80.0,51.2460174560547,4.84899997711182,54.0629247288864,46.933256547974,4.523515701,2.46921,0.0,0.06689627409541418,0.44148,50.4129022359848,12.84155358,96.31033788822833,72.0,1.13,4.6,0.0,5.890918438164917,1.4390122185293641,23.632371333247008,6.77355496922267,2.761702175,0.16316748858679087,0.07,3921.199654326483,60.187556325,92.86,68.23,40.91,28.17525811,5.9205257,29.14,70.93,0.69,3.565734343716894,2.0191896431925374,8.23,151.14,54.0,2.4086288214,3.333558559666667,94.0,32.0,4.9,0.03772892971326768,14.40795828089355,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",0.706267140529768,4.5,22.2999992370605,9.5,32.0,7.114,0.6592220355632419,33.0,12.8,22.8,14.0,0.007,23.51,79.79,13.3,70.9,50.9624,91.5,95.0,61.19,3.9,97.45082,7.1,92.02342,16.5,81.0126582278481,30.091436241205074,14.9,,,,98.3575,159.85,2.79029390546264,99.8,99.9900000002526,1.155792464221692,-2.8790366374879515,50.0,32.7843589782715,12.0790004730225,41.2480670885772,47.282670768552,4.02020216,3.07241,23.53333333333333,0.11293916779979442,0.72269,49.724891781806946,104.6666533,97.94201757286487,63.0,1.37,4.3,28.35,7.625860076811254,-0.585800493011584,,,2.198980246,-0.18828814587369758,0.086,144.34866721373626,56.0393205833333,89.49,52.13,45.45,27.35607457,34.528166399999996,39.64,28.49,0.91,1.029893610068139,0.34081538496105884,3.23,78.77,76.0,3.2771181104,3.619528611333333,99.4,32.0,7.0,0.01618670843507238,8.578593064692381,,12.519211097017063,0.0,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,1.16442897330685,12.3,14.0,2.0,24.6,2.7455,1.0713721670866052,54.0,7.5,15.0,60.0,0.062,14.24,52.3,19.0,73.5,70.2702,98.0,90.0,63.227,6.3,84.81446,6.5,97.94933,13.900000000000006,89.85507246376811,59.639394707947424,32.1,,91.12507,,93.01307,11.37,8.469272066832067,95.125416,82.6348930597305,1.0916062859074012,-2.810650886041467,80.0,30.3529472351074,4.51599979400635,28.997073045597,29.0833281584284,3.303022146,2.249288,0.0,0.004491922577537676,0.1302,49.18137788772583,37.0047886,93.72253738463587,72.0,1.13,4.8,1.0375,8.923723845068848,0.7438689589763232,13.109661667778406,4.501108407337435,1.000644623,0.5155712108674484,0.062,0.0,38.39816305,87.43,41.5,22.03,100.0,11.5416749,26.58,81.58,0.83,6.769504791515615,5.616619957065537,108.64,532.84,46.0,2.4809619428,3.409529447666667,98.5,33.0,8.9,0.0,10.22097286304626,,15.667032729246454,0.0,,,,,,,,,,,,,,,,,,,,,,,
