country,rank,sdg1_wpc,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg4_primary,sdg4_schlyrs,sdg4_literacy,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg6_safesan,Population using at least basic sanitation services (%),sdg6_safewat,sdg6_water,sdg6_freshwat,sdg6_scarcew,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg9_intuse,sdg9_mobuse,sdg9_infrqual,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg10_adjgini,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg6_wastewat,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg13_co2pc,sdg13_co2import,sdg13_ccvm,sdg13_co2export,sdg14_cpma,sdg14_biodiv,sdg14_cleanwat,sdg14_fish,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_prison,sdg16_safe,sdg16_goveff,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg17_govex,sdg17_govspd,sdg17_govrev,sdg17_cohaven,sdg1_oecdpov,sdg3_incomeg,sdg3_region,sdg3_smoke,sdg4_pisa,sdg4_resil,sdg4_science,sdg4_socioec,sdg4_tertiary,sdg5_paygap,sdg7_ren,sdg8_empop,sdg8_yneet,sdg9_netacc,sdg9_patents,sdg9_rdres,sdg9_womensci,sdg10_elder,sdg10_palma,sdg11_rentover,sdg12_mswrecycl,sdg13_ecr,sdg17_secrecy,sdg1_score,sdg2_score,sdg3_score,sdg4_score,sdg5_score,sdg6_score,sdg7_score,sdg8_score,sdg9_score,sdg10_score,sdg11_score,sdg12_score,sdg13_score,sdg14_score,sdg15_score,sdg16_score,sdg17_score,total_score
Ecuador,103,95.32814417499124,80.15845376980673,58.20517052706144,88.96916354068765,69.08149405772497,14.692402574404943,23.929614957487786,94.54974207811348,75.68,84.72699386503068,92.66197183098592,97.5564556331007,81.59849029475198,92.14749273811344,56.34331797235023,77.90178571428572,61.02349235453169,95.9569536423841,80.2,58.843827861489174,61.17647058823529,87.43064613104215,57.92500000000001,98.77940999175954,94.8169014084507,67.35371819960856,58.76949332370181,62.370309951060364,26.79671203193167,73.93002315513338,74.27892121834002,79.68846521545781,1.142216793611652,97.56404709788453,98.93820238462202,98.04483518312487,93.13098644009413,53.1160235274763,80.2,48.44847113975834,82.14916581297638,55.48115492794552,19.262809682298343,59.0252413974939,39.08100941311839,1.0,3.6258046822428893,11.244547994524558,40.86529777061541,90.04491301371193,96.0539404815366,83.28571428571429,80.71225577264653,83.4982206405694,1.0,95.90959069275101,52.122263662679735,82.86026646500193,43.357700555564456,93.0720174987824,70.38241395999663,14.184019370460051,96.42205042273108,60.58701729854801,82.74251497005989,63.05588993981084,32.51991388589881,71.18480558828757,92.98415335276927,29.8486,71.22070000000001,49.66101694915254,95.59547981596207,98.16399223999473,91.71132023249378,80.03054738390418,48.57142857142857,20.651441558485267,32.93469151703917,93.89516957862283,29.4625,90.30645161290323,98.52557988325499,54.05121934159373,5.017667130474116,40.14928121285504,99.0,32.134426229508186,60.98823529411762,72.3347663551402,39.778378378378385,35.86902654867257,21.35319067242902,38.31972980719719,42.939940224961866,16.690482089610924,67.33295118965644,21.858648681344107,31.692962836468904,39.96175469162331,79.29937500000001,2.0166686362163047,24.78516022521192,53.45805787270088,76.55070422535212,48.6315789473684,48.57802893309223,48.63270498339768,15.8455684870188,56.51220216606494,63.73128520224971,55.83938323786225,75.49813968241227,49.91342818320916,70.12867481449557,50.62862650176559,77.99316817229628,55.92806300138387,31.661802711977522,55.349193647778655,79.49064917851376,69.58471468180154,57.98121394779779,67.1790491725624,68.89795780102187,65.12101448201467,50.94607397019756,60.955941596853286
"Egypt, Arab Rep.",67,98.18669943913952,93.25962040745254,63.155173192622456,57.568283330832294,48.74363327674023,28.953054968674817,64.88121413020136,96.81134856300663,72.16,83.28450920245399,97.22535211267606,98.92597208374876,44.69590222861251,68.87318452835957,73.22350230414747,62.285714285714306,73.10253630707001,90.71192052980132,95.05,58.06356039932879,24.294117647058826,96.33517578895683,48.025,89.67415727398662,83.53521126760563,51.6197329634125,21.83911285212868,25.06362153344209,33.24731895171253,81.57122782042568,49.36941992812963,98.09851052309386,7.0784370210755565,97.21137117579723,99.79260408339647,99.98989795963544,94.59057103583677,53.075837021377396,50.5,28.894326893363765,56.17782914446573,42.56716168798651,19.398774792756463,49.31395108986524,57.73258910417021,26.09658886894076,5.438614012643015,17.7700289711039,42.55048982400959,2.518585566840329,97.79900681975252,71.71428571428571,76.49200710479573,84.55516014234875,29.0665,94.93331301014257,53.89770149624812,89.24544164200165,44.21489049698577,94.2996728516387,70.89371225852189,18.019370460048425,98.9050995566593,56.48017179775339,71.6437125748503,40.21410146173689,37.895586652314314,71.99669045555703,63.903846783999185,40.2436,29.205099999999998,86.57627118644069,98.01666999139545,98.86535314443927,96.27816219208414,89.43986394200462,76.85714285714286,41.15786396635455,38.89022373440784,99.3895169578623,29.4625,86.58064516129032,98.79646122580614,22.99082310591573,4.294386127076686,31.604024116090102,99.0,34.40655737704917,66.75882352941174,71.22448598130843,33.98108108108109,28.684955752212385,15.002492126254293,29.05188546857969,44.579800197485326,15.0607979833325,78.69698758536612,15.702947233231408,25.515689493487706,31.495197172185264,76.98593749999999,2.0943295304697243,24.24682296641627,67.37552213423322,77.24788732394366,58.58947368421052,63.77712477396021,51.248963956339026,17.322739480752013,52.852418772563134,66.29662840809434,59.42682988442061,71.21600063433998,45.80178307385096,52.150933240391,56.52039791717636,77.51900507802503,40.943146620813316,35.36548369623503,59.46261694405459,58.95225071870969,70.6553539784088,59.888118921524075,57.02235162103519,70.58139886445508,72.98359778188365,42.14833042432913,58.54478325979032
El Salvador,92,97.65910406597382,79.81368622671079,77.32241344438435,90.2775333328068,61.181663837011875,11.347385904278054,23.36748015630556,95.27929255711128,83.82,89.20628834355828,91.3943661971831,98.24738285144566,77.68404025880662,79.27491973704326,60.22119815668203,69.94642857142856,63.23547794630054,97.81456953642383,88.8625,61.48163528195393,70.88235294117648,77.89539348752689,43.075,97.34536657277258,86.83098591549295,59.99761762954137,50.50894596694814,52.84176182707994,34.26700828763577,90.54446988778004,52.000444354632066,91.53527836751098,1.4323542629316801,93.41471252332903,94.94515591629568,82.4576984323735,94.85938317798457,53.373795740954336,80.2,26.319034104504997,83.34535658377916,30.22139408802688,12.316991961601573,35.47616857174462,32.280789405135145,1.0,1.1688090073942978,4.021292355003844,43.88175636168066,67.01287463874468,93.28631176656411,83.28571428571429,80.71225577264653,82.79359430604983,2.027125,94.20298560097126,52.73179344078018,90.36613100273769,43.460482009817696,96.91400697703644,69.86973638158003,12.26634382566586,99.0,39.01503409671479,64.85928143712576,25.132846087704216,10.164693218514532,0.0,87.27012947645582,27.3142,81.7642,73.15254237288136,92.53655839805707,96.66069405352663,0.0,30.403130909854994,38.28571428571429,22.359342347009665,34.51683995681179,98.47379239465572,30.699999999999996,83.20967741935483,99.0,31.741856093961744,5.017667130474116,40.3327388737222,99.0,32.45901639344261,58.129411764705864,71.40953271028039,31.751351351351367,25.939823008849544,13.103594723061997,27.97331865204105,39.349644113576275,11.167498895908617,68.83525763235261,17.757623656790297,30.77603085383503,36.31101285476434,79.29937500000001,1.819095206703933,17.11668538095558,47.575522134233225,73.25070422535211,45.38947368421052,62.38074141048825,49.93263012977416,10.628200537153088,50.72231046931404,65.05906022970822,57.2183604835829,75.80239695326183,41.981204931717116,63.80291379428301,52.174484669117085,72.50496529586101,51.72087168963964,23.845102100981737,54.17397809041443,76.49141052537783,70.59998175182534,57.735657544287086,37.74033071941919,74.28563896489302,48.54983303482236,45.362914513494424,56.11688139983405
Equatorial Guinea,161,61.488763213286845,80.26188403273551,56.49827395428786,85.48017708177015,89.08319185059423,6.354122345297559,42.81364400158651,74.26823876197494,29.919999999999987,31.58282208588956,76.05633802816902,66.31667497507478,39.464773544212804,30.99331142027212,56.115207373271886,24.866071428571445,18.477264913851045,65.36092715231787,1.0,44.62114612112069,44.482352941176465,17.379331046956906,34.825,96.28650095415281,21.92957746478875,26.778945393131917,80.03855239943294,39.76019575856444,33.44093091379682,72.872216401273,73.3542283306688,38.209635734048824,1.0038025880644827,97.68910832832042,66.36180386996507,20.726291036580655,74.18201632954596,26.80084554363846,80.2,33.22470325335101,74.73135004146984,24.963961792810483,1.0978310701838538,24.537649343324727,9.112014797129781,1.0,1.230475781754331,7.229199403701552,48.45945825380479,57.373863287734295,44.442143036429776,44.71428571428572,90.70017761989342,61.654804270462634,2.2375,98.71512744006003,52.74255709660805,90.72396178692613,46.80980990862482,88.7695785527202,70.49472690368188,17.82760290556901,98.81319146208014,100.0,83.63173652694613,52.47205503009458,20.02798708288482,85.49144999991432,75.45964049557108,100.0,69.00309999999999,69.79661016949154,95.82650005406667,98.83947717948521,96.2964295599225,91.98819342298802,46.0,38.25124530462925,41.23487145621417,52.68756423432683,10.9,49.677419354838705,99.0,23.748892839818815,9.2098348484923,30.149253741350563,99.0,32.2967213114754,57.705882352941146,71.22448598130843,36.83513513513515,33.59115044247788,24.458085207581245,36.90000734801299,49.15302114290684,16.631826169053483,68.79337453587743,21.278333717781955,35.028858813314045,39.360686711888846,89.4365625,1.8976484836096916,20.03186544208326,56.218381300574876,66.46478873239437,58.01052631578947,66.05967450271248,60.4953163064403,17.322739480752013,53.13833935018046,46.89274226238112,60.081882211045304,45.25239013031102,38.653115288892764,47.4601291103591,45.54391747088176,45.63711123846841,48.2244073939437,21.52323544683387,57.64492443399621,53.14749163529057,71.69167920414505,58.64556786096066,69.51381152256849,86.69313748060867,58.44841370365772,43.04926415596843,50.929756174619186
Eritrea,171,55.24958698144649,49.64652620581578,15.362069154962214,32.27312916413261,94.12563667232598,1.951919201787917,44.45934567699434,62.6683861459101,61.379999999999995,66.80981595092025,89.61971830985915,94.17584745762711,37.97016534867004,32.87765632166335,46.76267281105991,44.01785714285714,71.81042273849309,27.990066225165563,92.575,22.181325107205197,28.176470588235293,16.049883384188917,21.625,83.13875986548499,16.859154929577485,36.27300268149134,76.39409100862251,36.53017944535074,35.10395581933982,5.451975698087023,73.66373222134517,1.0,1.3844416533191986,98.28067154238013,43.83036225051161,12.874390329645255,92.78713867237302,45.62884616954918,50.5,27.59640041885234,76.71063200468683,2.1862248978030725,1.0,28.287620378961257,26.5186200964362,1.0,1.0594976195689019,1.0,61.86450705924356,60.83080892286448,66.84578658786006,37.25714285714286,91.79040852575488,98.64768683274022,1.0,98.61562777591739,52.89518281404483,87.82147651527599,44.23550726458388,98.8074196050087,70.52337987874502,73.63196125907992,99.0,1.0,64.13473053892213,46.385640584694755,43.49623250807319,88.47463182810516,86.58826054628477,14.2066,1.0297,86.57627118644069,35.266292781835816,98.87245051692986,92.41461389427069,89.09193895776423,44.97142857142857,40.464637308595435,36.62303121941668,62.21109969167524,14.612499999999999,51.77096774193548,99.0,6.192820629954927,3.586178210227692,32.33411238408351,99.0,32.45901639344261,65.01176470588231,71.40953271028039,31.751351351351367,25.939823008849544,13.103594723061997,27.97331865204105,39.349644113576275,11.167498895908617,68.8352576323526,17.757623656790297,30.77603085383503,36.31101285476435,79.29937500000001,1.819095206703933,17.11668538095558,47.57552213423322,73.25070422535211,45.38947368421052,50.00126582278481,51.248963956339026,10.628200537153088,50.72231046931404,43.85430168744455,39.636437679336474,55.71694428912825,29.793440330388922,46.97833713947893,30.840682419210193,41.81237872733004,44.58715371694796,18.805694610423835,60.16822832293539,53.733751047663056,75.03640766923661,70.51819225599735,55.013249334346675,47.19026289704127,59.01780193167625,38.36708433871603,47.06186336738655
Estonia,138,98.47294435195116,96.70729583841198,96.81517230545865,95.94713666648238,66.89643463497453,10.99636066094305,52.31171201194332,98.56226971260132,97.46,98.39263803680981,96.97183098591549,98.19803090727817,67.25736879942487,89.03340467818376,89.19124423963133,82.0267857142857,92.33614043998996,99.34437086092716,92.575,81.1527653011068,63.117647058823536,90.32169572935402,92.575,99.93385002553734,84.92957746478872,75.82247922748707,70.4832276120289,44.12071778140294,82.380536783986,92.32959216573893,1.7981366577402582,95.08406060617337,1.8548217968957053,95.94078356857115,99.99999999999999,91.60263857288965,92.85338881320715,65.12678890256713,80.2,97.96278008960914,78.12594417936751,88.9121991464743,48.32033757730716,75.34952917689444,60.946523442843834,38.21831238779175,45.441738601688414,35.69195465881603,72.85712772055425,93.32088104654146,99.66629869471565,73.0,84.79182948490231,50.380782918149464,72.1587448,60.808443464800106,57.29887717222995,72.59148841384484,42.40632376180412,66.70230785216916,75.18748607811335,7.232445520581113,98.97456895277534,97.78086662264204,87.58383233532933,58.79965606190886,100.0,97.82061343602531,68.93843209280212,94.9609,93.6541,98.32203389830508,87.3813117411186,95.48596838820069,96.30556324384169,71.71727253624711,69.14285714285714,63.22670093617398,76.17702037903857,100.00000000000001,77.725,99.0,99.0,40.48000219974308,7.517122361582977,43.60574774120717,99.0,12.98360655737703,0.0,53.663551401869114,37.90540540540542,96.20353982300895,98.61039234406176,99.0,81.41998368641376,56.059089936656655,24.78386637280292,33.99351987529764,65.68668596237339,59.104496387165426,77.15781249999999,6.06707356712098,37.70741458283389,76.17891252444326,32.070422535211264,74.68421052631578,77.65144665461122,69.81340658647524,19.021486123545213,73.19566787003608,55.72827545466409,69.94568535303564,78.65814432601485,89.26544394312906,60.02797369170211,63.07809662558649,79.6123868153486,74.3677825868471,53.635618924201275,59.87058692736043,85.90965659896708,62.584450257458,53.42365890543683,85.15390009145129,93.96086280552488,83.58826824868429,52.75970803451386,71.69786036209018
Ethiopia,140,80.13752713540504,51.37036392129549,32.26034131864438,61.05727082954881,94.9660441426146,10.293504146159764,49.17333011086995,73.46573323507738,39.599999999999994,56.256901840490805,76.56338028169014,94.16350947158524,59.5708123652049,62.610953982571466,41.28801843317972,44.3125,66.002657408067,20.996688741721854,64.1125,24.312378175901287,30.117647058823536,78.80633889440574,10.9,41.72456510010564,58.05633802816901,15.83450573861533,77.9536374190801,63.66231647634584,35.86828831291625,1.0,61.81162007408078,46.47734852643194,1.4411002154799903,98.20284682789162,24.507886356318064,1.0,95.30120129490855,64.4008923835818,80.2,31.058444761989303,80.87394805636629,16.48580221581898,3.0340922072271055,39.617266455471366,28.211145821816025,1.0,1.422956516264029,15.031605692962554,61.819307372879564,68.22021910435451,85.03851156105412,43.42857142857143,95.30728241563055,97.94306049822065,1.0,99.0,53.112855661141786,90.95372608596958,45.220289590583384,98.83716553420783,70.54444082004841,63.084745762711854,98.99999986235663,30.04084739646666,53.0688622754491,43.16792777300086,47.16447793326157,71.26584749672227,93.334302023837,20.5723,16.84,74.83050847457628,96.38386061686997,98.94443216494128,92.28674231940217,84.16898245429712,64.0,50.64665828518853,48.11064030907714,1.0,33.175,50.387096774193544,99.0,28.927158237497714,4.294386127076686,21.193067352836117,99.0,30.836065573770487,60.088235294117624,70.66934579439256,34.51621621621622,31.02123893805309,21.50089103489794,32.92907910869078,49.00441218164403,13.676157459288556,67.81825849759059,16.78579949587152,29.601211751085394,36.41761355051015,76.9859375,1.7083673044781886,16.327689595857912,56.977939337307795,73.29718309859155,45.157894736842096,65.71952983725137,62.84769086547651,12.391942703670546,49.20693140794221,55.48679635458776,49.8534757448555,54.03808695876703,34.945335339635726,56.66501123196017,35.114457708114365,34.39872178677453,53.75868508392216,23.34570933156399,60.09146173610441,65.60170798280787,77.76927215957464,68.77165893659905,56.340377483122914,61.51422025127751,58.086124460239844,40.524308625070546,50.72929548146494
Fiji,84,98.58695028904143,93.08723663590457,88.41724116741263,71.52422916650218,51.769100169779286,12.444793180513658,37.96599788066059,97.03021370670596,80.96,83.89187116564418,91.52112676056338,98.29673479561316,16.547447879223583,68.40020639046018,90.33179723502305,59.33928571428572,76.79684456021135,98.6887417218543,93.8125,33.69068967270631,49.529411764705884,96.61850644205992,76.075,99.51511162554844,69.21126760563381,76.11180499597099,45.1021514162158,26.840130505709627,33.73333269797719,95.39424154346894,48.57383627790964,92.39415261695788,1.0171116462901721,97.44126742089458,99.99999999999999,35.87633289363757,95.01194589851578,57.711344371778765,64.36,39.62814505549175,76.91897774495335,47.86675579179202,22.128223884399578,51.70477365342494,32.16972097965394,1.0,7.777691954918986,6.235003937819949,56.890193978595526,94.78305978153794,96.81865189594127,80.2,63.65541740674955,88.07829181494662,4.861,95.45758800013921,54.301355821880534,90.53623351235433,48.69988983526673,96.2160354547821,70.03924221377919,16.964648910411622,98.99986473653797,21.600299149298134,61.76347305389223,66.88650042992262,45.41442411194833,75.10482356820667,65.00824705970265,8.1181,24.87286,46.30508474576271,96.87307568319324,96.61715970545546,96.51563797398283,77.01935805841563,73.5142857142857,55.68330657974633,53.31476808762153,89.66248715313465,32.68,79.59032258064515,99.0,20.68441961240339,3.211963282183403,67.08392078586317,99.0,32.45901639344261,60.088235294117624,71.40953271028039,31.751351351351367,25.939823008849544,13.103594723061997,27.97331865204105,39.34964411357628,11.167498895908617,68.8352576323526,17.757623656790297,30.77603085383503,36.31101285476435,76.9859375,1.819095206703933,17.11668538095558,47.575522134233225,73.25070422535211,45.38947368421052,65.71952983725136,62.84769086547651,10.628200537153088,50.72231046931404,65.52298334124202,59.20143303346216,70.7109406307498,48.71781218263073,57.22012243117656,53.344991743356914,62.161475612235904,50.950918480137204,28.398128220354746,58.51012396271938,84.38031037868264,71.93949532240192,58.5695983705328,55.96296122882844,54.557256026882285,72.99779623864798,48.1405228299528,58.435741744342025
Finland,2,98.91735041645481,96.70729583841198,96.81517230545865,95.94713666648238,65.21561969439728,14.686760377611957,62.10766162330652,99.0,97.68,98.84815950920246,98.40422535211268,98.65453639082752,92.48777857656363,98.09566580033633,93.52534562211981,92.3392857142857,95.62028797879029,99.8907284768212,91.3375,99.40431193749049,100.00000000000001,98.68192000198107,81.85,99.58046676470148,92.02816901408451,73.023880044428,78.57062582910167,68.83034257748777,79.1525120602719,90.30360607087218,83.11046075382097,96.84459931117506,1.3973704527384396,95.50486494563204,99.99999999999999,99.99999999999999,96.77708172618172,56.982057753980584,100.0,99.86023325464839,81.87831699295862,89.3821244443524,60.26576636160644,89.43689652517024,86.63823959881339,59.42244165170559,76.4369221549475,68.40452192990682,95.12692997561312,95.25151375639385,100.0,76.85714285714286,75.19076376554173,24.309608540925268,76.18554999999999,89.30448067001825,34.902632288032635,68.57025605634551,40.303290768246995,80.20249533834144,68.28457920162204,3.6368038740920103,98.99995005312282,58.145334535167834,72.9610778443114,64.73000859845227,98.28310010764262,94.62885462565852,18.368656103784275,74.0125,73.95309999999999,100.0,87.05250798731966,95.44826039852647,97.7669526709106,92.27553057364993,92.28571428571429,90.40050716276107,99.77257220436537,100.00000000000001,95.05,99.0,82.56732583134938,67.05245254205917,26.98720186440761,40.16832496868821,99.0,92.50819672131146,39.17647058823528,82.3457943925234,55.297297297297305,94.7433628318584,83.3966282810743,92.21556169037632,68.44086297057262,68.20220368046685,55.389360957115656,54.98440775131118,53.79522431259045,64.73600018988961,37.78124999999998,37.53514795165242,81.23043197839368,28.401728666456677,94.11971830985915,94.36842105263158,76.98010849909583,46.306626154744265,58.40286481647269,67.90613718411551,95.71277356888314,71.91327441761146,90.1239639786239,85.88887577762888,73.56847568444353,74.64270908493008,87.94037236937322,76.20863875067793,64.99413375118229,94.53835644603463,87.27219127815815,54.12680832055066,61.9053386567302,67.85283863583616,86.09327367716922,94.34651141430562,60.22282331185411,77.89527076656289
Former Yugoslav Republic of Macedonia (FYROM),54,94.55944959551816,94.29392303674038,92.85517209384159,91.14978020748595,64.87945670628184,15.834141396871145,47.45664060463499,98.6352247605011,82.06,91.33205521472392,96.97183098591549,98.98766201395813,49.357656362329266,60.28011771900321,85.0852534562212,76.42857142857142,90.6807796302548,99.8907284768212,78.9625,62.60756961982406,49.529411764705884,87.95919146764052,67.0,98.37239994340726,73.52112676056336,60.908372938216374,53.592312338788915,56.23327895595433,36.92396983897484,90.3166084595659,36.950625926754626,91.81088737842761,1.5011811068988166,96.4287307367172,99.99999999999999,61.10538034088017,94.43860813859986,65.70043144259569,50.5,75.26972250212353,17.134616777357067,73.7150188013446,23.234243247447917,50.070076148917124,42.54215757743851,1.0,11.906221492620812,11.286549063361399,52.49712170973801,63.701398917250984,98.23216033895972,55.00000000000001,81.94316163410302,78.2135231316726,2.1879999999999997,96.05100633971912,62.899724550161544,87.0300715811173,43.89846154699964,91.21056569019126,69.74642326702312,5.794188861985473,98.90417122280593,23.302479960080507,71.48562874251498,40.98589853826311,28.084391819160384,64.70922109520613,56.848483955003076,21.8494,86.17960000000001,96.64406779661016,94.83709828450107,95.8015238430564,97.77608635482979,78.24411641101072,71.71428571428572,50.28497828512287,47.20294368666764,99.69475847893115,33.175,76.82258064516128,99.0,35.30871583209811,3.5418837793587663,42.91411964840693,99.0,41.38524590163935,52.782352941176455,70.11420560747668,23.36756756756758,49.01061946902657,36.428327996974176,52.9074945580649,46.24019519172227,22.601264858651582,72.01922330478746,21.99664390712684,37.89218523878438,45.1640285882898,76.98593749999999,2.2434349419527884,25.267042834340888,65.61675324084004,74.41267605633803,75.37894736842104,81.77793851717902,66.26215763156183,14.14977618621307,51.437111913357356,67.97234774857876,67.74485234097598,74.53373456170885,57.56493668568591,63.25486285966209,50.874286206762704,69.38515809665171,48.61016409152507,34.89703953166037,67.42958171149901,74.67787444334743,73.75687234504787,55.96102504564377,47.569350685038025,79.06233798483352,72.65719439733435,46.44036623464423,61.51031491663691
France,7,98.84034609512427,96.70729583841198,96.81517230545865,95.94713666648238,66.22410865874363,23.201238352283134,93.06987062735752,98.6352247605011,95.04,97.63343558282209,98.02394366197183,98.4201146560319,89.64090582314881,95.99185904295979,91.92857142857143,96.16964285714286,94.648085458279,98.14238410596026,88.8625,91.13683282767505,76.70588235294117,98.18673343510838,85.15,99.39278207003431,98.36619718309859,67.20077780357558,74.24910908192011,63.98531810766722,80.38010992497365,89.47145319447428,64.13260426378912,95.48472449794114,1.8658493022827052,95.12931283939932,99.99999999999999,99.99999999999999,97.17864713543358,59.5045661350582,100.0,93.73674312828668,72.18881808326861,87.2845723605083,33.082464680976656,88.51580405099888,86.75524486663656,65.90987432675047,43.22948558611677,52.77849997187272,84.50612783248283,90.49883526437179,100.0,78.14285714285714,78.49662522202486,21.843416370106752,66.758275,95.14644794023738,41.31155907251694,65.37745814303848,38.127992110222095,89.12241105918227,69.07555321457028,4.595641646489105,98.89749337428715,79.85646379811826,81.22754491017966,36.00042992261392,48.078579117330456,79.63735442727537,70.75159286923936,81.7939,78.1606,81.54237288135593,93.74934775123558,94.28478877891612,97.78522003874896,86.21934755200672,73.0,54.191342600008106,78.55246664941264,100.00000000000001,76.4875,99.0,66.48081496690969,68.14615451104461,28.91319835389328,40.34560671673061,99.0,77.90163934426229,74.1176470588235,64.7663551401869,33.000000000000014,71.08849557522132,39.04080552715581,65.28231145156631,6.306648772652025,45.58255534849854,79.7463268577645,15.374809440135536,38.82344428364692,47.61979737536558,67.62906249999999,28.515868242710475,56.579105382528475,53.04029778097093,99.0,83.36842105263156,58.94349005424955,48.29202760637678,18.504476275738586,70.90830324909747,88.37099271969328,78.66080374145622,87.22725792688328,63.75379152252958,76.70954580680521,70.46033271755145,78.13836414389226,68.64556150093766,60.30184361364275,88.9581829617048,81.89629561536961,55.51364663778905,56.03911511405348,65.9253275074595,85.90620188230153,81.3018546452318,61.4626525661532,73.0925450497046
Gabon,49,96.02287351452149,88.95002611875327,71.34827543967683,84.17180624985194,77.31748726655348,6.74698044771198,25.85345753877263,77.98894620486367,52.35999999999999,64.60812883435582,37.521126760563384,80.60406281156531,70.2821710999281,72.6645772817612,51.78110599078341,47.84821428571428,48.81709723078258,88.30794701986754,56.6875,40.2080204749233,41.76470588235294,84.55859614698352,56.275000000000006,85.1183787587828,51.338028169014095,51.71301369863012,62.649740679396345,28.616639477977166,48.685828255709126,37.06604152685268,56.75062592675464,84.81519954897038,1.0045631056773792,97.4875729504293,89.10569370675536,72.87787245725374,92.78644814950859,56.705717299627366,80.2,56.23974799558815,29.06418537594888,49.424005618932064,33.43610217835177,28.10507637885068,25.9931477070633,1.0,2.169268008373395,14.434076674979844,50.869027838956725,64.29085696616973,94.11384672819653,24.142857142857146,92.6696269982238,72.9288256227758,1.0,98.71512744006003,52.74255709660805,92.72760873248549,44.285112690761686,93.0576982196405,71.44655231705121,13.464891041162227,97.92414914359276,98.61327817282942,51.25748502994011,58.94153052450558,42.67922497308934,52.34939008805326,58.717952527840836,61.5583,93.6739,94.96610169491527,97.67743505731534,97.74321073500177,91.00802657071685,74.26300168102543,11.285714285714288,45.27994131421189,45.166373121885485,89.41829393627955,29.4625,75.2258064516129,99.0,9.8036280416474,9.918042765341292,37.00095296499282,99.0,42.196721311475414,55.64117647058822,74.37028037383179,40.93783783783785,47.49203539823013,31.47192622483188,51.22538997632806,43.95709933978874,21.324352517993816,66.29914638430299,20.888647036736035,43.381536092619406,50.72940191885181,85.3665625,2.1781025541024777,21.883074407491637,64.39510058991951,70.41549295774648,68.08421052631579,81.77793851717902,70.79411806920129,18.445389435989256,59.2141516245487,69.10979741299846,59.06467217688669,58.964288150571726,52.677847295367364,52.12331368186415,46.68711875919907,68.91466533756343,52.7200981137726,29.85313787436952,63.122910441006326,66.08137483860061,74.98042523573088,58.8677360314872,60.4264768860431,89.12378949744648,62.23440637349404,42.98735507930604,57.38797648359675
