Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_trophic,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_scarcew,sdg6_wastewat,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy
Azerbaijan,0.0,0.0,,2.5,18.0,3.1,19.9,3.0046999999999997,0.7906379266930976,,2.23893497347182,25.0,11.8,23.0,67.0,0.08,22.2,64.0,10.0,73.1,52.612,99.8,95.0,68.656,5.152279478455277,,,,93.7475,88.45454,99.94048,,,,,,,21.5,94.54545454545455,90.74892928034805,16.8,,,84.3778721395599,89.3490808342493,53.13,5.4991288398928315,10.99,,,100.0,95.54,1.3221263013691575,,-3.234508240511733,4.464912203232378,28.5712032318115,5.03700017929077,0.11295929778575196,,,79.0,56.7786972,2.714286,10.43,0.049386265374212784,,,,,,38.7512743473053,,,19.929,92.69900990099018,66.52977952050944,,,6.7,9.606300932057906,0.5032402649937034,11.922423861120794,-68.32468319225538,,4.051257247020578,-0.12785104693380767,4834.444355919164,,22.45304,,,,39.4243,24.52211,0.91001,0.0012308932590605226,1.1609710216993303,2.1412517481827824,0.19364248637982068,74.72510856823126,4.788079421,93.6,25.0,6.5,0.0,59.73,,4.30227234,,34.18370724531077,0,
Burundi,76.85,93.14,,,55.9,5.1,5.4,1.5195999999999998,,,,712.0,22.1,61.2,114.0,0.29,22.9,180.0,32.7,60.1,27.4016,85.1,90.0,45.077,3.7752830364227417,,,,96.63138,40.68347,79.55961,,,,,,,39.3,72.97297297297297,103.62901279717933,36.4,,,55.9341198142855,50.4603170659462,3.09,0.2105555251609259,0.0,,,7.58847713470459,0.849999999999995,,,-9.878726672466511,39.95421544047904,7.10575866699219,1.51699995994568,0.02218906732459367,,,5.59467076841764,12.57910697,1.952865,0.0,0.0010167123759646534,0.0,,,,,39.19036388397217,,,38.896,86.92066636704112,39.427874858808245,,0.55,0.5,1.0820239044266287,0.5575302014811967,5.732362963570023,-10.397777633096181,,0.041143594279691116,0.06421976688468273,0.0,,,,,,51.18583,52.31314,0.92126,0.1659738232635353,0.288628625238422,6.020521996892045,0.5001481188900958,65.72054255523003,3.0703457993333334,75.2,17.0,26.3,0.0,55.26,,9.64857677,,14.545259016393441,0,
Belgium,0.24,0.3,9.700000000000001,2.5,2.58,0.7,22.1,6.9848,,77.24716206647666,2.40217834725424,7.0,2.1,3.8,9.8,0.097,11.4,16.0,7.1,81.2,5.1082,,96.0,93.479,6.892171718946692,2.799999999999997,27.6,18.9,98.29369,94.40424,,99.74212646484375,45.725086,502.6666666666667,19.257569763630052,19.78307379622205,27.20840038481245,89.9,97.47899159663865,81.76069355237874,38.0,3.7,83.20000000000002,100.0,99.4860606074059,56.48,15.697994239270077,83.79,98.3666666666667,97.1001865156195,100.0,100.0,1.4259967549018158,9.20164053078148,-0.7867132063636394,2.0268924667441137,98.6383209228516,6.45900011062622,1.7657428337946448,63.125,13.241013,87.6796808175598,75.14676268,3.984249,63.03333333333333,1.4433133460329155,2.48617005348206,11.5435477984586,39.71862004936242,30.342399999999998,26.047697455781588,29.835501313209534,0.92,8.200000000000001,12.887,100.0,54.96979390750803,9.92,1.33,21.2,11.228399715356831,30.061674222328477,40.85662762233354,148.2825228182045,0.7603175678404825,8.566363210806752,0.7482309499087041,3823.5996820664163,7.63,88.32943,31.18,,97.08711,80.77243,91.92838,0.98557,0.00023006006732572668,11.50466421761343,1.948982719610487,0.274604329634346,64.76928758783995,5.842698256333333,100.0,75.0,0.0,0.16798876155185216,13.16,97.39598190635314,13.276,0.445322,,2,44.000000000000014
Benin,46.02,70.01,,10.4,34.0,4.5,9.6,1.4559000000000002,0.8505371244782944,,2.10377714512712,405.0,32.7,98.3,58.0,0.37,19.6,205.0,27.7,61.1,88.1498,77.2,74.0,50.6,5.819827067969204,,,,97.03366,45.8472,52.49247,,,,,,,24.5,69.76744186046511,94.20506966165915,7.2,,,67.0172867018849,13.9301122458203,0.71,7.127040524458118,0.0168,,,41.4026145935059,6.44,16.36869167542179,,-4.170752269330283,5.458588238504153,38.4892234802246,2.39499998092651,0.03996300136782756,,,14.119012325245,12.04507068,2.496995,0.0,0.015387731278152971,0.0,,,,,50.14486610889435,,,39.0,56.6334307350312,48.40182477903998,,0.54,0.7,0.8166668856156837,0.7087551343951943,13.735407616513287,-23.734314938100695,,0.5049530467248047,0.1862268639944818,0.0016209794764672051,,,16.67,,1.4741024,77.38324,,0.90994,0.19302635008660235,0.6397027803319973,6.182763480535842,0.7489866821077013,50.42976401945951,3.8766074973333335,84.8,40.0,52.5,0.0,30.16,,5.16025423,,16.734820185230213,0,
Burkina Faso,37.38,71.32,,21.3,27.3,7.6,5.6,1.1814,0.8801107921878961,,2.10490362029084,371.0,25.4,81.2,49.0,0.23,21.7,206.0,30.7,60.3,106.5448,79.8,88.0,51.072,4.927236122738343,,,,76.42373,37.00928,50.0963,,,,,,,45.0,50.0,77.20965198763598,11.0,,,53.85759551611,22.5320811837064,9.49,7.140024888023989,0.0,,,19.1647129058838,8.93000000000001,,,-4.469314767111307,4.522911071369857,43.1599922180176,6.22700023651123,0.058791877101100225,,,15.8762069118956,28.81935555,2.430736,0.0,0.011895036439409081,0.221829995512962,,,,,35.2824866771698,,,42.936,75.8497360639293,48.51478924609802,,0.51,0.6,0.8166668856156837,0.7087551343951944,20.859568860713715,-89.69001849617828,,0.13353760475260873,0.13468460453638598,0.0,,,,,,71.83337,62.97952,0.98912,,0.7431231523308711,0.3699486003353612,0.44419406150583246,61.90731024249744,3.472895930254044,76.9,41.0,39.2,0.0,23.33,,5.70430007,,19.182460832996696,0,
Bangladesh,7.24,37.91,,15.2,36.1,14.3,3.6,4.6289,0.8137242132587484,,2.16391342513853,176.0,18.4,32.4,221.0,0.01,21.6,149.0,12.8,72.7,84.4078,49.8,94.0,59.761,4.4992168298553405,,,,90.50189,77.58315,92.95076,,,,,,,72.5,77.61194029850746,41.58208840790137,20.3,,,97.3271424809628,46.9245932298846,3.79,4.072044305526632,0.0,,,75.92,17.72,1.2772145274049873,,-0.3352781477979905,3.6727889172778307,50.0469131469727,4.38399982452393,0.06872206186271149,,,18.02,30.71669611,2.38868,5.5,0.015624888770626068,,,,,,35.884034633636475,,,60.846,37.94739546027427,76.04889815172689,,0.43,0.9,0.8947606162052332,0.35146280828605003,,,,0.4878750470385187,0.06437292063695754,0.14887039262006024,,25.85149,23.67,1.7001700170017,15.6486235,48.02492,20.76084,0.76176,0.0323975580619235,0.1813944870207219,2.503087979305523,0.7584159267918358,70.43907855673879,3.7673860393333336,20.2,26.0,4.3,0.0,48.62,,2.36899639,,10.209572719473238,0,
Bulgaria,1.33,2.17,,3.0,8.8,3.2,25.0,4.8178,0.7548671852324094,,2.34809087826382,11.0,3.7,7.5,24.0,0.03,23.6,62.0,7.6,74.8,40.2932,99.8,92.0,77.661,5.096902090651492,,,,91.20163,47.55045,97.86505,,,,,,,63.4,100.84745762711864,80.26620820033628,23.8,,,99.2556350774102,85.9811123144257,41.85,7.236907743935899,57.17117,,,100.0,88.65,0.9455011376721636,,0.5710724610163392,4.464942239100777,72.2040328979492,4.91900014877319,0.4447646662408047,,,63.4101013837926,91.57591899,2.762986,14.35,0.3587887755356732,0.780059993267059,,,,,41.060373187065125,,,19.149,99.28386561749747,58.386990611365185,,1.28,11.1,98.15253382085042,-31.037553946444294,19.957012615610036,-200.26053146778915,,5.777190585871628,0.7879904230873409,15.800635096281232,,99.41289,41.91,,20.6029217,95.55378,98.628,0.94136,4.525222118845185e-05,3.456042123952163,1.1360420127971627,0.07991831177671886,58.73057912397579,3.402092536,100.0,42.0,,0.5857799999463623,35.22,,8.11280362,,32.086428343779886,0,
Bahrain,,,,1.17,2.58,0.7,29.8,,0.8051872296191614,,,15.0,3.1,7.3,12.0,0.04,11.3,40.0,7.1,79.1,13.493,99.7,97.0,81.5,6.227320474105765,,,,97.4126,97.27845,94.14007,,,,,,,61.6,97.89473684210527,50.79098773764349,7.5,,,100.0,100.0,205.78,111.95352170611315,72.68,,,100.0,100.0,1.1227913646824443,,-0.6321155123746023,,82.6128463745117,1.18799996376038,1.2450216059481232,,,95.8781357543453,145.9992871,2.72488,14.2,0.1477717410752815,0.101159997284412,,,,,,,,70.816,,72.71985562980186,,1.1,15.5,25.65622254471509,-1.814630403587477,21.660385366826883,60.32486913309321,,15.857746193263825,-2.3655930366661124,15853.699045925954,,36.60741,63.45,,11.7220198,27.45556,,0.84635,,5.672092829149804,0.5237964467145616,0.275,59.911079755079754,5.319867611333333,,36.0,4.6,0.0,60.85,,6.08107726,,,1,
"Bahamas, The",1.88,3.75,,1.17,2.58,0.7,31.6,9.3386,,,2.33642135367016,80.0,4.0,7.2,15.0,0.38,15.5,20.0,11.0,75.7,27.9514,99.6,90.0,69.541,,,,,88.19669,96.67644,,,,,,,,82.8,109.52380952380953,85.54542430845386,12.8,,,97.7917497324879,92.0111967652279,0.0,18.245109168405865,,,,100.0,100.0,,,-3.445604989224689,,,12.326000213623,0.48052833451578575,,,85.0,81.64512939,2.408433,0.0,0.036806805169311306,,,,,,,,,17.368,,,,3.25,13.2,,-0.690677417870457,,,,6.492311467364633,3.797636947232961,,,28.32641,61.37,29.1,,24.71613,,0.70231,0.18014597367021898,8.929056365220774,28.400557367334855,0.5715282623866015,,,,65.0,,0.0,,,,,,0,
Bosnia and Herzegovina,0.07,0.24,,2.5,8.9,2.3,17.9,5.1917,0.8596449763626174,,2.24739225200162,11.0,4.0,5.7,27.0,0.001,17.8,80.0,16.6,77.3,10.4266,99.9,69.0,76.56,5.887400970287538,,,,,,99.66243,,,,,,,21.9,78.89908256880733,59.93128889588424,21.4,,,97.6601861252389,94.7820992357338,1.43,,0.0,,,100.0,63.38,1.285394192922591,,-0.20910689087395434,3.422193760620262,58.8434982299805,26.0559997558594,0.13898128037948634,,,69.4911524225288,43.3537676,2.421053,0.0,0.14459101641939753,0.215979993343353,,,,,33.818262815475464,,,27.748,96.12034334763949,49.41791827315541,,,6.5,,-10.85223188504403,16.458760765384564,-19.19166092912212,,6.255658527486226,0.2086527103568141,0.3463493578456889,,0.0,40.98,,,11.98529,40.0,0.90362,0.0,3.8040723774171608,1.2753632191936157,0.15054945054945054,67.0951247473236,3.108610312,99.5,38.0,5.3,0.08554278465145734,27.37,,,,38.14608229483057,0,
Belarus,0.04,0.08,,2.5,4.5,2.2,24.5,3.2075,0.9155510282588781,,2.31231974080869,4.0,1.5,3.7,37.0,0.27,23.7,61.0,12.6,74.2,17.9796,99.8,97.0,83.564,5.233770036158592,,,,95.70099,102.56073,99.82321,,,,,,,74.2,98.38709677419354,82.69616564801478,34.5,,,98.0055556034675,94.2539798637126,4.54,4.012020968100802,79.74447,,,100.0,98.18,1.6427228542817658,,-3.408165296543532,10.877024267766775,81.1558837890625,0.472000002861023,0.016653522389940917,,,74.4364454136036,76.22806664,2.440539,14.35,0.09880757912253975,,,,,,32.53888189792633,,,18.766,96.20817566431086,59.39299967147073,,0.78,7.6,9.871867123372494,1.5624103321566492,,,,6.4345706485266625,-0.07074232924688584,550.1877589159886,,,,,,49.07092,52.90666,0.97009,0.0,0.45926565851061296,3.584663586175471,0.14303465878559915,53.86457529854205,,100.0,44.0,1.4,1.379333944352219,52.59,,8.5988841,,29.621020122814855,0,
Belize,11.54,24.22,,6.5,15.0,1.8,24.1,3.1646,,,2.27091907622982,28.0,8.8,14.2,36.0,0.93,22.1,69.0,21.3,70.5,64.7226,96.8,88.0,66.126,5.955646639073946,,,,96.10654,66.92298,,,,,,,,65.9,100.96153846153845,66.01737759083996,9.4,,,97.1288036440121,87.157202303199,0.69,8.384327307011382,2.2801,,,92.2143173217773,85.43,,,-4.635018824558553,,48.2092514038086,9.2480001449585,0.3345998855749857,,,47.0826258036364,47.94905533,,0.0,0.014988254658622061,,,,,,,,,23.012,93.37651069169442,49.14676048601258,,2.87,6.0,,-0.43968981620190994,15.302367577937726,-128.7330806620605,,1.782239735770696,0.5848054343521101,799.4081251347861,,27.72712,66.15,,78.1628153,45.96152,18.32164,0.74192,0.8330572864157089,5.940810988859162,37.59916780508591,0.5690200210748156,50.17017277024938,3.6490803333333335,95.7,,3.2,0.0,24.55,,10.84644687,,26.779642645710023,0,
Bolivia,4.87,11.67,,19.8,16.1,2.0,20.2,2.0924,0.6496616816289545,,2.25762824358057,206.0,18.5,34.9,111.0,0.14,17.2,64.0,23.3,71.5,69.0318,89.8,83.0,61.039,5.915734156836466,,,,91.88525,84.05027,99.39917,,,,,,,42.8,84.5360824742268,69.20476531703937,53.1,,,92.8816263578936,52.6140267297645,0.53,0.45894471230787,3.509,,,93.0391311645508,64.0,2.088040131782857,,-1.1255338772503323,2.1292724864073715,54.4050559997559,3.18700003623962,0.11462716880673006,,,43.8322760674661,76.48759456,2.152436,0.0,0.008734481141511269,0.157000005245209,,,,,45.749783515930176,,,21.569,89.60158991644437,68.19551134442077,,0.33,3.3,2.531076247059971,0.8194300489285988,43.428166687314175,-42.65232395245735,,1.5613688686192595,-0.13222561105602249,3121.685514710261,,,,,,56.2341,73.77323,0.87042,0.38989747040863265,1.1358446777141047,6.300191217232209,0.5998254146402294,46.1169211205721,2.9436918082515806,75.8,29.0,26.4,0.0,32.45,,11.02883921,,23.26560610143026,0,
Brazil,4.32,11.19,,2.5,7.1,1.6,22.1,4.1808000000000005,0.555672485123712,,2.37007425075982,44.0,8.5,14.8,44.0,0.24,16.6,30.0,22.6,75.1,62.6774,99.1,89.0,70.021,6.190921880049722,,,,95.47144,71.75012,98.96375,,,,,,,89.3,103.89610389610388,71.21773665383088,10.7,,,97.4979425710048,86.1483520518868,1.32,0.5357822429216966,17.5,,,100.0,95.59,0.7939825230011786,,-4.6598050057964935,1.7923748144931844,70.0439453125,12.0410003662109,0.12101855447269684,,,67.47,90.23684642,2.926983,38.983333333333334,0.2581548778534792,1.2754100561142,,,,,53.924840688705444,,,12.707,98.98491938540008,48.00507094092721,,1.03,7.4,7.989556131132299,0.14782812447583654,52.64966440989262,-9.241695002932463,,2.138183838686743,0.37800499185788183,658.9031124253852,,66.08945,58.96,33.7466253374663,17.4910436,47.57989,15.56543,0.90067,0.42043037947940043,0.9249779184908006,29.527956498051683,0.40242902277656073,33.6048887702573,4.281846841,96.4,35.0,6.6,0.0266617894385848,31.2,,10.05104678,,27.15648820790485,0,
Barbados,2.47,6.29,,3.7,7.7,6.8,23.1,2.8489,,,2.38005231803786,27.0,8.1,12.4,0.0,0.57,16.2,31.0,5.5,75.6,39.1876,99.0,90.0,74.626,,,,,89.17957,100.75071,99.9,,,,,,,70.0,101.92307692307692,88.98905179912036,20.0,,,98.1311678295455,96.4561016902695,87.5,20.00319464068882,,,,100.0,99.44,,,-2.630159848000145,2.745566745437896,,9.52799987792969,0.7651062886085366,,,81.7607783931079,45.44710012,,0.0,0.1698269449395781,,,,,,,,,23.08,,,,4.75,13.7,,-0.6906774178704571,33.92775807314212,167.11080634646132,,4.386026470546955,1.7409695808286818,413.2093470989574,,0.0,62.26,52.2,,2.07333,,0.91333,,12.058573284827576,10.90715896656428,0.549266247379455,,4.736904254575975,98.7,68.0,1.9,0.0,,,9.81497638,,,2,
Brunei Darussalam,,,,2.6,19.7,2.9,14.1,0.8442000000000001,,,2.43065157354387,23.0,4.7,10.5,64.0,0.071,16.6,13.0,8.0,76.4,10.9406,100.0,97.0,76.519,,,,,93.79535,102.33254,99.36677,,,,,,,,98.9010989010989,79.20396828867557,9.1,,,99.513212,96.3304052166744,1.88,5.268040744422554,,,,100.0,100.0,1.514059856336687,,-3.3781021372381246,10.928052527983256,,7.10500001907349,1.4803093690661808,,,94.8666916411293,126.6432935,2.460946,0.0,0.5125284738041003,0.0370099991559982,,,,,,,,5.903,99.6,,,0.87,18.3,1.3921040628509644,0.38415082198393546,,,,25.75638711140937,-9.829616118666802,82454.2773903832,,60.9419,57.09,,33.292779,62.87633,50.0,0.82644,0.21011445431299847,26.661473072438813,0.4929556635676187,0.07079646017699115,,4.392839749666667,,63.0,,2.79917984030679,51.48,,5.37746797,,,0,
Bhutan,0.0,12.04,,,33.6,5.9,6.4,3.4104,0.8498186032582703,,,148.0,16.9,30.8,134.0,0.126,23.3,124.0,15.0,70.6,22.0802,89.0,97.0,64.057,5.082128529841817,,,,79.86966,80.03687,87.31836,,,,,,,84.6,50.0,78.6656805425968,8.5,,,97.5586608517347,62.8705006504876,0.56,15.747535991954152,0.0,,,100.0,52.5,,,-0.3938825286929931,,33.6659126281738,2.42899990081787,0.46511947512578317,,,48.1064158774574,87.3755897,1.908333,0.0,0.050390779239500354,,,,,,38.787198066711426,,,37.927,99.00978997233585,75.21838340552011,,1.46,2.5,0.8811841645580594,0.5140298044043196,15.01973922665785,39.01196212945301,,0.7445801708523186,0.17362470490488868,218.08730931883184,,,,,,42.9249,34.28455,0.79928,0.022055320806304568,7.861463052761073,1.1292913069664727,,63.091994258271974,4.9068861010000004,99.9,68.0,2.9,0.0,30.73,,9.90289082,,18.795671094237022,0,
Botswana,17.03,32.55,,28.5,31.4,7.2,18.9,0.45280000000000004,,,2.29574932227135,129.0,25.4,37.6,300.0,7.47,20.3,101.0,21.0,66.1,31.7182,99.7,95.0,66.583,3.5048810536602595,,,,89.04661,94.13168,97.7,,,,,,,78.2,96.84210526315789,83.93352545487447,9.5,,,79.1739852456857,59.9559063382571,2.09,8.165070135795196,0.95,,,60.6883964538574,64.08,2.5336138549984946,,-1.2421593955708756,3.4325735898659686,51.0324554443359,17.6180000305176,0.884922372008858,,,41.4137946360181,66.89270359,2.95539,0.0,0.10069947472736483,0.537280023097992,,,,,63.0341112613678,,,23.094,99.44757034500205,63.4816368066382,,1.03,7.6,15.377940186365112,10.027501727310977,57.65777924504658,74.46185158530662,,3.1374152320176334,4.342182243845868,58.55222351670394,,,,,,47.10209,45.95875,0.97963,0.02359948734634552,6.763611134774602,15.038220904020415,0.24494949494949494,33.78496296616092,4.791967550666667,83.2,61.0,9.0,0.17454588614982755,25.29,,14.11774976,,31.070211733299036,0,
Central African Republic,72.77,87.65,,61.8,40.7,7.4,7.5,0.8797999999999999,,,2.13290723558063,882.0,41.5,121.5,423.0,1.71,23.1,212.0,31.8,53.0,105.7876,40.0,47.0,30.297,3.4758619219723146,,,,68.07992,10.02517,36.35627,,,,,,,28.7,53.57142857142857,79.14707864989555,8.6,,,54.1438602913517,25.0869997513182,0.07,0.376228136374737,0.0,,,13.9851121902466,0.970000000000004,,,-14.297985932462117,22.250705901097916,13.745945930481,5.76599979400635,0.015438150847752907,,,4.33925494461827,4.743447204,1.928571,0.0,0.006289963851207749,0.0,,,,,56.15514516830444,,,56.828,42.87877258760273,25.132932215194398,,0.5,0.5,0.9052031971344535,0.7315934589667745,,,,0.08618773996810618,0.05664240367247089,0.0,,,,,,74.37049,95.89555,0.94378,0.057819073101198624,0.47514413855911036,19.75737596079167,,52.12467285585907,,61.0,26.0,28.5,0.0,35.25,,1.85729097,,10.789443915662602,0,
Canada,0.41,0.52,12.4,2.5,2.58,0.7,29.4,3.9088000000000003,0.5745373084183353,,2.37172573940267,7.0,3.5,5.1,5.5,0.106,9.8,7.0,5.8,82.8,9.7884,97.9,89.0,92.837,7.175496814926711,11.5,14.5,12.5,99.96224,,,92.54119110107422,60.916767,523.6666666666666,8.769037232932474,11.086370407927898,38.71047435836814,87.8,103.10077519379846,87.06634726792434,27.0,18.2,75.6,98.9,98.5,2.21,20.010367795244285,71.422,,76.7839879002513,100.0,100.0,0.83471502269755,22.0253592107108,-1.1839641880311593,0.4816580895812831,99.7268829345703,5.8730001449585,1.4898151721922552,73.80833,12.150081,92.7013719059889,72.17359211,3.750496,77.89999999999999,1.5804927342988897,1.61037003993988,8.95959724098133,14.939801042617619,52.400000000000006,27.677355268665742,35.00956594944,1.13,10.5,6.428,,58.53491225672089,10.21,2.33,20.0,55.862585835835574,-15.345884050620258,61.68831799874844,-35.64687160139333,,14.79753744727654,1.1794800108200683,11643.574552101154,3.82,28.74662,93.82,43.960129233712,30.942813200000003,25.65582,20.55503,0.97096,0.003427867617343848,8.37382511779504,1.684104544800048,0.37674079475027344,82.13838496720311,5.955911636333333,100.0,81.0,0.0,0.5985113831431508,15.28,104.36486822309166,11.687,0.264092,,0,54.75000000000001
Switzerland,0.06,0.08,9.1,2.5,2.58,0.7,19.5,5.1326,0.6612183753401334,64.24232308839946,2.46250831353919,5.0,3.0,4.2,7.2,0.071,8.6,10.0,3.6,83.3,3.0918,100.0,95.0,95.69,7.508587074791393,1.9000000000000057,19.30000000000001,20.4,93.53813,98.13683,,99.42784881591797,50.136665,506.3333333333333,15.60900518987593,18.454435305423214,29.069100457222476,86.4,107.75193798449611,85.08529820024373,32.5,14.8,,100.0,99.8910420290722,7.37,8.37132915275443,97.021275,95.4554054054054,98.987241674109,100.0,100.0,0.5825401383932906,25.2919836825127,-0.517366677836471,1.6729613349300687,98.4296646118164,4.77899980545044,2.8128296184957784,79.8,8.4002142,93.7138659101283,98.55771675,4.021835,76.39999999999999,2.514669879652296,3.37430000305176,8.93579888462637,145.06039771056143,0.0,21.643744348736497,34.59773063659668,1.09,19.5,10.303,100.0,83.36211859667195,6.26,2.61,22.2,1.7012266552913966,34.43553437328969,58.395082435749664,432.4353583269211,1.3621599834908285,3.868246799858934,0.8924415299035466,2.10492113438899,28.58,,,,,35.23282,60.11359,0.98187,0.0,26.13287295260656,0.5363574421394876,0.42868062987310807,89.24173141234205,6.553870201333333,100.0,85.0,0.0,3.1193941013484534,11.27,77.96253397854194,12.044,0.456902,,3,76.45
Chile,0.19,0.99,16.1,3.3,1.8,0.3,28.0,6.8582,0.8502751931707168,,2.35774679308422,22.0,5.0,7.4,17.0,0.33,12.4,25.0,11.6,79.5,46.581,99.7,93.0,81.053,6.4362204311496765,2.0,21.60000000000001,24.5,94.779,92.43022,99.35394,97.49069213867188,29.874573,443.0,16.894554971795387,34.824778124436484,14.624070917252057,86.3,97.14285714285712,68.18810399844976,22.6,21.1,,100.0,99.8882096998596,5.5,2.013868268431306,87.50994,98.1540973070538,85.4765627919952,100.0,92.28,1.1219635403921635,24.8825542739544,-1.6159774507058966,0.7776805061164995,74.3492431640625,7.0149998664856,0.36490736319622363,62.61494,17.971138,82.3274869338464,88.24767543,3.209678,36.13333333333333,0.376660673284513,0.366849988698959,1.10786280816978,0.7108836779763146,7.463887449999987,16.172576424687886,53.302836418151855,2.47,16.3,21.036,100.0,58.10677111759415,23.43,1.08,8.7,50.022672335194855,-31.309517445984554,26.342119185749443,-12.849726994069604,,4.762767819144808,-0.13180516621162397,131.74317371680195,-0.07,18.87972,93.97,40.1,2.3205713,35.7119,38.67649,0.76147,0.1072885881156274,2.2620285572853613,3.462782803516766,0.2907076570867912,47.38542221592555,4.9543937043333335,99.4,67.0,6.6,0.05538716012638463,22.69,273.2359037316891,8.824,,,0,61.6
China,0.24,2.51,,8.7,8.1,1.9,6.2,6.0291999999999994,0.8302847831611452,,2.2024976161437,27.0,4.7,9.3,63.0,0.022,17.0,113.0,19.4,76.4,6.5024,99.9,99.0,80.404,5.131433967020639,,,,,102.22117,99.64229,,,,,,,96.6,91.56626506024095,80.4501496929457,24.9,,,95.8180286239851,75.0372785640484,29.38,1.5678417879916517,16.128,,,100.0,59.26,1.644340126987985,,2.938121284317399,2.7660527993576736,80.229118347168,4.71400022506714,0.10537926997974963,,,54.3,83.55299498,3.753218,75.03333333333333,0.30364459506214664,2.10672998428345,,,,,41.87166392803192,,,52.665,90.01929255173931,78.57195651167571,,1.02,5.2,25.462263173574907,-5.719038656870149,22.794880189420642,-12.525529670862388,,6.47666379481134,-0.8177539405242609,25.604728557400893,,18.81321,29.76,8.60913908609139,60.002167099999994,47.58546,36.10367,0.74179,0.009671892418195252,0.7139244541730335,0.615600711867487,,86.37182475201693,4.550403912666667,,39.0,,0.11795526635844708,78.29,,,,15.688982456219092,1,
Cote d'Ivoire,20.33,43.77,,20.7,21.6,6.0,10.3,2.1339,0.9567259423123223,,,645.0,33.5,88.8,148.0,1.29,29.1,269.0,24.0,54.6,133.386,73.6,78.0,50.32,5.268374776671555,,,,85.95877,47.09679,53.02069,,,,,,,31.1,64.51612903225806,72.92751682472309,10.6,,,73.0574155684606,29.9318380607918,2.71,8.03165832629614,0.6,,,64.3,18.23,1.1684602504790849,,-0.00671346491864927,5.9148048943876015,41.3309555053711,2.6010000705719,0.041396318700971026,,,43.8399208514876,53.90212289,2.886806,0.0,0.007490741338202583,,,,,,46.43484950065613,,,25.886,70.18795275870929,41.2149809199113,,0.48,0.9,0.6825570683376798,0.3550418645533738,,,,0.41526137897416004,-0.07355746796194233,177.4361545468116,,,37.73,,4.2674958,79.12624,87.40828,0.8884,0.8536731153512133,0.24424677921161075,11.630524293730888,0.39021980735984196,39.71004914724763,4.07616886722042,65.0,35.0,26.4,0.0,30.08,,6.01629906,,16.077784028050633,0,
Cameroon,21.03,39.06,,7.3,31.7,5.2,11.4,1.6437,0.8559295309573164,,2.0847417703426,596.0,25.5,84.0,194.0,1.24,21.6,208.0,28.1,58.1,108.8318,64.7,77.0,53.01,5.250737476166217,,,,95.20049,48.52319,80.57444,,,,,,,40.1,61.8421052631579,87.80403677000145,31.1,,,65.2799662849759,38.8349851336722,0.48,5.0895917861276185,0.0,,,60.0747680664063,23.04,0.7726354082457559,,-3.34683081699359,6.867205691936129,34.5907897949219,4.23000001907349,0.03238277268540414,,,23.2029719748646,17.72282524,2.57248,0.0,0.02858887310478191,,,,,,47.667697072029114,,,72.793,61.45988230073772,47.24601903991987,,0.77,0.8,0.9805202449629727,0.11655579253057086,9.496107253765251,-103.7885837418338,,0.5247621835380055,0.08920226052399002,425.2306795030829,,,34.49,,7.944279100000001,36.30719,63.62646,0.83584,0.1827297212844328,0.32931620307469656,4.174101191501928,0.5989810490563124,46.23920541179608,4.214705149333333,66.1,25.0,47.0,0.0,40.92,,3.50740509,,,0,
