Country,rank,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofit,sdg1_score,sdg2_score,sdg3_score,sdg4_score,sdg5_score,sdg6_score,sdg7_score,sdg8_score,sdg9_score,sdg10_score,sdg11_score,sdg12_score,sdg13_score,sdg14_score,sdg15_score,sdg16_score,sdg17_score,total_score
United States,129,98.3318335208099,98.241782789065,0.0,96.74653431456443,97.54945054945055,96.81938325991189,41.68421052631578,77.49569620253163,31.960874257960064,76.36725663716814,100.00000000000003,97.53397212543554,92.73722627737226,95.03338898163607,98.51391162029459,97.73519163763066,69.47368421052632,97.12618296529969,64.8050139275766,81.97124600638978,88.59424981879681,99.01655629139071,90.63513513513514,92.265625,83.72709398348405,45.15789473684211,54.49541284403671,84.42639593908629,100.0,87.01841040462428,99.35571610218474,73.08761628086657,56.72833495618305,72.53375467608129,59.62828077314344,73.28341655716163,60.018679786366384,20.944383860414376,72.53129510700165,77.73818864599505,39.436244897959185,49.01628664495115,74.39458311205523,98.81940977829979,99.96795563419793,2.4585415692757007,59.3011,92.69687391455366,98.2705758795729,80.12559849693938,100.0,99.99999999999999,94.32839748450114,7.685951365679381,75.781990521327,1.924727883001678,92.80290791599356,86.3439302242791,92.24776297474646,60.949446441409066,66.8562616273377,87.69416876561671,58.33456513131846,88.4418026969482,100.0,52.039473684210535,61.62019230769231,56.52091020910209,25.86514662273476,47.432977399958524,50.59782214156078,52.66489827581894,44.18644067796612,50.22794117647058,97.36745390048257,100.0,65.12438942712963,44.57773109243699,83.95600349475787,32.06049822064058,94.79997403956803,91.33016710279604,76.36156364336607,94.03537723130022,10.558796718322725,64.76175,93.87173694095871,98.2026693479978,2.2999104744852286,61.768179999999994,71.49193765116904,69.5781182758034,53.90297043935394,92.04324324324324,48.811504345130345,33.95049950499505,74.26655629139073,97.95348837209302,92.73504634955003,90.80357142857143,88.51764705882353,74.09722635734617,79.42600717989629,100.00000000000001,77.15384615384615,99.0,67.61640601947477,76.20780726616852,0.0,62.71586037966933,10.478723404255318,25.567976672671,56.22012,11.063589041095867,0.0,65.5245387699583,77.32792571848782,84.30871655887844,75.73935661517905,55.67683037806277,75.94857932469132,75.50358721254513,68.1295753697278,62.85470589591424,49.02642671008522,76.7673936050123,69.01462577867879,64.78401669086044,69.75688992191392,69.54341897263183,75.28225114641268,27.674378249615255,69.37795250114888
Malta,16,98.83914510686164,98.83150728645889,65.1483870967742,96.74653431456443,96.67912087912087,95.94713656387665,53.95415959252971,84.9645569620253,18.66903091511834,34.67920353982301,57.832892187850476,98.65505226480836,89.84671532846716,94.62020033388981,96.7315875613748,98.28710801393729,85.9736842105263,94.94006309148264,82.17827298050139,91.46006389776358,92.30485624546992,99.78145695364238,95.9864864864865,89.171875,79.6199370821864,80.41578947368421,35.60366972477065,35.378680203045704,99.29409041100118,87.44092485549132,99.0001011443764,77.83981209630062,40.53530671859786,69.87758865118488,50.97778229908443,70.71852299605783,40.006140650898466,23.53544165757907,66.4032069117001,60.52544790836235,22.707265306122448,66.4299674267101,58.716516197557084,100.0,99.95300159682363,3.4938818392555078,100.0,85.51069121222646,95.92285664274462,71.49462413382089,100.0,99.99999999999999,95.2070826457339,18.5181053359456,82.84360189573458,3.3646070486693835,97.29486781713723,87.08052687789248,91.92786836349175,61.22559309849028,72.3893273279154,82.12291652032555,42.310281113897325,48.21646557842441,34.39158424781958,38.93421052631579,12.877403846153843,48.22152521525216,5.201644810543657,51.801389176860866,54.267150635208715,93.46049898651184,87.14237288135593,71.48382352941175,90.51139305231536,100.0,60.886546034018856,88.90588235294118,89.06540189715426,45.80071174377225,53.223613342663555,87.447654173449,84.6786058155209,88.70414711751064,67.7928896991796,84.9645,91.51375996951302,99.0,23.751387645478964,98.92684,29.66769685568396,86.73485523273851,3.811875596808804,97.66980694980695,99.28618858565757,89.36353163531635,81.97019867549669,98.29767441860466,97.19135259489816,97.875,86.50180995475114,74.01233788660102,70.244714798564,100.00000000000001,58.11538461538461,99.0,87.94806727648273,71.04225715021903,82.07076032090131,43.77932814276967,13.638297872340425,28.534341132330844,26.221140000000005,64.6076712328767,58.46355523981148,87.60634649669824,67.4340793693636,84.76208816776689,70.63225220255477,49.71964090133853,79.48215077498159,78.43129699541988,70.87519891847587,41.834457167080195,84.02889846575984,85.07595535981885,73.81614625560715,74.807411903748,63.362214927007656,93.22178918199468,82.68103320029039,39.20738893668819,71.5311569671832
Serbia,56,98.85151856017998,98.55770662695458,32.893548387096786,91.32466198870443,90.47802197802199,81.99118942731278,66.39219015280136,82.8091139240506,15.501580448693238,64.61283185840708,37.04812088337853,98.13763066202091,92.97810218978103,95.85976627712854,96.2454991816694,98.88501742160278,49.93421052631578,81.82334384858044,78.59331476323119,75.01277955271564,91.33375211403721,98.25165562913908,90.63513513513514,62.875,64.10617381046009,76.76842105263158,52.04311926605506,32.46395939086296,91.6742395011807,85.08800578034682,99.59946826956423,64.35547176808726,24.26516066212269,40.60018109811309,50.34262461851475,43.49859658344284,37.82657265384513,62.50926935659759,63.724368763466735,70.70459027398987,61.85469387755102,72.23452768729642,35.98279341476368,76.61753046542358,97.4012019334513,1.2466686265343596,2.7285399999999997,95.78207016325113,76.60460003500786,47.72774399482819,100.0,76.51201850548124,93.5821774229517,14.036464215742768,75.40758293838861,3.894759050587389,69.83894125324974,54.61035955856176,96.34733545436468,35.30140043134434,37.604102614315096,73.8802845875187,27.138445294971625,37.677075940383254,24.61074224767085,21.289473684210527,21.120192307692307,21.283025830258303,1.5256948929159804,56.49377980510055,56.97662431941924,83.11728935712318,45.30508474576273,69.93088235294117,79.10466268256047,97.85117625134288,44.94118869732906,72.99170168067226,93.8658886669995,75.3950177935943,97.74823789407644,89.55209857210558,90.0843443096476,96.7279836056733,49.43682771194167,86.24925,97.89242453112665,98.99040843034531,12.391942703670546,23.5225,52.979656006449886,47.28506089932845,49.495832349347474,86.79891891891893,30.23557706731202,32.185311853118534,94.26324503311257,98.97674418604652,92.56925367074903,97.55357142857143,92.01176470588236,77.95139873048387,46.9262066214599,99.3895169578623,39.07692307692308,82.14516129032258,96.58512835644733,69.20561710899253,71.23670110922987,35.37848832123174,3.9489361702127668,33.360249992536055,99.0,51.93404383561642,46.6112420293873,76.76759119141045,66.26971383267126,78.58511063655101,59.69448010391305,61.16837389561088,56.87262217407092,71.03266503604394,53.28635447154452,34.19953389101413,66.11775215194235,73.72218232797617,84.68719979343406,73.88100641628563,52.01639363480895,69.64602636206773,77.20819893861753,45.03882672483072,64.62351709264186
Cyprus,24,98.92575928008999,98.91575364322945,49.65967741935484,91.49409549888756,96.67912087912087,95.94713656387665,65.88794567062817,81.30531645569619,8.02563410685375,21.53761061946902,32.843361406227686,98.65505226480836,97.7956204379562,98.42153589315527,98.12504091653028,98.21811846689894,83.80263157894737,94.94006309148264,84.93593314763231,88.92971246006391,96.71495530321333,97.15894039735099,87.95945945945947,82.984375,70.72434132913881,73.26000000000002,28.383027522935787,41.107614213197984,96.16944731683978,84.74179190751445,99.74394578661429,78.01849367988378,38.71746835443038,70.11899243595253,46.69013224821973,70.49372404730619,48.71451498329343,23.535441657579042,70.06162793130139,81.24927621365333,32.7446530612245,54.24039087947883,54.64715878916621,99.37498164733518,99.09421259332788,2.420372342732666,50.5,84.53031955540118,92.49901277787501,80.33480272328737,100.0,99.99999999999999,93.56451540966059,17.628166416964383,86.15639810426539,4.739736274274754,88.13618418941041,73.68433606265575,92.51844303042354,64.08670021567218,70.24996572995202,84.88072611963514,45.028375346443184,47.935415188076654,46.32841830176453,42.32894736842105,13.245192307692308,45.52361623616237,2.5927420098846783,56.41817333609786,71.3441016333938,82.71594804934811,80.43050847457627,63.913235294117634,86.94257134639352,100.0,48.82349680712248,85.89243697478992,88.67617324013979,33.11743772241992,83.0982718839369,87.73119320874457,87.65049104563836,92.5286091786658,63.89425706472199,86.77125,92.23327979965703,99.0,20.99203222918532,39.827799999999996,52.974334856221446,74.1774237132077,75.67843684864415,94.50486486486487,66.4142324269728,84.07390873908739,98.36092715231787,95.95348837209302,96.8530685432032,98.35714285714286,87.2185520361991,72.98542319189225,67.79637016354208,100.00000000000001,63.19230769230769,97.79354838709678,99.0,81.24581293481062,75.12576862825767,36.487052751290356,1.0,30.354869978006235,28.582290000000015,63.22438356164383,46.15202557527031,82.50039678089142,61.715027650094996,83.65390714604538,70.37872341778383,52.74642475540055,72.67910023427989,77.79817045665625,68.51025194380772,45.562570784757156,75.68656393934734,80.41462628207648,76.67091904918105,74.74914050721058,67.43257205658765,88.33112504673485,84.2714925891249,34.300103644368455,70.28420522058599
Costa Rica,71,98.07199100112486,97.02021061589193,31.13709677419356,92.84956358035257,91.2032967032967,94.63876651982379,59.33276740237691,80.35291139240506,16.337329427183718,20.223451327433622,31.931266950794253,96.84407665505226,86.95620437956204,93.13272120200334,97.37970540098199,96.70034843205575,82.93421052631578,94.0031545741325,52.94707520891365,85.4504792332269,70.73486349359749,89.0728476821192,93.31081081081082,81.4375,84.7782147070389,74.51052631578948,69.98119266055046,38.39390862944164,95.92497646350685,58.6908670520231,99.18463183447003,64.47173718206258,20.646621226874394,36.797120722929016,45.922034587995924,40.522612352168196,38.79185456076191,8.097055616139556,75.41309122858397,56.454621742961436,74.7206530612245,68.75179153094463,33.595857673924584,99.51871971810309,97.66930646066204,1.222812859944963,10.64854,97.36215005210143,78.03007526693504,44.309674942928154,99.56339581036383,93.47832646082671,96.52290263592168,17.808436095424682,70.48341232227487,1.9152337568928315,66.02273481047193,57.54264862940548,96.43100019884669,36.596727534148094,38.68396161754627,74.60152729973008,39.48092912762307,33.95315826827538,34.39158424781958,4.9868421052631575,10.908653846153845,24.361131611316118,1.7014484349258647,51.02377151150735,54.68239564428311,41.92777958509549,42.28474576271187,70.46470588235294,88.59620977277811,100.0,78.98454947516714,60.70567226890756,93.91531452820769,66.23487544483987,96.39597896206531,95.68592504069396,93.00878105141537,96.15256430998221,42.54202370100275,95.10075,96.85491466369055,98.0844194420418,11.549955237242614,55.34902,71.51854340231124,74.18237772595802,82.41275040300637,95.20818532818532,42.3070092102763,1.0,70.9884105960265,95.37209302325581,96.2652581365451,79.55357142857143,89.77194570135747,42.57648656051639,67.71739130434783,99.59301130524153,60.653846153846146,91.7258064516129,99.0,93.36253542901314,73.22907669667865,51.86405388854868,8.793617021276596,25.87044574704179,99.0,52.761304109589034,46.6922953631827,75.40976613040344,60.858669162958336,81.68046117127015,55.661383998088006,52.838845142296435,61.25161132866782,76.84326525063422,52.52510269565517,33.00914420968975,51.55907707672011,82.0716078792132,83.41935186260103,75.39750983574375,75.73417537189219,61.18655419322074,79.71836710311854,47.49695268827313,65.11722397672548
Lithuania,126,98.20809898762654,97.86267418359749,3.991935483870975,96.74653431456443,96.67912087912087,95.94713656387665,58.324278438030554,75.79139240506329,16.501426258576824,64.02876106194691,35.52957849874587,98.48257839721255,96.1094890510949,97.09933222036727,91.87070376432078,98.33310104529616,42.986842105263165,90.56782334384857,76.93871866295265,70.90095846645369,93.38120318917613,100.0,90.63513513513514,75.25,71.36669288242234,80.32894736842105,12.942660550458726,35.17766497461929,100.0,87.01841040462428,99.79401225291875,99.61754798034426,70.02473222979553,58.64986783496289,57.94303153611393,64.0650985545335,28.32534399747427,25.91057797164663,71.7588122084388,80.31257080518608,39.969632653061225,69.65472312703582,51.10355815188528,96.03024519160181,92.90110482931252,1.9480281642626158,51.87510999999999,91.60543244182007,86.21139506388934,82.81365280106672,100.0,99.99999999999999,84.00936621916952,20.852483577273244,88.74881516587676,6.233162311196355,81.95907734115055,76.93381986472053,95.85026844303043,65.55283968368084,77.47552139430138,80.20059606835721,40.020192688399106,42.24414478353443,21.33258262245971,32.934210526315795,20.298076923076923,37.436654366543664,1.555835255354201,68.27265187642546,55.081669691470054,57.41905858211757,52.57627118644068,37.85294117647058,92.68073887060177,100.0,42.30268247901246,87.81512605042016,88.89858961557664,53.19928825622776,91.25152995975301,90.94055591041148,78.6153668399769,94.2637653022704,81.85323609845032,88.17975,94.26248741051256,98.99999908249764,18.448343777976724,67.61710000000001,34.93563558183284,69.86862158348262,94.72256733030095,97.07351351351352,90.56897706931207,95.24696246962469,99.34437086092719,99.0,97.7138507341498,92.08928571428571,94.90874660633484,67.58675225380797,62.82070203430392,100.00000000000001,65.73076923076923,99.0,77.83092357627619,80.83767070342695,69.35576847002231,32.97948560930802,5.212765957446809,29.912102544709057,44.721270000000004,64.41780821917808,48.014451067369,66.68756955169833,67.44352855249068,77.78657947982602,73.9375605323075,56.45164581954231,71.91213835599329,76.21546244911069,70.3933577434224,39.937661480193654,49.28275698167628,80.6996368500086,82.71747599752379,74.97264506774674,72.843487601826,96.37483222680274,81.01606185892271,37.54298056633517,69.49843074302198
Australia,39,98.35658042744657,98.33655994043187,43.112903225806456,96.74653431456443,97.73076923076923,99.0,53.78607809847198,76.79392405063291,10.563410685375066,53.73451327433628,39.64389567487101,98.65505226480836,95.62773722627738,97.34724540901503,97.93060556464812,98.65505226480836,93.35526315789474,98.68769716088327,83.55710306406685,95.88817891373805,92.9235564145929,99.67218543046357,94.64864864864866,96.90625,89.37200157294532,79.02631578947368,83.55963302752293,74.87817258883248,100.0,87.01841040462428,99.69416541440297,58.53302222084861,61.053359298928925,76.15571693816133,74.77538148524926,72.71621550591328,51.3712541766424,14.574700109051236,72.58099910047486,80.42680317207234,50.23330612244898,72.23452768729642,51.57673924588423,99.9515489649097,99.99038669025938,1.2943801597131526,92.773,92.85608544633553,100.0,51.471019616557925,100.0,99.99999999999999,92.56219615539004,6.670508240175176,75.93838862559241,1.343687365140254,99.57844846954605,80.75425418298326,87.40997216146351,69.38757728253054,75.79369431117203,86.97789328971533,52.31318463771942,85.73669268985097,77.84481531450184,85.98684210526315,42.60336538461538,55.228782287822874,9.670899505766062,95.17452830188678,46.764791288566244,75.34563699607118,69.91525423728814,48.772058823529406,96.16413665271165,92.80686676459628,56.65441864224761,56.190126050420176,89.6029081377933,17.263345195729528,87.0926088486798,88.64572558877465,54.589485846331606,93.65927843391037,54.3281677301732,65.87100000000001,91.02869042110135,57.620210575132184,4.944046553267682,66.33505000000001,81.74845471647407,26.072969104975016,70.26659000133479,87.0588416988417,53.14585437563127,37.26703267032671,71.97185430463578,98.23255813953489,94.50852561066378,98.03571428571429,84.85912669683258,62.0454215246103,89.43657758276824,100.00000000000001,87.3076923076923,99.0,95.09530835054588,87.86536975006442,78.72847445290125,46.86252296387018,15.744680851063832,23.96242747529433,99.0,64.99282191780821,42.26438175769337,79.93534786456163,65.99989066612761,92.39357049991882,75.70194727164123,56.93784590620468,76.9052029825394,74.80817609889131,70.029431771204,63.830179480570806,64.6776500189629,75.45388702749393,69.31164568305607,54.8659868873753,66.29638110432512,71.02516502015848,88.23736849511292,48.804472494288326,72.61389224310807
Romania,32,98.83914510686164,98.10488245931283,46.30645161290323,96.74653431456443,78.14835164835165,83.73568281938326,64.71137521222411,83.66126582278481,20.290918202143242,66.80309734513274,43.530895817614535,97.53397212543554,92.97810218978103,94.37228714524207,87.98199672667758,98.65505226480836,39.94736842105263,82.7602523659306,70.59610027855153,71.5335463258786,79.90321333655473,94.75496688741721,82.60810810810811,76.796875,67.88242233582383,76.68157894736842,36.3756880733945,20.80507614213199,72.84539996604573,76.5671387283237,99.18320136400419,79.5128102110826,40.306523855890944,64.14275470352042,43.78693794506612,65.62724310118264,32.788665842300496,54.08833151581243,65.34389055080226,65.933831242395,36.36522448979592,66.04299674267101,59.631332979288366,100.0,83.24079668551208,1.284837853077394,31.049470000000003,97.0753629732546,91.59583056187641,79.62598840380615,100.0,85.94106406517146,94.39021453102002,18.673274173101298,96.64454976303315,4.832778710141453,55.339898789973134,85.30776076895692,97.80900775502087,58.236376707404744,67.26338979731715,71.217845925361,35.83119968325196,48.46238466997871,24.418280517990503,21.92105263157895,11.882211538461538,36.41107011070111,2.1629482701812193,64.28158822309766,64.8087840290381,53.440329321088086,77.52203389830508,65.51470588235296,89.77210699562174,90.02424853653723,57.64785967505397,83.15168067226891,92.37075636545183,59.54092526690392,96.58222758811777,96.77656439948076,81.72239553244752,97.69492530874184,70.03099361896082,91.215,97.4450826142581,98.99331783032379,17.526589077887202,99.31789,52.255979575382966,65.22928772305568,27.535972811187648,98.72478764478764,77.52038561156833,66.28422284222842,92.78807947019867,98.95348837209302,98.1124230326815,96.91071428571429,96.2822036199095,56.919101096833366,61.33984842441164,100.00000000000001,45.42307692307692,97.40322580645162,99.0,76.23331615562999,74.19449784008735,26.410375295249754,4.370212765957447,29.224207079804543,43.95006,54.54493150684931,47.82035191987802,81.08349305969257,67.20351514777485,74.83332980436218,63.8622973019352,57.90093458679416,69.12461235393238,74.7511381923232,66.49053747026393,38.13973655996408,65.49235636724872,80.14897396987047,84.95982686858635,76.29499738061727,68.61278355088278,86.73171986575399,80.37059841521146,34.386689761289844,68.0229347004187
Bulgaria,38,97.42857142857143,96.88331028613977,46.30645161290323,94.88276570255006,85.4010989010989,85.04405286343612,60.50933786078098,82.10734177215188,21.271682985120655,61.83849557522124,43.530895817614535,98.31010452961672,92.4963503649635,94.53756260434056,95.43535188216039,98.54006968641114,30.39473684210526,81.82334384858044,70.87186629526462,70.26837060702874,77.96366272046387,99.78145695364238,90.63513513513514,64.421875,47.81380259535981,76.68157894736842,36.3756880733945,20.80507614213199,79.28873489420158,36.99384393063583,96.94594555542713,79.5128102110826,40.306523855890944,64.14275470352042,43.78693794506612,65.62724310118264,32.788665842300496,35.84296619411123,72.63588059326821,75.92085553644107,44.10742857142858,66.04299674267101,59.631332979288366,98.55938922331521,85.05023520780286,2.9833684342424234,14.74912,95.78997915943036,91.59583056187641,79.62598840380615,100.0,88.69908478326461,95.06137103608225,18.673274173101298,82.32227488151658,4.967595300887077,70.64709154906977,84.0248843004628,96.86408828793,58.236376707404744,67.26338979731715,65.3575005268281,40.99340108222252,43.40347764371895,18.247936430369794,19.552631578947366,17.68028846153846,36.41107011070111,2.162948270181219,64.28158822309766,64.80878402903811,65.42358799829834,77.52203389830508,65.51470588235296,84.98625802946535,100.0,44.30899894917955,83.1516806722689,90.5481777333999,61.302491103202854,93.89871520823678,94.98557682401665,88.66173695359137,96.9047619047619,70.03099361896082,85.059,96.33481231456025,98.98598423397311,17.526589077887202,99.29512,31.210830421929597,65.22928772305566,78.05704722105284,98.64833976833977,98.86641599247976,98.64269642696426,91.96854304635762,99.0,97.1612084714798,96.91071428571429,95.07270135746606,55.103431028117534,47.02493019545271,100.00000000000001,44.153846153846146,98.68064516129031,92.9141339628209,64.1931203298119,74.19449784008735,31.78864491295599,4.370212765957447,33.287342137475996,43.98669,54.54493150684931,47.82035191987801,80.20611110920481,66.8232089347468,73.36211954282163,59.9326066710342,59.03024343620141,66.90770157006763,75.60843249811202,66.33224297494117,37.28996263566433,69.4867759263188,78.11173441272845,85.19035047802433,74.47659640660514,74.48812502687557,97.1277727874563,76.82480203146072,35.96636220718613,67.86655198132968
Israel,120,98.70303712035995,98.34709073502819,7.185483870967772,96.74653431456443,96.67912087912087,95.94713656387665,58.660441426146,79.90177215189873,13.975098296199214,36.28539823008849,55.14869389669445,98.9137630662021,96.5912408759124,97.34724540901503,98.3518821603928,98.54006968641114,91.18421052631578,96.50157728706624,87.41782729805014,93.99041533546324,94.04402029475719,98.36092715231788,98.66216216216218,89.171875,83.39618560755014,76.85526315789474,84.0137614678899,52.26395939086296,95.35352584384117,84.11803468208093,99.48503063229687,97.22186852922081,53.84498539435248,45.369037710480825,51.10803662258393,35.666018396846255,1.0,27.529989094874566,71.7588122084388,81.6002811228129,41.40816326530612,39.66449511400652,61.60817843866171,100.0,100.00000000000001,6.838460315088894,81.88201,92.88668982285516,98.92907404165936,87.53774823733812,100.0,99.99999999999999,95.07461754605058,1.7986631324190387,75.51184834123222,4.395099496523615,92.47774128320619,85.7130651477394,95.70262477629747,54.071401869158876,63.657397434642135,84.18431958897374,45.877260129338794,63.28779276082327,52.44617721734143,58.63157894736842,100.0,55.87958179581797,39.64294563426689,65.22273481235744,56.708312159709614,59.784990365606475,65.44067796610172,56.29411764705882,82.63235435109137,100.0,57.564406055497166,57.619432773109246,88.50318272591113,50.73309608540926,89.63122457520996,93.59235983763625,73.5947236664741,95.30129968182064,0.0,80.72325000000001,95.3404197403163,98.98389966861482,43.60161145926589,63.935092,15.180865358774522,53.24572904052282,45.874652182395025,98.52602316602317,21.68469054071622,26.8679686796868,61.481788079470206,98.88372093023256,95.40447594559849,97.07142857142857,86.92737556561086,74.8234943848325,77.1158755484643,100.00000000000001,65.73076923076923,99.0,1.4210854715202004e-14,69.69028600876064,68.74842476699844,41.79603709211792,4.159574468085108,27.2275170924435,99.0,41.702054794520535,47.74856182423066,68.07853724211864,66.66802446982362,90.32978740460374,62.57405975685591,53.92831987401677,81.15342605956309,74.21832016961741,67.3613111926857,62.18807030459976,60.50659532625567,74.45404829492443,70.1936980817802,79.66229521704925,55.352472349543106,60.86452883514086,73.91076540768645,43.605624211899624,69.20073584074386
Thailand,54,99.0,98.98946920540368,32.893548387096786,87.76655827485881,82.31868131868131,75.44933920704845,85.72156196943973,90.32810126582278,12.723382931154113,35.92035398230088,37.04812088337853,95.98170731707317,89.12408759124088,92.8848080133556,74.20949263502456,98.0801393728223,69.90789473684211,82.13564668769716,8.824512534818936,72.48242811501598,75.28050253684465,99.01655629139071,95.9864864864865,86.078125,65.78018088871411,76.76842105263158,60.39908256880735,32.46395939086296,97.07093358850494,66.37052023121387,97.33503352213617,64.35547176808726,24.26516066212269,40.60018109811309,50.34262461851475,43.49859658344284,37.82657265384513,7.989094874591046,65.28693805828087,73.4264360340704,26.45714285714286,72.23452768729642,35.982793414763684,99.88856261929232,98.66588623710675,2.095933917116874,2.96911,97.67025703369225,75.74855242429547,47.72774399482819,100.0,74.54058131348688,93.41880380000892,14.036464215742765,76.1516587677725,9.163999040997362,80.59274197862395,96.66333214667141,97.28733346589779,35.30140043134434,37.604102614315096,57.44469308500497,42.441335620958164,56.57771469127041,32.095715636386814,8.105263157894736,17.896634615384613,21.283025830258303,1.5256948929159804,59.64427742069252,56.97662431941924,65.5127749555817,45.30508474576273,69.93088235294117,77.49004506088012,86.7261296617044,78.4895437591658,67.8591386554622,87.05129805292061,74.33807829181495,96.66484915907338,96.74800651103374,89.12944348160985,97.95356738391845,49.43682771194167,88.722,97.43160846013556,98.9984163909294,12.391942703670546,60.83164000000001,55.03628056973932,43.99658723566088,81.00591418274414,98.15907335907336,71.56931707951237,44.149581495814964,66.8907284768212,94.20930232558139,97.30020637390892,94.17857142857143,91.29502262443438,61.55849182436376,55.061029118468284,99.49126413155192,35.269230769230774,84.27419354838709,98.97078784302154,52.72687451687709,71.23670110922987,26.224171113638352,5.8446808510638295,20.2299393927331,99.0,51.93404383561642,46.6112420293873,76.96100586416682,63.40951247908558,75.0237665423311,57.96278830288676,46.89615548769088,60.68086374661883,70.49896233230963,61.823509777946065,35.39909792701857,60.24958068476187,77.64121428430313,84.47458151318753,74.38599188868389,67.80589906944354,74.82382715032777,74.40621669141362,41.64067953707317,64.40485443501173
Moldova,51,98.96287964004499,98.64195298372513,35.448387096774205,92.81567687831594,89.75274725274726,90.7136563876652,70.76230899830222,82.35797468354431,14.246048878266901,55.85176991150442,43.530895817614535,97.53397212543554,72.5036496350365,87.34808013355592,85.06546644844518,96.2404181184669,24.75,76.82649842271293,72.25069637883009,59.83067092651757,87.23619231698478,99.67218543046357,91.97297297297298,69.0625,61.51730239874164,76.42105263157895,53.22385321100918,29.348223350253825,79.08857438303525,72.8093352601156,99.72964108195586,56.9873041382081,18.718247322297955,34.503150924240614,38.87890132248219,38.15858081471748,29.21925859664816,39.08178844056706,72.65969709014078,80.33022489825032,41.00408163265306,72.23452768729642,35.98279341476368,82.32506239906033,74.69349618057056,1.7524108782295649,9.874360000000001,98.90234109065648,73.28334325223175,48.698563607345605,100.0,92.22377552046665,92.4120690424156,14.590964619107984,72.84834123222748,5.9587820666506826,40.5474649348982,80.0317550729797,98.94586398886459,36.397446441409045,36.820865563497506,76.62617281968431,22.186089481325062,17.300922640170334,1.0,3.0526315789473686,7.533653846153846,20.764821648216486,1.7053627677100494,61.8211279286751,47.57372050816697,89.07051875578689,44.29830508474577,72.98823529411764,88.04253619251543,91.25059744359912,59.32493446806544,69.91123949579833,61.08418622066899,94.067615658363,98.20401571271786,98.80213463004553,98.29335644136337,98.95788168041848,48.209480401093906,96.066,98.9703568609304,99.0,10.628200537153088,37.958086,61.075786079011024,58.52175261962189,44.171404515724944,98.96942084942084,24.372621178635356,11.661416614166143,96.06622516556293,99.0,98.97822924419785,94.17857142857143,91.1606334841629,64.19357143707796,46.35360989230155,99.59301130524153,30.19230769230769,70.08064516129032,99.0,69.16735377480032,71.76095605804073,39.92966494619893,3.9489361702127668,28.3325637172457,99.0,52.883358904109585,46.657558220127534,77.68440657351478,67.50388485099509,72.9884549706474,52.01033264930013,56.88218552727856,55.647082486870616,74.80670229549754,53.07864561436103,25.956450321904953,68.78568637821677,77.13232689999458,85.37409582066729,76.16613934952086,60.13929001275574,66.01569844051247,73.56806602337943,45.12534699298242,62.77566381583603
