Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofit
Azerbaijan,0.0,0.0,,2.5,18.0,3.1,19.900000000000002,2.239,2.942,0.5760000000000001,,26.0,11.200000000000001,21.5,63.0,,22.2,64.0,8.700000000000001,73.10000000000001,55.838,99.8,95.0,65.0,5.173,,,,92.425,84.71300000000001,99.938,,,,,,,21.5,94.444,90.72,17.36,,,91.386,92.511,56.4,3.7800000000000002,3.153,,,100.0,95.54,1.342,,-4.993,4.465,28.571,5.509,0.089,,,79.8,59.593,2.714,3.7,0.077,0.185,,,,,38.648,,,19.929000000000002,98.473,67.051,,1.453,6.7,25.218,1.81,15.14,0.744,,3.91,0.263,1795.7830000000001,,,,,,0.002,38.164,21.002,0.912,0.002,0.053,2.0,15.467,82.446,5.0840000000000005,93.60000000000001,30.0,6.5,0.0,59.13,,4.279,,35.076,0.0,,
Cuba,,,,2.5,7.0,2.4,24.6,2.212,2.856,1.057,,36.0,2.1,5.0,7.2,0.15,16.4,50.0,8.5,79.0,51.592,99.9,99.0,83.0,5.418,,,,97.74000000000001,93.025,99.875,,,,,,,88.8,100.855,59.255,53.22,,,95.328,92.81,23.900000000000002,3.6,2.311,,,100.0,79.44,1.353,,,3.7680000000000002,,1.6380000000000001,0.17,,,57.148,14.274000000000001,2.0420000000000003,16.4,0.085,0.34900000000000003,,,,,,,,19.706,86.056,7.937,,0.834,,55.818,1.8840000000000001,20.618000000000002,1.166,,3.263,0.303,,,60.026,58.13,57.980000000000004,2.904,0.017,55.907000000000004,15.867,0.65,0.34500000000000003,0.198,5.0,,50.814,,100.0,48.0,,0.0,63.81,,22.541,,,0.0,,
Algeria,0.3,1.97,,3.9,11.700000000000001,4.1,27.400000000000002,2.199,0.991,0.705,,112.0,14.6,23.5,69.0,0.03,14.200000000000001,50.0,23.8,76.4,10.071,96.60000000000001,80.0,78.0,5.043,,,,97.635,84.641,97.427,,,,,,,77.2,92.771,22.209,25.76,,,93.556,87.587,127.7,33.12,3.464,,,100.0,92.62,1.826,,-3.709,2.6550000000000002,42.777,11.704,0.135,,,49.038000000000004,81.653,2.4210000000000003,24.45,0.124,0.533,,,,,31.522000000000002,,,38.884,81.878,57.659,,1.112,6.2,5.324,1.387,9.944,1.004,,3.358,0.23900000000000002,918.782,,29.971,41.44,64.94,29.616,0.005,40.181,52.529,0.904,0.783,0.272,1.4000000000000001,12.0,64.255,4.078,99.60000000000001,35.0,5.0,0.0,45.75,,7.362,,40.424,0.0,,
Russian Federation,0.0,0.04,,2.5,,,23.1,2.352,2.964,0.588,,17.0,3.2,7.2,54.0,,25.400000000000002,49.0,18.0,71.9,20.699,99.7,97.0,74.0,5.514,,,,95.096,95.931,99.69800000000001,,,,,,,72.4,98.34700000000001,77.836,15.780000000000001,,,97.09,90.482,4.4,18.5,43.055,,,100.0,98.25,1.486,,-0.583,5.515,75.759,4.585,0.373,,,80.865,87.282,2.775,51.550000000000004,0.56,1.107,,,,,44.013,,,16.16,96.32600000000001,59.925000000000004,,1.534,9.700000000000001,33.156,3.4370000000000003,27.162,4.01,,11.269,0.45,3625.648,,24.822,67.86,52.145,59.951,0.052000000000000005,27.396,27.271,0.9540000000000001,0.0,0.893,9.200000000000001,8.967,57.472,3.6830000000000003,100.0,28.0,,4.123,50.31,,6.745,,27.513,0.0,,
Georgia,2.75,12.700000000000001,,7.9,11.3,1.6,21.7,2.33,1.979,1.091,,25.0,5.9,9.8,80.0,0.18,24.900000000000002,102.0,15.3,72.60000000000001,46.408,99.9,93.0,66.0,4.892,,,,96.436,101.809,99.641,,,,,,,52.800000000000004,100.0,73.498,14.09,,,98.394,90.025,5.9,46.64,15.428,,,100.0,77.79,0.771,,0.0,4.3340000000000005,61.230000000000004,14.398,0.299,,,62.718,73.683,2.382,16.4,0.138,0.29,,,,,47.572,,,22.196,95.935,66.513,,0.9570000000000001,5.7,54.661,5.187,12.952,2.553,,1.721,0.902,4.809,,26.478,55.03,,6.4430000000000005,0.005,37.77,36.125,0.864,0.0,0.659,1.0,11.8,82.393,4.75,99.60000000000001,56.0,4.2,0.163,28.98,,6.868,,22.996000000000002,0.0,,
"Iran, Islamic Rep.",0.21,4.19,,4.9,6.8,4.0,25.8,2.173,2.317,0.846,,16.0,8.9,14.4,14.0,0.05,14.8,51.0,20.5,75.7,40.635,99.0,99.0,72.0,5.006,,,,99.703,90.227,98.101,,,,,,,68.60000000000001,98.02,23.344,8.17,,,95.245,88.422,81.4,3.73,6.503,,,100.0,98.49000000000001,1.959,,0.545,16.240000000000002,93.982,11.382,0.223,,,70.005,68.208,2.767,40.317,0.591,0.253,,,,,41.735,,,38.979,95.799,64.637,,0.798,7.8,21.979,2.343,26.823,1.435,,8.107,0.529,387.76300000000003,,60.306000000000004,66.14,25.372,5.105,0.016,45.049,36.241,0.833,0.0,0.178,2.5,25.1,70.906,3.5340000000000003,98.60000000000001,26.0,11.4,0.016,64.41,,7.784,,25.376,0.0,,
Malaysia,0.0,0.02,,2.5,20.7,11.5,15.6,2.364,4.251,0.54,,29.0,4.3,7.8,92.0,0.18,17.2,47.0,23.6,75.3,13.414,99.4,96.0,73.0,5.428,,,,99.646,81.77,96.85000000000001,,,,,,,54.5,97.087,65.877,14.41,,,96.696,99.572,5.7,12.432,18.71,,,100.0,96.3,1.353,,0.926,6.914,85.34400000000001,3.3240000000000003,0.982,,,81.20100000000001,116.70400000000001,3.1470000000000002,38.133,0.75,1.438,,,,,43.03,,,16.036,98.878,60.983000000000004,,1.46,8.8,37.478,5.061,28.095,5.938,,7.716,0.845,2200.735,,28.517,57.38,23.169,47.359,0.224,39.468,68.021,0.668,1.797,2.099,2.1,31.900000000000002,61.028,5.515,,53.0,,0.0,36.74,,6.743,,16.095,0.0,,
Peru,2.33,8.51,,9.700000000000001,13.1,1.0,19.7,2.204,4.167,0.8290000000000001,,88.0,7.3,14.3,123.0,0.1,12.6,64.0,13.5,75.9,56.882,92.4,84.0,77.0,5.9990000000000006,,,,95.652,97.97500000000001,99.024,,,,,,,66.6,89.691,82.753,26.150000000000002,,,91.128,74.343,2.5,46.421,1.585,,,96.363,75.06,0.968,,-1.959,2.562,42.603,3.31,0.133,,,52.54,65.662,2.281,31.1,0.051000000000000004,0.121,,,,,48.862,,,24.787,92.574,55.333,,0.903,5.8,27.866,1.994,19.058,1.05,,2.013,0.295,365.438,,77.893,56.95,4.88,2.222,0.011,19.124,48.771,0.723,0.171,0.705,7.7,40.833,44.895,3.547,97.7,36.0,21.8,0.0,30.22,,7.109,,17.025,0.0,,
North Macedonia,3.17,8.1,,3.2,4.9,1.8,22.400000000000002,2.253,3.859,0.748,,7.0,7.4,9.9,13.0,0.02,20.3,82.0,6.4,75.9,15.723,99.9,83.0,72.0,5.015,,,,94.888,88.08500000000001,98.60000000000001,,,,,,,22.3,90.196,63.442,40.0,,,93.141,99.125,13.3,0.9410000000000001,6.546,,,100.0,65.63,1.3960000000000001,,0.23600000000000002,8.661,76.569,17.759,0.201,,,79.168,64.72200000000001,2.474,0.0,0.23700000000000002,0.353,,,,,44.007,,,29.727,98.34700000000001,50.752,,1.806,7.2,144.55,3.9090000000000003,17.05,2.9410000000000003,,3.473,0.551,2.253,,,,,,0.04,23.554000000000002,93.638,0.972,0.0,0.676,1.5,10.0,68.325,3.585,99.7,35.0,12.5,0.0,31.66,,8.032,,26.844,0.0,,
Tunisia,0.16,2.15,,4.3,10.1,2.8000000000000003,26.900000000000002,2.21,1.5330000000000001,0.992,,43.0,11.5,17.0,35.0,0.02,16.1,56.0,22.8,76.0,7.841,73.60000000000001,96.0,70.0,4.315,,,,97.804,77.384,96.209,,,,,,,73.2,81.013,34.327,24.88,,,96.255,90.921,121.10000000000001,43.04,10.113,,,100.0,99.10000000000001,1.364,,-3.249,2.177,36.907000000000004,16.022000000000002,0.31,,,64.191,76.083,2.098,16.4,0.481,0.6,,,,,40.002,,,37.656,99.0,42.593,,0.92,5.6000000000000005,21.101,2.533,13.711,2.2560000000000002,,1.828,0.459,0.001,,31.122,49.050000000000004,5.12,28.114,0.127,40.151,43.396,0.974,0.545,0.318,3.0,50.85,57.906,4.344,99.9,43.0,2.1,0.0,29.61,,10.594,,31.38,0.0,,
Morocco,0.17,4.53,,3.4,14.9,2.3000000000000003,26.1,2.191,1.758,0.798,,70.0,13.8,22.400000000000002,99.0,0.03,12.4,49.0,19.6,76.0,31.034,73.60000000000001,99.0,70.0,5.057,,,,99.099,64.918,97.73,,,,,,,68.60000000000001,71.875,30.413,20.51,,,86.779,88.504,49.7,5.4,1.981,,,100.0,96.75,1.953,,-3.219,2.446,28.644000000000002,9.019,0.08,,,64.804,59.087,2.435,21.517,0.14,0.715,,,,,39.752,,,32.594,94.095,49.218,,0.8310000000000001,3.7,12.782,1.218,10.289,0.675,,1.554,0.20400000000000001,0.0,,38.695,55.28,6.181,62.0,0.004,51.878,82.58,0.886,0.157,0.132,2.1,23.400000000000002,57.373000000000005,5.297,96.10000000000001,41.0,8.3,0.0,43.980000000000004,,7.78,,25.786,0.0,,
Kazakhstan,0.01,0.11,,2.5,8.0,3.1,21.0,2.3930000000000002,1.355,0.771,,10.0,5.6000000000000005,9.9,68.0,0.14,26.8,63.0,17.6,71.10000000000001,29.75,99.4,98.0,76.0,6.272,,,,86.85600000000001,113.611,99.897,,,,,,,79.4,101.709,84.33800000000001,27.1,,,95.628,97.874,27.7,28.55,7.471,,,100.0,95.34,2.621,,-1.092,4.211,58.698,4.59,0.264,,,78.904,77.57300000000001,2.5460000000000003,16.4,0.129,0.133,,,,,41.683,,,13.824,94.034,62.063,,1.208,8.2,100.348,3.556,46.372,2.419,,14.934000000000001,0.667,4963.3330000000005,,,,,,0.018000000000000002,15.744,16.999,0.871,0.0,0.325,5.0,11.3,70.2,4.386,99.7,34.0,2.2,0.0,52.82,,5.051,,16.004,0.0,,
Uzbekistan,6.79,28.66,,6.3,19.6,4.5,16.6,2.2920000000000003,4.341,0.708,,29.0,11.6,21.400000000000002,70.0,0.16,24.5,81.0,11.5,72.3,23.79,100.0,96.0,73.0,6.154,,,,94.59700000000001,95.903,100.0,,,,,,,83.5,95.763,68.397,32.0,,,97.833,100.0,136.9,0.0,4.59,,,100.0,92.10000000000001,1.387,,-1.17,5.1770000000000005,37.09,5.917,0.062,,,55.2,62.359,2.57,0.0,0.011,0.189,,,,,44.836,,,28.456,88.08200000000001,85.248,,0.671,,23.579,0.879,20.308,0.343,,3.254,0.094,468.201,,,,,,0.004,15.467,10.382,0.968,0.0,0.024,1.1,10.0,87.068,,99.9,25.0,,0.155,53.52,,8.59,,22.295,0.0,,
Colombia,3.48,11.290000000000001,,4.8,12.700000000000001,0.9,22.3,2.269,4.322,1.065,,83.0,7.8,14.200000000000001,33.0,0.14,15.8,37.0,18.5,75.10000000000001,66.651,99.2,92.0,76.0,6.3500000000000005,,,,92.92,75.72500000000001,98.852,,,,,,,86.60000000000001,103.659,71.531,18.34,,,97.3,89.625,1.8,25.564,3.771,,,99.595,91.79,1.026,,-3.158,2.726,45.759,9.707,0.179,,,64.126,52.319,2.6670000000000003,29.567,0.145,0.244,,,,,55.22,,,16.527,95.154,64.31,,0.833,5.6000000000000005,11.819,2.572,24.551000000000002,2.545,,1.705,0.419,4223.187,,65.24,63.49,11.817,3.989,0.05,41.38,39.257,0.735,0.228,1.044,24.900000000000002,31.95,47.509,4.079,96.8,37.0,7.8,0.02,42.82,,8.227,,22.923000000000002,0.0,,
Albania,0.35000000000000003,4.3500000000000005,,6.2,23.1,9.4,21.7,2.383,4.813,0.8290000000000001,,15.0,6.5,8.8,18.0,,17.0,68.0,13.6,76.4,19.642,99.8,94.0,59.0,4.995,,,,94.53,96.33500000000001,99.33,,,,,,,4.9,97.059,72.71000000000001,29.51,,,91.039,97.718,7.9,2.672,5.672,,,100.0,77.42,0.969,,-1.1280000000000001,6.871,40.015,12.331,0.221,,,71.84700000000001,62.787,2.294,0.0,0.063,0.154,,,,,41.682,,,18.201,92.357,50.52,,1.7690000000000001,7.1000000000000005,49.344,4.695,16.962,2.0340000000000003,,1.487,0.446,0.003,,60.069,56.660000000000004,,86.267,0.047,76.11,99.013,0.84,0.001,0.56,2.3000000000000003,44.333,62.994,3.305,98.4,35.0,5.1000000000000005,0.0,29.84,,6.732,,25.568,0.0,,
Mexico,1.69,11.92,16.6,3.6,12.4,1.0,28.900000000000002,2.327,3.8000000000000003,0.8190000000000001,,33.0,7.5,12.700000000000001,23.0,0.08,15.700000000000001,37.0,13.1,76.60000000000001,60.365,97.7,88.0,76.0,6.55,3.7,,7.6000000000000005,100.0,100.0,99.318,99.043,23.359,416.0,12.089,46.808,21.597,79.8,95.455,55.703,48.2,14.0,199.9,99.318,91.183,32.2,31.626,4.272,42.87,50.405,100.0,85.35000000000001,1.462,8.99,-2.333,2.708,36.932,3.4250000000000003,0.187,62.204,20.878,65.773,69.96600000000001,2.847,31.75,0.13,0.487,1.018,0.197,59.821,29.198,55.358000000000004,2.5100000000000002,24.7,20.921,98.083,60.659,6.679,1.3880000000000001,8.2,18.072,2.071,26.810000000000002,3.536,0.935,4.039,0.449,651.845,0.25,78.605,64.43,35.485,12.371,0.046,31.733,15.098,0.674,0.273,0.6970000000000001,24.8,34.267,41.995,4.114,95.0,29.0,12.4,0.001,46.78,140.906,7.7620000000000005,,18.869,0.0,52.75,11.051
Turkey,0.0,0.33,17.2,2.5,9.5,1.7,32.1,2.253,3.257,0.615,,17.0,5.5,10.6,16.0,,16.1,47.0,12.3,76.4,26.559,97.4,96.0,74.0,5.186,2.9,13.1,26.5,99.031,99.031,99.751,67.639,33.28,462.66700000000003,10.992,25.152,48.224000000000004,59.7,82.143,46.215,17.32,6.9,237.5,98.876,97.297,42.9,30.401,13.207,,65.2,100.0,,1.338,13.08,-1.5110000000000001,6.498,68.59,13.49,0.215,50.300000000000004,26.48,71.043,74.196,3.21,39.367,0.40700000000000003,0.962,4.015,0.664,,30.728,49.036,1.9100000000000001,17.0,44.312,98.619,57.808,,1.3920000000000001,7.9,28.722,2.741,25.488,1.689,0.994,4.413,0.47400000000000003,2.972,8.05,4.141,50.47,61.585,33.761,0.012,2.473,4.391,0.875,0.035,0.675,4.3,30.633,56.844,4.25,98.8,39.0,5.9,0.278,52.81,322.00100000000003,7.003,,30.703,0.0,59.5,3.854
United Arab Emirates,,,,2.6,2.58,0.7,31.7,2.2600000000000002,23.576,1.202,,3.0,4.0,7.6000000000000005,1.0,,16.8,55.0,18.1,77.2,6.546,99.9,99.0,76.0,6.711,,,,95.028,81.706,99.43,,,,,,,60.9,122.449,54.671,50.0,,,98.046,98.586,1866.7,76.812,91.431,,,100.0,98.51,1.553,,-0.8240000000000001,,88.21000000000001,2.348,4.465,,,98.45,250.041,4.021,40.267,0.327,1.303,,,,,32.51,,,40.918,,81.319,,1.797,13.6,43.386,25.201,41.362,22.476,,23.505,4.282,6281.058,,49.679,68.27,17.739,0.0,1.0050000000000001,57.903,,0.86,,4.625,0.5,35.800000000000004,92.005,5.6610000000000005,100.0,71.0,,1.099,43.63,,,1.03,,98.333,,
Montenegro,0.01,0.08,,2.5,9.4,2.8000000000000003,23.3,2.482,3.323,1.061,,6.0,1.7,2.5,15.0,0.08,20.6,79.0,10.700000000000001,76.8,9.313,99.0,58.0,68.0,5.386,,,,96.548,99.403,99.11,,,,,,,42.800000000000004,88.43,75.19500000000001,29.63,,,97.042,97.774,,8.370000000000001,21.639,,,100.0,69.35000000000001,0.923,,2.924,5.86,68.362,14.883000000000001,1.522,,,71.517,73.163,2.575,16.4,0.397,0.325,,,,,40.503,,,20.782,94.14,46.119,,2.164,10.0,43.151,23.013,30.753,10.715,,4.111,0.786,131.092,,0.0,61.31,,52.806000000000004,1.095,12.487,,0.81,0.0,5.284,2.4,28.733,79.246,4.338,99.4,45.0,12.5,0.0,32.74,,,,,0.0,,
Dominican Republic,0.02,4.76,,9.5,7.1000000000000005,2.4,27.6,2.244,3.154,1.047,,95.0,19.400000000000002,28.8,45.0,0.26,19.0,43.0,34.6,73.5,94.26,99.60000000000001,94.0,74.0,5.433,,,,92.714,85.382,98.839,,,,,,,81.7,109.211,65.747,27.89,,,96.69,83.893,39.7,5.844,2.818,,,100.0,90.41,1.188,,1.3920000000000001,4.027,56.239000000000004,5.845,0.129,,,74.824,60.822,2.357,0.0,0.005,,,,,,51.549,,,13.726,84.15,62.062000000000005,,1.262,5.8,31.18,2.269,18.6,1.615,,1.931,0.43,0.0,,79.159,50.4,3.7600000000000002,,0.081,73.603,98.852,0.733,0.40900000000000003,0.18,11.3,60.300000000000004,36.838,4.277,88.0,28.0,12.8,0.037,27.900000000000002,,3.732,,15.209,0.0,,
Fiji,0.17,6.71,,3.7,7.5,6.3,30.2,2.198,3.001,1.179,,34.0,10.9,25.6,54.0,,30.6,99.0,9.6,69.9,49.353,99.9,94.0,64.0,,,,,96.762,102.56400000000001,99.744,,,,,,,65.8,102.804,50.43,19.61,,,93.791,95.072,0.5,3.9,4.393,,,96.0,39.56,,,-1.006,,,4.101,0.299,,,49.966,147.51500000000001,2.403,0.0,0.158,,,,,,52.443,,,10.84,97.007,,,1.0110000000000001,5.1000000000000005,127.44200000000001,6.448,16.452,2.785,,1.675,0.526,0.0,,15.907,73.12,24.37,,0.291,9.433,0.128,0.666,0.11,0.026000000000000002,2.3000000000000003,25.900000000000002,,,,,,0.0,27.18,,5.91,,26.449,0.0,,
Armenia,0.72,6.51,,4.3,9.4,4.2,20.2,2.2800000000000002,1.975,0.588,,26.0,6.5,12.4,31.0,0.06,22.3,55.0,17.1,74.8,21.490000000000002,99.8,92.0,69.0,5.062,,,,90.723,93.292,99.84700000000001,,,,,,,36.9,100.0,71.032,23.48,,,99.913,93.642,64.2,8.848,5.105,,,100.0,96.9,0.7020000000000001,,-0.383,5.341,47.759,16.990000000000002,0.135,,,64.745,75.869,2.484,0.0,0.177,0.228,,,,,47.464,,,32.528,99.0,42.703,,0.729,4.7,41.29,2.58,9.088000000000001,1.161,,1.973,0.34,0.0,,,,,,0.006,21.547,26.795,0.846,0.0,0.064,2.4,36.333,89.063,4.825,98.7,42.0,8.700000000000001,0.0,28.98,,4.391,,22.498,0.0,,
Oman,,,,6.8,14.1,7.5,27.0,2.318,12.964,0.744,,19.0,5.1000000000000005,11.4,5.9,0.07,17.8,54.0,16.1,77.0,13.056000000000001,99.10000000000001,99.0,69.0,6.853,,,,86.254,103.549,98.618,,,,,,,39.6,112.766,34.6,2.33,,,91.938,100.0,90.10000000000001,13.4,55.463,,,100.0,95.22,1.929,,-3.896,,73.602,2.6710000000000003,1.317,,,80.186,85.172,3.1550000000000002,25.2,0.177,0.222,,,,,,,,41.115,93.199,72.755,,1.164,14.9,49.44,7.972,22.955000000000002,7.688,,13.159,1.371,4773.138,,10.4,66.05,4.527,0.354,0.133,11.09,,0.884,,0.6950000000000001,0.5,,,5.617,100.0,52.0,,0.14100000000000001,43.42,,7.401,,,0.0,,
El Salvador,1.11,7.390000000000001,,9.0,13.6,2.1,24.6,2.274,2.794,1.012,,46.0,6.7,13.700000000000001,70.0,0.11,14.0,42.0,22.2,73.7,69.459,99.9,81.0,76.0,6.276,,,,80.995,77.849,97.974,,,,,,,80.0,90.411,58.641,33.33,,,97.388,87.434,13.200000000000001,0.07,1.973,,,99.49000000000001,86.0,1.084,,-2.662,2.547,30.353,4.11,0.382,,,33.821,54.532000000000004,2.249,0.0,0.007,0.147,,,,,44.373,,,24.472,94.581,80.269,,0.978,5.8,30.056,3.332,13.856,2.65,,1.198,0.425,0.0,,46.564,44.15,100.0,11.542,0.19,26.578,81.581,0.8240000000000001,0.186,1.836,61.800000000000004,30.400000000000002,52.801,3.632,98.5,34.0,8.9,0.0,29.810000000000002,,8.317,,25.149,0.0,,
Tajikistan,1.51,11.59,,,26.8,9.9,14.200000000000001,2.1470000000000002,3.459,0.722,,17.0,15.0,34.800000000000004,84.0,0.09,25.3,129.0,18.1,70.8,57.076,94.8,96.0,68.0,5.497,,,,98.287,96.182,99.9,,,,,,,44.800000000000004,90.179,46.229,23.81,,,81.196,97.023,73.9,2.25,5.134,,,99.3,80.41,0.327,,-1.334,4.538,47.024,11.017,0.078,,,21.96,22.826,2.166,0.0,0.007,0.116,,,,,35.331,,,46.152,90.811,84.653,,1.982,,17.154,2.118,9.34,0.464,,0.396,0.213,,,,,,,0.013000000000000001,20.834,35.153,0.985,0.0,0.032,1.6,15.0,88.112,4.585,95.8,25.0,10.0,0.0,54.02,,7.162,,13.451,0.0,,
Bolivia,4.68,11.28,,17.1,16.1,2.0,20.2,2.25,1.869,0.509,,155.0,14.3,26.8,108.0,0.13,17.2,64.0,15.5,71.5,64.9,89.8,83.0,68.0,5.916,,,,92.851,82.537,99.399,,,,,,,50.300000000000004,84.694,71.33500000000001,53.08,,,92.849,60.717,1.2,3.509,1.06,,,91.8,64.0,2.305,,-1.98,2.129,54.405,3.498,0.094,,,44.286,79.866,2.152,0.0,0.009000000000000001,0.157,,,,,44.002,,,21.569,87.888,68.196,,0.781,3.3000000000000003,17.032,1.493,43.753,1.318,,1.608,0.197,2797.157,,,,,,0.004,50.161,49.407000000000004,0.87,0.47800000000000004,0.20600000000000002,6.3,69.9,46.117000000000004,2.6670000000000003,91.9,31.0,26.400000000000002,0.0,35.38,,,,23.266000000000002,0.0,,
Bhutan,0.0,10.49,,,33.6,5.9,6.4,,3.371,0.735,,183.0,16.4,29.7,149.0,0.11,23.3,124.0,17.400000000000002,70.60000000000001,20.184,89.0,97.0,62.0,5.082,,,,88.026,82.485,93.09100000000001,,,,,,,84.60000000000001,50.0,78.283,14.89,,,97.233,69.254,1.4000000000000001,0.0,6.284,,,97.7,52.5,,,-0.585,,33.666000000000004,2.342,0.47500000000000003,,,48.106,101.641,1.9080000000000001,0.0,0.07,,,,,,41.825,,,37.927,99.0,75.218,,0.913,2.5,149.511,5.854,14.331,2.704,,0.8290000000000001,0.364,,,,,,,0.061,47.334,34.285000000000004,0.799,0.025,0.215,1.6,,63.092,,99.9,68.0,2.9,0.0,29.810000000000002,,9.357,,18.487000000000002,0.0,,
Panama,1.6300000000000001,5.22,,10.0,19.1,1.2,22.7,2.275,2.702,1.025,,52.0,8.5,15.3,52.0,0.32,13.0,26.0,14.3,78.0,81.828,94.60000000000001,88.0,79.0,6.085,,,,86.24,76.805,99.099,,,,,,,73.3,105.051,65.346,22.54,,,96.382,83.315,0.8,23.1,6.033,,,100.0,89.01,0.891,,-0.063,2.062,46.494,3.902,0.462,,,57.865,79.146,3.13,3.4,0.041,0.062,,,,,52.567,,,11.4,98.289,73.004,,1.431,8.0,58.935,6.368,22.546,4.838,,2.435,0.983,0.0,,31.981,64.91,39.925000000000004,9.309000000000001,0.385,38.339,,0.731,0.187,1.37,9.700000000000001,52.833,49.636,4.505,95.60000000000001,36.0,2.5,0.024,29.78,,7.3420000000000005,,,71.784,,
Bahrain,,,,1.17,2.58,0.7,29.8,,,0.867,,14.0,3.0,7.1000000000000005,11.0,,11.3,40.0,8.0,79.10000000000001,13.368,99.7,99.0,77.0,6.227,,,,96.715,94.31400000000001,99.687,,,,,,,61.6,97.895,51.017,15.0,,,100.0,100.0,132.2,86.85600000000001,30.134,,,100.0,100.0,1.085,,-3.4090000000000003,,82.613,0.714,1.17,,,98.645,126.007,2.725,4.5,0.20500000000000002,0.101,,,,,,,,70.816,,72.72,,1.864,15.5,87.532,9.276,17.271,7.547000000000001,,15.528,1.471,0.0,,36.607,54.58,,11.722,0.007,27.456,,0.843,,0.067,0.5,25.7,59.911,5.706,,42.0,4.6000000000000005,0.0,61.31,,5.896,,,,,
"Egypt, Arab Rep.",0.53,9.46,,4.5,22.3,9.5,32.0,2.16,7.311,0.639,,37.0,11.200000000000001,21.2,12.0,0.04,27.7,109.0,9.700000000000001,70.5,53.819,91.5,94.0,68.0,4.005,,,,97.033,84.577,88.193,,,,,,,80.0,83.75,31.327,15.1,,,99.10600000000001,94.193,118.9,41.958,1.595,,,100.0,97.62,1.147,,-1.568,5.519,32.784,10.76,0.096,,,46.924,53.919000000000004,2.818,39.367,0.135,0.606,,,,,49.599000000000004,,,86.999,98.57900000000001,70.989,,1.356,5.5,8.815,0.748,10.852,0.587,,2.001,0.125,13.186,,66.193,50.43,27.712,34.528,0.01,40.343,28.487000000000002,0.906,0.005,0.134,2.5,9.9,87.029,5.142,99.4,35.0,7.0,0.012,56.47,,5.297,,20.989,0.0,,
Jamaica,1.02,13.65,,8.0,6.2,3.6,24.7,2.282,1.163,1.062,,80.0,10.200000000000001,14.4,2.9,,14.700000000000001,25.0,13.6,76.0,52.757,99.10000000000001,89.0,65.0,5.89,,,,81.019,82.39,96.3,,,,,,,79.2,105.263,81.988,17.46,,,90.648,87.313,26.900000000000002,3.0,3.705,,,99.506,90.5,1.676,,-3.474,2.571,78.458,8.002,0.222,,,55.072,51.189,2.324,37.0,0.056,0.061,,,,,49.616,,,13.404,93.383,72.21300000000001,,1.7850000000000001,5.9,138.449,3.42,16.498,3.174,,2.5060000000000002,0.626,0.0,,30.553,44.74,74.14,,0.246,20.362000000000002,,0.722,0.151,0.615,57.0,29.3,62.074,4.442,98.0,43.0,3.3000000000000003,0.0,11.13,,8.993,,29.301000000000002,0.0,,
