countryname,total_score,rank,sdg1_wpc,sdg1_oecdpov,sdg2_crlyld,sdg2_snmi,sdg2_obesity,sdg2_stunting,sdg2_undernsh,sdg2_wasting,sdg3_fertility,sdg3_lifee,sdg3_matmort,sdg3_neonat,sdg3_phys,sdg3_smoke,sdg3_swb,sdg3_tb,sdg3_traffic,sdg3_u5mort,sdg3_vac,sdg4_literacy,sdg4_pisa,sdg4_primary,sdg4_schlyrs,sdg4_tertiary,sdg4_upsec,sdg5_contra,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_freshwat,sdg6_water,sdg6_sanita,sdg7_co2twh,sdg7_elecac,sdg7_cleanfuel,sdg7_ren,sdg8_adjgrowth,sdg8_atms,sdg8_clabor_im,sdg8_empop,sdg8_unemp,sdg8_yneet,sdg9_infrqual,sdg9_intuse,sdg9_lpi,sdg9_mobuse,sdg9_patents,sdg9_rdres,sdg9_rdres.1,sdg10_adjgini,sdg10_justice,sdg10_palma,sdg11_pipedwat,sdg11_pm25,sdg11_rooms,sdg12_msw,sdg12_mswrecycl,sdg12_wastewat,sdg13_ccvm,sdg13_co2pc,sdg14_biodiv,sdg14_cleanwat,sdg14_cpma,sdg14_fish,sdg14_fishstocks,sdg15_cpta,sdg15_forchg,sdg15_redlist,sdg16_cpi,sdg16_goveff,sdg16_homicides,sdg16_prison,sdg16_prs,sdg16_safe,sdg16_u5reg,sdg17_govrev,sdg17_govspd,sdg17_oda,sdg1_score,sdg2_score,sdg3_score,sdg4_score,sdg5_score,sdg6_score,sdg7_score,sdg8_score,sdg9_score,sdg10_score,sdg11_score,sdg12_score,sdg13_score,sdg14_score,sdg15_score,sdg16_score,sdg17_score
Portugal,64.51570897104371,27,99.0,66.0,38.890608744173065,19.00674185268359,55.360201511335006,88.25634782608695,99.0,87.89719626168224,95.16717993840739,86.62162162162164,98.48931466470155,96.72175732217573,53.364271844660195,71.2659574468085,48.1855579499517,96.27587017873941,84.17964071856288,97.91419355148183,98.1320754716981,99.26874622854601,67.72166188396204,93.17202754353711,73.86843460315359,9.548672566371685,78.56430214045639,13.178742145271968,66.72571974412662,72.49807844292681,54.99999946187657,65.67355644366103,1.5636812531310325,99.6666632772518,100.00000000000001,85.73457372339632,99.99999999999999,100.00000000000001,25.160714285714285,63.63538084105787,61.46875767073908,8.16170232853991,60.63106010964752,60.90872443176483,54.94626841768098,82.79305812879761,65.65995040297582,62.398568647118765,25.335565974547894,4.3681901811165185,46.970959059775765,37.65033692233137,76.4076943809463,37.96675191815858,77.09016393442622,100.0,92.88369709132587,40.60000000000001,84.33333333333333,23.65357564790932,70.87182721156707,5.7142857142857135,88.45029372138279,70.58588865733847,84.10780669144981,23.224489795918334,59.97872340425531,52.378338135042405,32.54411764705884,74.81245936254034,74.970133323655,65.35000000000001,42.391223266239486,97.90243902439025,82.38163558106169,64.58977485722644,70.80100547792499,100.0,38.71352009744214,62.088771651247214,5.537815126050421,82.5,64.7351826993268,84.21067642807353,70.3573074943378,54.6152192475726,67.07678151012762,72.19902378169303,51.625315633238365,46.453804188094814,63.82153674451036,77.82789903044197,59.619578730936574,47.08228971783425,58.05504933680087,60.77557011108473,74.77372545812042,35.446702291579925
Italy,62.267859620098996,41,99.0,52.8,49.83121883326591,68.30804526533996,53.115869017632235,88.39408695652175,99.0,86.41682242990653,97.21425428948527,91.972972972973,98.92704495210022,96.51464435146444,49.05825242718446,62.48936170212765,65.82540076843293,98.48777046095955,89.2185628742515,97.97806446081691,75.71698113207546,99.89362929048482,68.70575118554399,94.20951634149723,72.04249237418591,3.3893805309734546,51.191756589421544,36.20797681568291,64.22346564811157,56.741681451139385,49.10344885109748,82.77550152514189,2.3404158420660877,99.44444444682297,100.00000000000001,81.04553266144217,99.99999999999999,100.00000000000001,15.732142857142858,62.63949213311384,32.19099585488929,1.0,38.83681247704317,60.871646748102286,15.24479500320308,46.55963812846364,62.96962182269064,78.36166756643658,41.71399866041527,16.01186374145552,25.53228488982821,32.02262748065559,70.74692658904017,29.611253196930946,81.95901639344262,99.920346173696,79.86712780864778,27.39999999999999,84.19496855345912,38.29934405763983,91.84116363461628,8.071428571428571,83.9664541880211,66.93122953259896,55.568773234200734,19.926470588235265,68.40425531914893,27.786811672532977,24.927109974424575,97.08448833112614,86.87627725464193,41.837500000000006,19.056222718867836,98.23170731707317,86.64275466284074,51.41796981559535,58.39309558399202,100.0,60.43062467374283,54.07928624128985,9.77310924369748,75.9,74.17767375044438,83.94575549017013,64.90542105201781,57.81041485823464,67.26162009629637,69.59290874756418,35.13062370272528,43.31024318427792,60.772398726471245,69.06249132744792,71.44515874857174,46.018941379724836,47.72350806934337,69.62929185339755,65.08275001405273,41.427673386243384
Croatia,61.6921554878792,28,99.0,63.35999999999999,52.667288263047354,66.76013893240432,47.380352644836265,80.40521739130435,99.0,85.02897196261684,94.60096788385394,78.59459459459461,98.6352247605011,95.47907949790795,42.127611650485434,45.84893617021275,61.88458080032419,97.78927563499529,80.02994011976048,97.46709657701517,90.66037735849056,99.6422274103268,64.37574384312484,83.02407186766571,63.78614811581236,19.530973451327434,36.37240403325668,46.639382837227465,61.30829187294897,67.66257506429369,24.586206882634738,82.56123417519512,1.0281637854943713,96.66666668093788,99.22352644976449,80.58100191141082,99.99999999999999,97.24263000000002,11.583571428571428,66.77055163296129,40.70710951246709,1.0,37.72783459231043,48.07672725805388,38.113573030108924,57.35353161514687,69.73124612523247,44.637467137102576,44.30006697923643,6.817670029780592,35.5228683882501,19.422596004861408,76.78845778301641,30.624040920716126,83.33852459016393,99.60907711157625,86.65984899279088,14.200000000000006,97.61635220125787,52.94403672966574,14.146601784818335,5.7142857142857135,88.2440022386466,74.03423637987495,59.21561338289963,37.00000000000003,72.61702127659574,90.74565743762501,31.79561316051843,97.10761830071422,84.34548912433866,50.5,25.675959418153468,97.90243902439025,86.35868005738881,46.08256909382856,69.9807705337374,99.7770726714432,45.507221158865505,43.59124735677373,4.357983193277311,81.17999999999999,71.87366153236819,80.2834259134674,61.1219281202523,56.55153816646,65.6394523053989,68.89918826538317,38.732632670983605,39.68363518280149,63.583674431298824,66.82297536812239,54.902330238580646,46.979143976466155,66.72250569539908,71.0829068618571,68.03964154270595,31.15215056963885
Greece,59.86768252954129,53,99.0,46.19999999999999,41.53990689022522,68.84317024752004,48.37783375314861,77.51269565217392,99.0,77.7196261682243,96.12538495380554,86.62162162162164,99.0,94.85774058577405,50.770407766990296,-1.4210854715202004e-14,43.077083570283136,98.6274694261524,80.32634730538922,97.27548384900992,96.26415094339623,99.19493800355986,54.534778750012265,99.6052715708277,82.65261223833355,32.91150442477877,35.81549619670971,42.860223455860876,64.13578662628842,62.026983889102425,31.568967066665785,96.76859621066492,1.662442960692185,98.88888889364596,100.00000000000001,80.52111788927269,99.99999999999999,100.00000000000001,10.428571428571429,50.560428663821554,21.015978551008736,1.0,27.16926535939578,19.802776149482668,12.894258488148651,51.403491920897245,64.24829510229387,54.261483246710526,24.937709310113867,3.4634749125675275,40.8716038190918,17.92112053827297,75.21461441751067,1.0,77.90163934426229,100.0,84.44987430820645,14.200000000000003,85.78616352201257,36.69771861752163,87.76367285499244,10.428571428571429,82.01793329729358,76.77523072342953,71.89591078066914,35.59036144578315,67.35106382978722,54.31805759612426,47.17744691237494,95.02991491196566,75.66923820893805,44.3125,31.81376752699269,97.35365853658537,85.93256814921091,50.551284358301864,62.430067211869726,100.0,46.64416217156778,53.86824356358204,4.705882352941177,72.6,68.83220545188202,76.63142636567476,67.45243353070364,59.47211144971648,66.85044395144605,65.24725002309825,22.073784535309567,36.72959697856397,51.37208458725765,66.21662476940215,70.08251833150888,46.223252362932506,61.186124875158654,72.62553334442622,67.4848351118515,35.07276269603033
Poland,62.52885199611052,26,99.0,66.0,37.428246272016025,61.80976981396624,42.64231738035264,85.12278260869566,99.0,83.45607476635514,93.64276286845579,75.91891891891893,99.0,94.44351464435147,29.25825242718447,53.01063829787233,62.551810472290214,96.74153339604892,76.76946107784431,96.89225808843887,98.1320754716981,99.99994821919947,87.00994193409588,94.97194723550346,68.18629826697713,26.72566371681416,11.385105253847515,40.542470605689466,68.41569494829076,63.679771059930815,43.51724129580843,84.38907827791483,1.9043375777622544,96.88888551136671,96.70000592400045,71.05991536818263,99.99999999999999,100.00000000000001,10.546428571428573,79.92675857138401,22.548793541802773,1.0,49.53639880901997,76.13047089696862,62.30309096732864,46.39349149263648,67.7160570365778,50.982677299923665,37.40388479571333,3.239878791666533,25.964290098089357,23.052016708585203,79.12384731958598,46.3222506393862,88.04508196721311,99.06712395387656,81.95717844527185,7.6000000000000085,93.53459119496856,87.2618884577637,61.33115905669842,5.7142857142857135,80.29148580413717,52.165227746353054,50.09851301115242,37.00000000000003,79.98936170212765,2.63680387409201,42.66063348416291,92.77379973212979,95.87712112373566,64.11250000000001,41.73493595760326,97.90243902439025,70.87661406025825,56.40735100809659,66.92587231581264,100.0,51.88940316686967,44.65911652609269,1.0,82.5,68.24319847356428,79.6692023330094,64.71315077107293,60.10885123752687,65.16440967104313,72.61829678570315,48.574252131083995,36.39318517474177,71.16372664206176,62.8747674663828,80.70921290314357,43.00288575921144,44.37798126674504,77.10385144667612,71.13710176659443,32.516173230987455
Serbia,58.707873512090266,30,98.87891389568428,60.71999999999999,52.04240663469047,72.80893270338153,56.85642317380352,88.66956521739131,93.9618610296397,80.95794392523365,90.15838099428069,70.56756756756758,97.97862932940309,92.1652719665272,27.9126213592233,43.531914893617014,48.62342462585782,96.39228598306678,84.47604790419162,95.934193534731,75.71698113207546,99.04217169675829,43.31609223854957,91.73040445462435,60.97143816704757,18.803539823008855,36.34788607818857,75.081791037607,58.546908567188595,59.287785031549646,53.758621320558525,82.56123417519511,1.120971164019953,96.00000171254645,98.447052899529,81.35913517302953,99.99999999999999,70.21062500000001,10.381428571428572,64.97087715395428,15.860780501514745,21.01063829787234,34.780504713414544,38.651852453521045,36.38693946188342,24.797539079772,54.31556106633602,36.843711167475405,36.60817146684528,3.90839909585267,30.472028834348045,25.18633586044757,87.01845902572734,32.345780051150896,81.30983606557376,96.13578515084282,83.80759715277738,8.920000000000007,94.15723270440252,51.371430579514445,9.73117410938284,3.357142857142857,83.7491875739472,66.65418279249772,57.92081784386617,28.990000000000002,73.88085106382978,58.59124118328246,1.0,97.83736375403853,93.99542851775249,35.155,29.26938842715098,97.90243902439025,81.52941176470588,31.999816547036943,69.09085236635183,98.88536335721597,57.4642422133287,40.88396910338442,4.357983193277311,79.79945694784213,74.21618878069002,74.85975629914014,58.368588743029534,65.84726802641977,65.18934192536513,61.39073268134571,35.27693209702672,30.30453522443957,66.89135838081734,62.9544607678734,51.75327913109993,43.55316521554503,57.207418576695225,64.27759742393035,63.40461021240741,34.23539816999681
Uruguay,57.980442669064416,59,99.0,43.559999999999995,34.70062501538641,83.63353208730527,38.90176322418135,80.57739130434783,91.74037922918308,92.98598130841121,72.08315002199735,78.59459459459461,98.12453942520266,90.30125523012552,48.69941747572816,58.34680851063829,77.02232974826701,95.69379115710254,58.09580838323353,93.76258018085386,92.52830188679246,98.64755348185886,22.84691583811147,99.25889117779981,68.42954315393129,16.86548672566372,51.18124889439236,9.433987813534818,75.22650373597259,62.27254211077178,26.13793251896123,75.3451613255093,1.1011234005680497,96.00000171254645,99.41764113482311,90.3688900257435,99.47115384561499,100.00000000000001,13.987857142857143,80.13449715057634,18.587893443515945,17.64042573279523,34.98702997415937,76.20606621890894,38.77949231262013,38.39038056355731,62.45815251084935,28.36056867586882,31.170797052913596,3.2448273917510413,17.66512166345501,11.551742641924399,47.16461772602679,40.04296675191815,50.7983606557377,100.0,97.83516239343484,7.600000000000006,95.47169811320755,53.104198632976136,7.631460110386352,12.785714285714285,93.88130350521332,60.152426317356316,78.16914498141264,1.0,62.08510638297872,44.86735445836404,6.161764705882356,83.87198326558699,72.86808367613241,78.9625,55.07857654160238,90.54878048780488,61.78622668579627,73.38905942761656,41.49031546986116,100.0,36.81708717591788,49.48899186426776,4.115966386554622,71.28,70.42327869480253,78.47750696495783,59.538273211959584,49.683225500949945,65.5062554159792,73.39837703476212,44.38923413876265,27.54879864290279,46.00198171122755,68.47838746447827,52.06911895219,53.33350889546381,49.25480642802235,54.30061054920059,71.60792265895446,30.140681808913417
Romania,58.57998059918739,42,99.0,52.8,35.711109496811545,67.29964073281484,51.370277078085635,76.96173913043478,95.79287764800532,82.80841121495327,82.79762428508579,73.24324324324326,96.9572586588062,87.81589958158996,32.19300970873787,62.5595744680851,48.64427399959476,89.7565851364064,81.5119760479042,93.12387047838195,81.32075471698113,98.69989720746867,39.773349129666656,77.36805072309328,59.79187440280787,14.168141592920358,48.98514063329206,30.99486897147377,62.84143828872885,60.550133958663196,22.258620647904213,80.95423003648644,1.1544642648450394,76.77777618177961,100.00000000000001,81.02328742370233,99.99999999999999,86.53693500000001,10.381428571428572,77.22966488113657,22.95788502524042,2.89574463063098,36.151248203146245,77.59556274327436,41.086426969891114,35.34188665502321,54.908865468071916,38.72690373207516,25.93235097119893,3.415704113339165,22.49770807052968,12.984834023843097,92.60307607391181,4.038363171355499,68.40737704918033,95.58050429718523,82.2131081748557,6.2800000000000065,92.42767295597484,56.76752183481359,13.96984445559458,5.7142857142857135,89.57375704838279,85.79398630544799,72.83271375464685,100.0,64.19148936170211,64.78772529899001,24.768125854993116,95.78594608862593,92.43161325667955,39.61,42.101653779536626,97.35365853658537,79.6829268292683,48.003317755074285,52.38463516651247,99.61494370522004,45.04210892639638,28.845421298596513,2.966386554621849,75.9,68.3240092168509,75.44764275680151,56.46440894820815,51.51985838065129,59.31074681554156,68.53700711314129,42.98608874221995,27.68689329058302,55.016272098149216,61.357870824013645,54.388346415461,47.64402138133425,77.52118294415739,70.99522840009953,65.5358765388853,25.617972259871582
Chile,57.74372694539048,102,99.0,19.799999999999997,53.44107553108565,49.34766434676709,36.15869017632241,95.90086956521739,91.74037922918308,97.61214953271028,77.30972283326001,83.94594594594597,97.6138540899042,90.71548117154812,13.943689320388351,31.94680851063829,80.87974227895124,97.3236124176858,70.54491017964072,95.03999958579769,86.9245283018868,98.54027173903484,37.214713341688935,87.29341159568402,66.7185334650591,40.21238938053098,22.365646559349017,19.981439799156167,67.70773622905989,55.9947559776939,25.51724196846274,84.14457690327251,1.182518315108787,98.99999830886036,98.05882352941178,81.91506698947964,99.57692146258161,98.501701,28.578571428571433,77.96073498188454,20.160672761453576,14.90212745869413,43.71530766408557,79.36524401178315,50.768417680973755,57.03699690800713,73.59795412275263,54.50523330660644,24.60616208975218,2.385495183725915,1.801358062716007,11.226006089156918,30.055383532823214,39.23273657289003,1.4210854715202004e-14,99.65746481194566,79.80077783508524,14.200000000000003,92.15094339622641,68.94527244857643,69.3993427997993,8.071428571428571,88.6604649650846,64.66180410836554,60.03531598513011,6.711538461538463,78.93617021276594,32.819349405200555,9.661266201395815,91.72534590514597,61.97016285724348,74.0125,63.27137902265837,95.8170731707317,63.916786226685794,72.37639328154424,46.94516167908418,99.39201637666325,33.433826344179565,45.52349296099979,4.161344537815126,59.4,70.70013806354764,75.10802678505883,58.72416101355782,50.66915017552904,66.08044671779363,76.1544822182594,47.812084093145785,32.16560082324532,23.096040035237753,64.55274754901029,76.83185288153403,48.365946768256585,48.63283563460012,54.45225832126175,73.67590139390965,27.70622128099816
Argentina,56.65014719241196,58,99.0,43.56,39.8985096115804,93.16826379539462,39.899244332493694,84.88173913043478,91.74037922918308,93.44859813084112,70.07963044434668,75.91891891891893,95.42520265291083,87.81589958158996,50.275728155339806,58.34680851063829,78.87805326305308,96.39228598306678,66.98802395209582,92.22967713856968,90.66037735849056,99.01410650286405,13.79323299785841,92.65961462415068,84.7888990851726,16.86548672566372,51.18124889439236,23.686342475513108,69.74268310452346,54.16049091359179,57.793101759681605,78.15561109938184,1.204990181901687,96.00000171254645,98.25293821447038,78.8305377917527,99.78846476606674,100.00000000000001,13.987857142857143,72.32080533178822,21.139811747126075,10.268085307263313,34.98702997415937,78.36602109529976,38.77949231262013,21.128384022397917,65.77247365158091,41.013869101050034,22.285331547220363,3.2448273917510413,17.66512166345501,16.856903218647126,49.27153566450775,25.712020460358058,50.7983606557377,98.0424678210288,94.32597523007401,7.600000000000006,91.18238993710692,53.10419863297612,12.670252132463622,10.428571428571429,88.78286520048152,63.54182792497764,47.204460966542754,18.470588235294105,44.180851063829785,47.57711338035583,17.6998269896194,86.63086782689811,77.9249750880739,26.9875,22.121763990293907,93.1829268292683,80.81922525107603,27.27556892945929,37.7223844357312,99.4933469805527,43.78688011136245,47.00487218982894,3.9495798319327733,71.28,73.83945570498794,78.45550963263821,59.71709813835031,56.707645870538364,65.1526433696395,71.52428181017802,42.64354096137614,26.8524157994432,41.927305593534506,66.65614768370094,52.318946900848886,49.60571831452648,44.19496831420002,60.75188996819713,55.37181663091163,31.58044404437472
Moldova,58.03600672496623,45,98.90313112015606,52.8,27.925036716309467,65.40899472526762,68.32745591939546,87.98086956521739,91.8654797586387,90.21028037383178,88.11130664320282,62.54054054054055,97.54089904200443,76.21757322175732,39.0621359223301,62.5595744680851,64.59519823566231,81.37464722483537,70.24850299401197,90.12193499858816,83.18867924528303,100.0,32.294227191267986,80.70311192025433,44.12164541890282,14.168141592920358,48.985140633292055,42.459081984633414,67.59066592834262,76.7952994003395,34.82758542754536,78.15561109938183,1.4138688078450328,73.77777958546571,77.4823559031767,75.8874157234815,99.99999999999999,93.37693300000002,10.381428571428572,71.35294282493686,13.311404688294292,35.33404094614881,36.151248203146245,83.60541761670656,41.086426969891114,32.81890997205219,47.25728456292623,30.066977220381872,32.29805760214334,3.415704113339165,22.49770807052968,10.926250214708299,78.36231083198396,29.054219948849106,68.40737704918033,85.3748376672839,81.83291341499863,6.2800000000000065,92.93962264150943,56.76752183481358,34.93022579026593,8.071428571428571,95.90051737457493,65.08032152426316,57.78698884758364,36.320183220829314,62.50638297872339,76.49538135136038,1.0,97.87756089687733,95.68036649294737,28.224999999999998,33.68224134167479,92.08536585365854,74.99569583931134,34.591076934254225,40.43013342792588,99.59467758444215,55.276492082825825,79.98828937830659,4.357983193277311,75.85156556007803,71.95301950977674,74.14190841239102,53.37871112610625,59.96564876804855,50.89133476549582,68.77782609909136,46.80691354152065,25.611555965154395,58.607969276671135,57.829250360760845,61.54579008886298,51.98597297300175,59.63785158455198,64.8526424632749,57.65774156875242,46.540921551469914
Cyprus,58.66346228663824,47,99.0,50.160000000000004,3.1035994007393817,19.240089960848564,46.133501259445836,81.09391304347827,99.0,88.45233644859813,97.91113066432028,94.64864864864867,98.70817980840089,97.75732217573221,30.66796116504855,55.46808510638298,60.425025213970386,98.56926152398871,91.88622754491018,98.48903219233839,75.71698113207546,99.76826288284411,40.75745645057185,96.68316266003832,58.156594420215136,18.208849557522125,44.72602158146117,53.98772213908946,66.63410089671392,73.44330491283279,20.39655195608769,76.34222622179433,1.840881987879968,99.99999999999999,100.00000000000001,78.95040287421683,99.99999999999999,100.00000000000001,17.122857142857143,57.69853389915978,18.983169423174235,1.0,40.717627678445034,49.64244913140597,43.788156630365165,58.35061341621334,70.50867947923125,42.60579497065898,22.285331547220363,3.1501990186928963,25.435729393565854,12.452479932521092,70.7367696059413,39.48593350383632,63.1327868852459,100.0,82.76120130752916,15.520000000000007,85.30188679245283,53.457846602486505,10.378829986585716,10.428571428571429,83.89260890360246,85.70556713307528,59.70074349442379,1.0,49.44680851063829,12.193915148963058,21.039792387543233,97.34285440294084,98.44447062086655,62.875,57.289702010718635,97.02439024390245,86.64275466284074,59.864075505566994,72.27700839101497,100.0,36.44767704889507,55.93923402376562,4.4941176470588236,74.58,56.17057335218504,81.84071410689243,59.71672459210878,58.16078122530364,67.28029399596,68.70534776050422,35.30498946042503,33.54126110830053,57.78516333167451,66.0937337691764,49.712854460508346,47.16059016608695,41.60940685742008,72.27570580378354,76.56756154486341,32.29367623990651
Ukraine,57.556018963463664,35,99.0,58.08,38.571278976652515,78.08846477368635,55.360201511335006,92.6295652173913,95.71705922747101,97.61214953271028,87.89353277606688,65.21621621621622,97.46794399410464,89.47280334728033,46.22601941747573,45.42765957446808,39.40733528818494,88.24317968015052,73.80538922155688,94.46516109722138,57.03773584905662,99.70538019011124,49.29939771777076,95.87457631253243,66.01716399453454,14.13628318584071,44.309216345303376,33.931552860754834,68.79305966700164,69.93228979011764,19.775862885428676,82.56123417519512,1.403897215149245,95.44444615936943,92.62352348776427,77.87060394116679,99.99999999999999,100.00000000000001,11.418571428571429,52.74722992775084,33.11360360733017,6.055319349816505,32.64058744701918,68.07211149202843,26.97528026905831,39.71627592890976,43.98388096714197,33.84273127014501,4.58070997990623,6.462796085810469,30.38562779269581,19.05445750664489,97.17230468298571,29.104859335038363,80.09262295081967,85.99182936311294,84.87920510566587,12.880000000000004,92.49685534591197,41.57892169948967,15.604114400401404,8.071428571428571,84.9569713253844,72.23637987496275,62.62825278810408,5.95,94.73404255319147,65.10716917570271,2.657793044224989,93.39529172549277,91.78201674198101,20.8,34.167328698477526,94.5,58.377331420373025,28.73852519027043,39.40754969866299,99.79733879222108,67.91682617017575,56.35006979626577,3.9495798319327733,78.53999999999999,76.3297865398744,71.33299786016202,61.55700295768218,54.99879987569958,63.15728895409432,66.04145033908057,36.60068868216724,25.432354218750593,68.78992898961458,61.25034482292627,49.89329714860102,46.514199948406485,60.1311688783922,62.61170050389959,53.68401054285787,42.73882526612476
Russian Federation,57.85392234915394,34,99.0,59.4,21.721828710377995,66.92468466761014,45.38539042821158,78.85565217391304,99.0,82.43831775700934,88.15486141663,59.86486486486487,97.39498894620486,90.50836820083683,44.20372815533981,63.68297872340425,60.98799807477495,89.40733772342426,51.27844311377247,94.08193503208982,96.26415094339623,99.62407456507788,63.5884615902653,93.7428457803296,62.98690535881533,11.263716814159295,48.918591898107195,28.20448544414908,68.8667599744953,73.41311487666852,22.1034491201592,71.60205695865855,1.0695387385364155,69.11110785251574,93.9823559031767,76.3771737573764,99.99999999999999,100.00000000000001,10.075,69.11590306584759,63.85869061282763,1.0,38.18575041980652,81.13141491271779,43.74296925048047,47.00387368286179,71.72597644141351,31.47828453279581,40.851975887474886,4.042803674485437,24.953181870742004,28.402521487062316,60.38999937057497,34.219437340153455,70.19262295081967,93.7149204420186,86.20435907122454,10.240000000000004,93.18867924528303,55.37227721791906,22.359759157049673,5.7142857142857135,70.58998256822893,84.20244120273892,72.18029739776952,6.680327868852462,32.59574468085106,96.74304600505634,8.48081841432225,93.71312020548005,93.7615973091848,23.275000000000002,40.919523477502274,89.1219512195122,34.230989956958396,36.65868385219276,50.26363670671347,100.0,47.44767704889508,41.420534031370686,3.102521008403362,79.2,65.72097895618701,75.98451410861259,63.3540993344591,52.837973274826126,54.72100083140962,69.7977257664619,49.50578804361333,35.49408822526225,54.9340198871827,63.38642650441438,56.97357187341726,38.15213414125732,58.48037143105366,65.31851197632903,53.49568360183987,30.65691069622304
Turkey,56.60694776946843,109,98.68517614501803,13.200000000000003,25.060561897144172,58.22683112931922,31.919395465994953,82.64347826086956,91.74037922918308,91.1355140186916,87.10954685437747,70.56756756756758,98.05158437730287,86.15899581589959,22.747961165048544,53.01063829787233,52.98125195365901,97.09078080903105,80.91916167664671,91.59096743609777,90.66037735849056,98.72621777535238,52.36977507880266,91.87201669457012,62.02068261341413,1.0,100.0,41.58803783234824,50.434655372188345,29.713526298811672,24.12068933972074,82.16556228271824,1.9029062486671653,94.3333350530154,100.00000000000001,80.93385839144439,99.99999999999999,100.00000000000001,12.196428571428571,78.53973261323257,27.15348202365687,13.42765977534842,1.0,66.8200640680319,1.4210854715202004e-14,64.2933097480173,51.79913205207688,68.75880070788998,22.417950435365036,2.9042558180931577,16.72862781811766,22.066720228148597,60.5930809317818,39.23273657289002,51.528688524590166,100.0,81.60148553070509,7.6000000000000085,87.37735849056604,31.860582980057686,49.61235524335176,8.071428571428571,89.18551164319328,66.5186067281929,44.71189591078067,1.0,68.40425531914893,77.33235077376565,1.0,95.74027849985028,80.29740972038434,39.3625,52.53637091424299,96.36585365853658,76.27403156384506,59.12039725275226,59.764909889544796,93.61617195496417,56.20671654776406,30.647740079306622,5.068907563025211,55.94258807250902,63.45436000020043,75.5353484829085,67.66478202702321,45.604494225157445,65.41208043389419,72.68404029616529,31.156823080044962,35.5669709725298,50.451502009753995,63.067161843568364,56.283432237991825,48.628470107310925,51.593421746377636,59.0125627400782,68.14860503341227,30.641121396698626
Qatar,64.22495940409117,38,99.0,56.75999999999999,57.056099456941,34.704995043922096,-1.4210854715202004e-14,88.91060869565219,99.0,74.75887850467288,93.90409150901891,78.59459459459461,98.2704495210022,92.99372384937239,100.0,64.38510638297872,79.64953974618062,95.81020696142991,62.245508982035936,95.1038707996933,100.0,98.78907154160999,5.526832410464891,87.9133881709027,56.954820176748605,51.405309734513274,23.045144171236508,42.982555387304146,86.05009199806864,43.05322182999786,1.0,77.11056618615392,18.848411405427825,97.77777778729191,100.00000000000001,66.07659943945626,97.56501270926405,100.00000000000001,10.711428571428574,68.93638301601739,21.79695406173863,1.0,57.87074792514352,99.0,70.93705156950674,80.13626871666435,93.17699938003719,65.0482337889683,51.92565304755526,29.40178060062408,46.45987651703559,15.598321199854912,57.87692799314215,66.42608695652174,69.86803278688525,93.99958861849284,48.99440276074402,40.6,90.42138364779873,64.21025757168333,67.87610107605032,19.857142857142858,0.0,81.10777016969334,100.0,1.0,85.25531914893615,56.54652421568621,1.0,93.07432150470122,73.85758666708386,75.25,97.65507606605766,98.01219512195122,93.17647058823529,91.02073018746734,99.75515552292981,99.87840327533266,43.726779189142164,44.480084101319136,31.584873949579833,77.88,59.0717636168647,87.35973566784605,53.93909436757934,50.039287080304916,72.20872973090658,69.30320607417751,53.25685609540104,54.535304750105674,64.72368257884972,61.19799712641228,74.16924743184411,9.928571428571429,64.78192270686313,55.97730272392837,93.53543296599628,39.93057908001371
Armenia,56.70348032194482,36,96.04549902943579,60.71999999999999,26.74068670854812,50.117564402272606,56.85642317380352,63.18782608695652,90.22400901084346,79.57009345794393,89.85349758029037,62.54054054054055,97.39498894620486,85.5376569037657,35.396893203883494,43.531914893617014,32.505685514941206,93.94755409219191,53.056886227544915,91.2077413709662,88.79245283018867,99.75052525178691,33.317688714188385,74.76912531648169,47.12822179665127,18.803539823008855,36.34788607818857,63.62686494679963,69.32287969226927,65.58375328243169,17.60344817844317,80.95423003648644,2.80607490766843,88.33333338328259,100.00000000000001,89.24447272426161,99.99999999999999,85.136195,10.381428571428572,76.70650209279759,20.735936168234723,9.214893817901611,34.780504713414544,47.45609304675141,36.38693946188342,51.16986631523218,46.95040297582145,22.981345613861365,21.555927662424647,3.9083990958526704,30.472028834348045,7.621094935599315,82.75384791673278,30.016368286445015,81.30983606557376,99.65811306115144,80.77135501262711,8.920000000000007,94.91823899371069,51.371430579514445,23.437952834922203,10.428571428571429,95.28660448185452,78.09562369752898,56.4453531598513,35.92,74.5127659574468,52.6714601537004,12.953560371517042,98.41716540732551,74.64431480721586,30.7,46.30301763155678,97.2439024390244,78.40459110473458,49.463097757430255,89.46414452167525,99.59467758444215,30.302070645554206,20.67693927236617,4.4941176470588236,78.38274951471789,61.1161004733947,70.34234655492136,51.686164496717616,59.41823522728604,63.71313609698368,68.05603141605653,37.54681155016389,26.379866490448524,64.69335075625052,63.116489357926184,56.575874136049116,52.85758795521298,59.529040593705496,62.00501352868614,70.1676330055519,18.491042521659733
